,Xg,Yg,Zg,Xm,Ym,Zm
107,-0.12,-0.08,0.04,1.81,-36.63,47.56
108,-0.12,-0.08,0.04,1.69,-33.69,43.06
109,-0.15,-0.11,0.08,1.69,-33.69,43.06
110,-0.15,-0.11,0.08,1.56,-36.25,44.81
111,-0.11,0.10,0.01,1.56,-36.25,44.81
112,-0.11,0.10,0.01,1.12,-34.94,43.50
113,-0.16,0.18,0.13,1.12,-34.94,43.50
114,-0.16,0.18,0.13,0.69,-36.56,45.00
115,-0.50,-0.12,0.32,0.69,-36.56,45.00
116,-0.50,-0.12,0.32,0.13,-35.56,42.19
117,0.16,0.10,0.20,0.13,-35.56,42.19
118,0.40,0.62,-0.07,0.13,-35.56,42.19
119,0.40,0.62,-0.07,-2.12,-36.44,44.44
120,0.05,0.33,0.23,-2.12,-36.44,44.44
121,0.05,0.33,0.23,-2.12,-36.44,44.44
122,-0.10,0.25,0.32,-2.12,-36.44,44.44
123,-0.10,0.25,0.32,-2.75,-35.25,42.00
124,-0.09,0.49,0.11,-2.75,-35.25,42.00
125,-0.09,0.49,0.11,-2.75,-35.25,42.00
126,-0.19,0.35,0.21,-2.75,-35.25,42.00
127,-0.19,0.35,0.21,-3.31,-34.44,42.44
128,-0.07,0.30,0.20,-3.31,-34.44,42.44
129,-0.07,0.30,0.20,-3.94,-34.19,44.63
130,-0.06,0.27,0.09,-3.94,-34.19,44.63
131,-0.06,0.27,0.09,-3.56,-34.50,42.50
132,0.08,0.29,0.11,-3.56,-34.50,42.50
133,0.08,0.29,0.11,-4.06,-33.94,42.94
134,-0.10,0.03,0.11,-4.06,-33.94,42.94
135,-0.10,0.03,0.11,-5.37,-32.56,42.75
136,-0.11,-0.01,0.16,-5.37,-32.56,42.75
137,-0.11,-0.01,0.16,-5.62,-36.13,42.19
138,-0.04,-0.06,0.12,-5.62,-36.13,42.19
139,-0.04,-0.06,0.12,-6.69,-35.25,42.13
140,0.05,-0.07,0.10,-6.69,-35.25,42.13
141,0.05,-0.07,0.10,-6.37,-36.06,41.69
142,-0.03,-0.17,0.13,-6.37,-36.06,41.69
143,-0.03,-0.17,0.13,-6.25,-33.63,40.50
144,-0.06,-0.18,0.03,-6.25,-33.63,40.50
145,-0.06,-0.18,0.03,-6.87,-34.50,40.88
146,-0.06,-0.31,0.18,-6.87,-34.50,40.88
147,-0.06,-0.31,0.18,-7.31,-33.81,40.25
148,0.02,-0.17,0.04,-7.31,-33.81,40.25
149,0.02,-0.17,0.04,-7.56,-33.88,40.25
150,-0.02,-0.12,-0.07,-7.56,-33.88,40.25
151,-0.02,-0.12,-0.07,-7.12,-32.13,38.13
152,-0.09,0.07,-0.25,-7.12,-32.13,38.13
153,-0.09,0.07,-0.25,-5.81,-33.25,38.19
154,-0.00,0.02,-0.04,-5.81,-33.25,38.19
155,-0.00,0.02,-0.04,-7.19,-35.06,38.88
156,0.19,-0.03,-0.10,-7.19,-35.06,38.88
157,0.19,-0.03,-0.10,-7.44,-35.06,38.94
158,0.05,-0.21,-0.10,-7.44,-35.06,38.94
159,0.05,-0.21,-0.10,-7.56,-32.38,39.88
160,-0.06,-0.17,-0.26,-7.56,-32.38,39.88
161,-0.06,-0.17,-0.26,-7.12,-33.81,38.00
162,-0.10,-0.11,-0.29,-7.12,-33.81,38.00
163,-0.10,-0.11,-0.29,-6.62,-32.44,38.13
164,0.02,0.02,-0.31,-6.62,-32.44,38.13
165,0.02,0.02,-0.31,-5.50,-33.75,37.75
166,0.12,-0.14,-0.16,-5.50,-33.75,37.75
167,0.12,-0.14,-0.16,-5.00,-31.87,38.31
168,0.21,-0.25,-0.13,-5.00,-31.87,38.31
169,0.21,-0.25,-0.13,-4.56,-32.81,39.00
170,0.10,-0.25,-0.24,-4.56,-32.81,39.00
171,0.10,-0.25,-0.24,-3.69,-31.81,38.06
172,0.04,-0.08,-0.51,-3.69,-31.81,38.06
173,0.04,-0.08,-0.51,-3.12,-34.63,37.63
174,-0.18,-0.24,-0.05,-3.12,-34.63,37.63
175,-0.08,-0.17,0.30,-3.12,-34.63,37.63
176,-0.08,-0.17,0.30,-3.19,-31.50,37.94
177,0.05,-0.17,0.12,-3.19,-31.50,37.94
178,0.05,-0.17,0.12,-3.12,-33.19,37.75
179,-0.13,-0.29,-0.03,-3.12,-33.19,37.75
180,-0.13,-0.29,-0.03,-3.06,-29.69,30.94
181,-0.06,0.07,-0.13,-3.06,-29.69,30.94
182,-0.06,0.07,-0.13,-3.50,-30.87,35.63
183,-0.16,0.07,-0.24,-3.50,-30.87,35.63
184,-0.16,0.07,-0.24,-4.00,-32.25,35.50
185,-0.04,0.08,-0.12,-4.00,-32.25,35.50
186,-0.04,0.08,-0.12,-2.56,-32.50,33.25
187,0.04,0.06,-0.05,-2.56,-32.50,33.25
188,0.04,0.06,-0.05,-3.25,-33.56,36.31
189,0.09,0.16,-0.02,-3.25,-33.56,36.31
190,0.09,0.16,-0.02,-2.69,-30.50,34.81
191,-0.01,0.19,-0.02,-2.69,-30.50,34.81
192,-0.01,0.19,-0.02,-3.06,-30.44,36.50
193,-0.02,0.27,-0.08,-3.06,-30.44,36.50
194,-0.02,0.27,-0.08,-3.37,-29.37,34.69
195,-0.05,0.14,-0.11,-3.37,-29.37,34.69
196,-0.05,0.14,-0.11,-3.25,-32.38,36.00
197,0.01,0.19,-0.00,-3.25,-32.38,36.00
198,0.01,0.19,-0.00,-2.81,-28.62,33.81
199,-0.07,0.12,0.06,-2.81,-28.62,33.81
200,-0.07,0.12,0.06,-3.50,-28.62,35.56
201,-0.10,-0.02,0.21,-3.50,-28.62,35.56
202,-0.10,-0.02,0.21,-3.31,-30.94,34.00
203,-0.27,-0.12,0.37,-3.31,-30.94,34.00
204,-0.27,-0.12,0.37,-4.94,-30.12,34.00
205,0.08,0.27,0.18,-4.94,-30.12,34.00
206,0.08,0.27,0.18,-5.12,-31.75,33.44
207,0.20,0.47,-0.09,-5.12,-31.75,33.44
208,0.20,0.47,-0.09,-6.75,-31.44,33.63
209,-0.15,-0.12,0.50,-6.75,-31.44,33.63
210,-0.15,-0.12,0.50,-5.75,-29.25,33.94
211,0.25,-0.08,0.55,-5.75,-29.25,33.94
212,0.25,-0.08,0.55,-6.81,-31.62,34.75
213,0.30,0.02,0.28,-6.81,-31.62,34.75
214,0.30,0.02,0.28,-8.75,-30.06,35.69
215,0.22,0.00,0.27,-8.75,-30.06,35.69
216,0.22,0.00,0.27,-8.25,-30.06,35.56
217,0.10,-0.06,0.34,-8.25,-30.06,35.56
218,0.10,-0.06,0.34,-9.13,-31.00,36.56
219,0.16,0.18,0.22,-9.13,-31.00,36.56
220,0.16,0.18,0.22,-7.87,-30.37,37.75
221,0.03,0.33,0.02,-7.87,-30.37,37.75
222,0.03,0.33,0.02,-8.88,-29.75,37.25
223,-0.09,0.27,-0.03,-8.88,-29.75,37.25
224,0.12,-0.22,0.12,-8.88,-29.75,37.25
225,0.19,-0.01,-0.24,-8.88,-29.75,37.25
226,0.19,-0.01,-0.24,-10.00,-26.44,34.38
227,0.12,0.02,-0.31,-10.00,-26.44,34.38
228,0.16,-0.37,-0.04,-10.00,-26.44,34.38
229,0.16,-0.37,-0.04,-6.37,-25.69,32.56
230,-0.10,-0.36,0.05,-6.37,-25.69,32.56
231,-0.10,-0.36,0.05,-6.37,-25.69,32.56
232,-0.07,-0.25,0.02,-6.37,-25.69,32.56
233,-0.07,-0.25,0.02,-6.56,-26.12,34.25
234,-0.05,-0.12,-0.13,-6.56,-26.12,34.25
235,-0.05,-0.12,-0.13,-7.37,-26.56,31.31
236,-0.25,0.03,0.11,-7.37,-26.56,31.31
237,-0.19,0.13,0.19,-7.37,-26.56,31.31
238,-0.19,0.13,0.19,-6.44,-24.12,30.00
239,-0.20,0.30,0.09,-6.44,-24.12,30.00
240,-0.20,0.30,0.09,-7.31,-25.06,30.37
241,-0.07,0.70,-0.02,-7.31,-25.06,30.37
242,-0.07,0.70,-0.02,-6.62,-23.94,28.94
243,-0.08,0.18,0.54,-6.62,-23.94,28.94
244,-0.08,0.18,0.54,-7.19,-25.37,28.87
245,-0.00,0.11,0.42,-7.19,-25.37,28.87
246,-0.00,0.11,0.42,-7.31,-25.31,30.44
247,0.16,0.19,0.32,-7.31,-25.31,30.44
248,0.16,0.19,0.32,-8.06,-25.50,30.06
249,0.43,0.23,0.37,-8.06,-25.50,30.06
250,0.43,0.23,0.37,-9.69,-24.50,30.62
251,0.24,0.02,0.32,-9.69,-24.50,30.62
252,0.24,0.02,0.32,-9.31,-25.62,32.50
253,0.09,-0.01,0.31,-9.31,-25.62,32.50
254,0.09,-0.01,0.31,-9.50,-26.00,31.50
255,-0.12,0.04,0.15,-9.50,-26.00,31.50
256,-0.12,0.04,0.15,-9.56,-21.31,31.87
257,0.01,0.18,0.07,-9.56,-21.31,31.87
258,0.01,0.18,0.07,-10.56,-25.75,31.62
259,-0.08,0.07,-0.02,-10.56,-25.75,31.62
260,-0.08,0.07,-0.02,-9.94,-23.81,33.69
261,-0.01,0.06,-0.06,-9.94,-23.81,33.69
262,-0.01,0.06,-0.06,-10.19,-22.12,30.06
263,0.03,0.05,-0.07,-10.19,-22.12,30.06
264,0.03,0.05,-0.07,-9.19,-23.19,31.19
265,0.06,-0.03,0.00,-9.19,-23.19,31.19
266,0.06,-0.03,0.00,-9.19,-23.19,31.19
267,0.08,-0.13,-0.03,-9.19,-23.19,31.19
268,0.08,-0.13,-0.03,-9.19,-22.56,31.06
269,-0.02,-0.21,-0.05,-9.19,-22.56,31.06
270,-0.02,-0.21,-0.05,-9.81,-23.62,32.06
271,-0.11,-0.15,-0.03,-9.81,-23.62,32.06
272,-0.11,-0.15,-0.03,-9.69,-23.81,33.63
273,-0.03,-0.20,0.01,-9.69,-23.81,33.63
274,-0.03,-0.20,0.01,-9.56,-21.62,32.00
275,0.17,-0.07,-0.33,-9.56,-21.62,32.00
276,0.17,-0.07,-0.33,-8.38,-22.25,30.81
277,0.26,-0.04,-0.48,-8.38,-22.25,30.81
278,0.26,-0.04,-0.48,-8.06,-21.12,30.50
279,0.25,-0.30,-0.18,-8.06,-21.12,30.50
280,0.25,-0.30,-0.18,-7.44,-19.37,32.06
281,-0.18,-0.45,-0.16,-7.44,-19.37,32.06
282,-0.18,-0.45,-0.16,-7.25,-22.06,33.31
283,-0.15,-0.43,-0.09,-7.25,-22.06,33.31
284,-0.15,-0.43,-0.09,-5.94,-21.75,33.00
285,-0.02,-0.31,0.02,-5.94,-21.75,33.00
286,-0.02,-0.31,0.02,-6.25,-22.62,33.25
287,-0.11,-0.23,0.02,-6.25,-22.62,33.25
288,-0.11,-0.23,0.02,-4.56,-20.25,32.38
289,-0.14,-0.19,0.04,-4.56,-20.25,32.38
290,-0.14,-0.19,0.04,-4.69,-22.37,31.37
291,-0.04,-0.14,-0.04,-4.69,-22.37,31.37
292,-0.04,-0.14,-0.04,-5.44,-21.06,30.00
293,-0.08,-0.05,-0.14,-5.44,-21.06,30.00
294,-0.08,-0.05,-0.14,-4.62,-19.06,30.00
295,-0.09,0.08,-0.14,-4.62,-19.06,30.00
296,-0.09,0.08,-0.14,-4.69,-19.69,30.69
297,-0.11,0.10,-0.11,-4.69,-19.69,30.69
298,-0.11,0.10,-0.11,-4.56,-19.50,29.50
299,-0.05,0.09,-0.10,-4.56,-19.50,29.50
300,-0.05,0.09,-0.10,-4.12,-21.69,30.62
301,-0.09,0.09,-0.11,-4.12,-21.69,30.62
302,-0.09,0.09,-0.11,-4.00,-18.87,28.69
303,0.02,0.09,-0.06,-4.00,-18.87,28.69
304,0.02,0.09,-0.06,-3.37,-17.87,27.81
305,0.03,0.07,-0.02,-3.37,-17.87,27.81
306,0.03,0.07,-0.02,-3.06,-19.19,27.06
307,-0.00,0.09,0.06,-3.06,-19.19,27.06
308,-0.00,0.09,0.06,-2.94,-16.75,25.87
309,0.06,0.10,0.09,-2.94,-16.75,25.87
310,0.06,0.10,0.09,-3.69,-15.44,24.62
311,-0.09,-0.02,0.20,-3.69,-15.44,24.62
312,-0.09,-0.02,0.20,-2.75,-14.63,23.12
313,-0.04,0.28,0.01,-2.75,-14.63,23.12
314,-0.04,0.28,0.01,-3.12,-18.56,24.87
315,-0.01,0.65,-0.18,-3.12,-18.56,24.87
316,-0.01,0.65,-0.18,-2.44,-17.81,23.44
317,-0.28,0.10,0.35,-2.44,-17.81,23.44
318,-0.28,0.10,0.35,-2.87,-16.19,22.00
319,-0.18,0.06,0.34,-2.87,-16.19,22.00
320,-0.18,0.06,0.34,-2.62,-14.25,18.75
321,0.11,0.12,0.39,-2.62,-14.25,18.75
322,0.11,0.12,0.39,-2.62,-15.88,21.87
323,0.12,0.12,0.27,-2.62,-15.88,21.87
324,0.12,0.12,0.27,-2.44,-15.31,20.06
325,0.18,0.01,0.42,-2.44,-15.31,20.06
326,0.18,0.01,0.42,-3.00,-15.56,19.69
327,-0.05,0.02,0.32,-3.00,-15.56,19.69
328,0.17,-0.44,-0.15,-3.00,-15.56,19.69
329,-0.10,-0.10,-0.52,-3.00,-15.56,19.69
330,-0.10,-0.10,-0.52,-2.69,-15.63,16.44
331,0.12,0.20,-0.35,-2.69,-15.63,16.44
332,0.12,0.20,-0.35,-2.69,-15.63,16.44
333,-0.00,-0.50,0.06,-2.69,-15.63,16.44
334,-0.00,-0.50,0.06,-2.31,-17.06,18.31
335,0.08,-0.28,-0.04,-2.31,-17.06,18.31
336,0.08,-0.28,-0.04,-2.50,-16.19,20.31
337,0.09,-0.07,0.04,-2.50,-16.19,20.31
338,0.09,-0.07,0.04,-2.94,-16.94,19.56
339,-0.12,-0.22,0.13,-2.94,-16.94,19.56
340,-0.12,-0.22,0.13,-3.00,-18.37,19.94
341,-0.09,-0.34,0.09,-3.00,-18.37,19.94
342,-0.09,-0.34,0.09,-2.94,-17.19,13.63
343,-0.10,-0.30,-0.03,-2.94,-17.19,13.63
344,-0.10,-0.30,-0.03,-3.19,-16.75,16.25
345,-0.12,-0.19,-0.04,-3.19,-16.75,16.25
346,-0.12,-0.19,-0.04,-3.19,-15.81,19.25
347,-0.09,-0.09,-0.07,-3.19,-15.81,19.25
348,-0.09,-0.09,-0.07,-3.37,-17.37,18.62
349,-0.03,0.15,-0.19,-3.37,-17.37,18.62
350,-0.03,0.15,-0.19,-3.06,-16.50,20.50
351,-0.04,0.18,-0.24,-3.06,-16.50,20.50
352,-0.04,0.18,-0.24,-2.94,-15.81,15.94
353,-0.10,0.13,-0.22,-2.94,-15.81,15.94
354,-0.10,0.13,-0.22,-3.12,-15.63,18.06
355,-0.02,0.19,-0.16,-3.12,-15.63,18.06
356,-0.02,0.19,-0.16,-1.50,-14.88,14.94
357,0.02,0.25,-0.10,-1.50,-14.88,14.94
358,0.02,0.25,-0.10,-2.00,-16.06,17.50
359,0.04,0.18,-0.08,-2.00,-16.06,17.50
360,0.04,0.18,-0.08,-1.56,-15.38,18.25
361,-0.01,0.03,-0.06,-1.56,-15.38,18.25
362,-0.01,0.03,-0.06,-2.06,-17.31,18.37
363,0.17,0.15,-0.01,-2.06,-17.31,18.37
364,0.17,0.15,-0.01,-1.69,-18.44,20.25
365,0.00,0.14,-0.06,-1.69,-18.44,20.25
366,0.00,0.14,-0.06,-1.25,-17.25,17.69
367,-0.06,0.47,-0.17,-1.25,-17.25,17.69
368,-0.06,0.47,-0.17,-2.06,-16.50,18.69
369,-0.09,0.34,0.10,-2.06,-16.50,18.69
370,-0.09,0.34,0.10,-0.75,-17.31,18.12
371,-0.12,-0.07,0.45,-0.75,-17.31,18.12
372,0.35,0.10,0.38,-0.75,-17.31,18.12
373,0.35,0.10,0.38,-2.81,-14.38,17.69
374,0.07,-0.13,0.29,-2.81,-14.38,17.69
375,0.07,-0.13,0.29,-3.00,-17.31,20.19
376,0.11,-0.04,0.14,-3.00,-17.31,20.19
377,0.11,-0.04,0.14,-3.44,-16.31,19.44
378,0.04,0.02,0.11,-3.44,-16.31,19.44
379,0.04,0.02,0.11,-2.75,-17.06,20.56
380,0.01,0.14,0.03,-2.75,-17.06,20.56
381,0.01,0.14,0.03,-3.56,-15.75,20.87
382,-0.03,0.05,0.03,-3.56,-15.75,20.87
383,-0.03,0.05,0.03,-3.19,-17.62,22.44
384,0.11,0.05,0.00,-3.19,-17.62,22.44
385,0.11,0.05,0.00,-3.37,-15.50,21.37
386,0.17,0.08,-0.06,-3.37,-15.50,21.37
387,0.17,0.08,-0.06,-3.31,-16.50,20.50
388,0.03,0.05,-0.09,-3.31,-16.50,20.50
389,0.03,0.05,-0.09,-3.44,-16.69,21.69
390,-0.11,0.06,-0.18,-3.44,-16.69,21.69
391,-0.11,0.06,-0.18,-3.69,-18.75,22.31
392,-0.05,-0.04,-0.18,-3.69,-18.75,22.31
393,-0.05,-0.04,-0.18,-3.31,-16.19,20.44
394,0.03,-0.13,-0.21,-3.31,-16.19,20.44
395,0.03,-0.13,-0.21,-4.25,-18.75,22.37
396,-0.09,-0.20,-0.17,-4.25,-18.75,22.37
397,-0.09,-0.20,-0.17,-3.87,-15.50,21.50
398,-0.04,-0.21,-0.03,-3.87,-15.50,21.50
399,-0.04,-0.21,-0.03,-3.50,-15.63,20.31
400,0.03,-0.09,-0.23,-3.50,-15.63,20.31
401,0.03,-0.09,-0.23,-5.31,-16.69,22.00
402,0.03,0.02,-0.46,-5.31,-16.69,22.00
403,0.03,0.02,-0.46,-3.19,-16.75,22.19
404,0.16,-0.14,-0.08,-3.19,-16.75,22.19
405,0.16,-0.14,-0.08,-2.87,-17.25,21.75
406,0.01,-0.30,0.03,-2.87,-17.25,21.75
407,0.01,-0.30,0.03,-3.75,-15.44,23.00
408,0.07,-0.26,-0.00,-3.75,-15.44,23.00
409,0.07,-0.26,-0.00,-4.00,-15.69,22.56
410,-0.08,-0.27,-0.04,-4.00,-15.69,22.56
411,-0.08,-0.27,-0.04,-3.62,-16.75,18.50
412,-0.17,-0.27,0.08,-3.62,-16.75,18.50
413,-0.19,-0.28,0.13,-3.62,-16.75,18.50
414,-0.19,-0.28,0.13,-4.19,-16.12,21.69
415,-0.10,-0.18,-0.04,-4.19,-16.12,21.69
416,-0.10,-0.18,-0.04,-4.12,-17.50,21.44
417,-0.09,-0.10,-0.16,-4.12,-17.50,21.44
418,-0.09,-0.10,-0.16,-3.56,-16.19,20.50
419,-0.13,-0.01,-0.13,-3.56,-16.19,20.50
420,-0.07,0.08,0.11,-3.56,-16.19,20.50
421,-0.07,0.08,0.11,-3.37,-14.50,18.31
422,-0.15,0.17,0.23,-3.37,-14.50,18.31
423,-0.15,0.17,0.23,-3.25,-14.44,19.94
424,-0.06,0.51,0.05,-3.25,-14.44,19.94
425,-0.06,0.51,0.05,-3.56,-11.81,17.69
426,-0.18,0.34,0.12,-3.56,-11.81,17.69
427,-0.18,0.34,0.12,-3.12,-14.19,18.25
428,0.04,-0.10,0.48,-3.12,-14.19,18.25
429,0.04,-0.10,0.48,-4.12,-12.81,11.13
430,0.18,-0.06,0.31,-4.12,-12.81,11.13
431,0.02,0.02,0.13,-4.12,-12.81,11.13
432,0.02,0.02,0.13,-3.19,-11.44,16.44
433,-0.19,-0.04,0.11,-3.19,-11.44,16.44
434,-0.19,-0.04,0.11,-4.12,-12.44,18.00
435,-0.18,-0.05,0.13,-4.12,-12.44,18.00
436,-0.18,-0.05,0.13,-3.75,-12.50,16.31
437,0.02,-0.01,0.06,-3.75,-12.50,16.31
438,0.02,-0.01,0.06,-3.94,-13.44,18.75
439,0.05,0.00,-0.02,-3.94,-13.44,18.75
440,0.05,0.00,-0.02,-4.31,-12.31,16.87
441,0.01,0.14,-0.06,-4.31,-12.31,16.87
442,0.01,0.14,-0.06,-4.19,-13.69,18.37
443,0.00,0.09,-0.04,-4.19,-13.69,18.37
444,0.00,0.09,-0.04,-4.12,-11.88,17.87
445,0.09,0.07,-0.08,-4.12,-11.88,17.87
446,0.09,0.07,-0.08,-4.12,-11.88,17.87
447,0.05,0.02,-0.04,-4.12,-11.88,17.87
448,0.05,0.02,-0.04,-3.37,-13.13,18.56
449,0.01,0.01,0.03,-3.37,-13.13,18.56
450,0.01,0.01,0.03,-3.25,-10.88,16.87
451,-0.07,0.03,0.06,-3.25,-10.88,16.87
452,-0.07,0.03,0.06,-3.56,-10.69,17.37
453,-0.10,0.07,0.05,-3.56,-10.69,17.37
454,-0.10,0.07,0.05,-3.62,-13.13,18.62
455,-0.21,0.06,0.08,-3.62,-13.13,18.62
456,-0.21,0.06,0.08,-3.44,-11.31,15.94
457,-0.05,0.09,0.03,-3.44,-11.31,15.94
458,-0.05,0.09,0.03,-3.81,-10.38,17.44
459,0.19,0.17,-0.05,-3.81,-10.38,17.44
460,0.19,0.17,-0.05,-4.37,-11.50,17.19
461,-0.06,0.07,0.00,-4.37,-11.50,17.19
462,-0.06,0.07,0.00,-4.50,-11.50,18.87
463,-0.07,0.04,0.06,-4.50,-11.50,18.87
464,-0.07,0.04,0.06,-3.25,-12.88,16.87
465,0.00,0.03,0.04,-3.25,-12.88,16.87
466,0.00,0.03,0.04,-3.56,-12.06,17.19
467,-0.04,0.01,0.02,-3.56,-12.06,17.19
468,-0.04,0.01,0.02,-3.56,-12.06,17.19
469,-0.02,-0.01,0.03,-3.56,-12.06,17.19
470,-0.02,-0.01,0.03,-3.94,-13.44,18.75
471,0.02,0.02,-0.00,-3.94,-13.44,18.75
472,0.02,0.02,-0.00,-3.56,-12.13,17.75
473,0.01,-0.03,-0.01,-3.56,-12.13,17.75
474,0.01,-0.03,-0.01,-3.75,-12.25,16.81
