,Xg,Yg,Zg,Xm,Ym,Zm
96,-0.06,-0.21,0.75,-4.75,-0.31,6.25
97,-0.06,-0.21,0.75,-4.25,3.31,6.81
98,0.17,0.26,0.15,-4.25,3.31,6.81
99,0.17,0.26,0.15,-4.06,1.50,7.31
100,-0.04,0.13,0.18,-4.06,1.50,7.31
101,-0.04,0.13,0.18,-3.87,1.94,8.19
102,0.00,0.29,0.04,-3.87,1.94,8.19
103,0.00,0.29,0.04,-3.37,0.81,8.38
104,-0.05,0.27,-0.09,-3.37,0.81,8.38
105,-0.05,0.27,-0.09,-3.06,1.94,8.06
106,-0.06,0.20,-0.16,-3.06,1.94,8.06
107,-0.06,0.20,-0.16,-2.56,1.00,8.75
108,0.03,0.01,-0.16,-2.56,1.00,8.75
109,0.03,0.01,-0.16,-2.31,1.94,7.87
110,-0.02,-0.22,-0.15,-2.31,1.94,7.87
111,-0.02,-0.22,-0.15,-2.37,0.37,9.38
112,-0.15,-0.32,-0.24,-2.37,0.37,9.38
113,-0.15,-0.32,-0.24,-2.25,1.56,10.69
114,0.03,-0.07,-0.24,-2.25,1.56,10.69
115,0.03,-0.07,-0.24,-2.62,-1.12,12.00
116,0.74,-0.21,-0.38,-2.62,-1.12,12.00
117,0.74,-0.21,-0.38,-1.94,0.19,10.50
118,0.39,-0.46,-0.19,-1.94,0.19,10.50
119,0.39,-0.46,-0.19,-2.12,0.13,12.69
120,-0.08,-0.59,0.19,-2.12,0.13,12.69
121,-0.08,-0.59,0.19,-2.69,0.69,12.63
122,0.03,-0.16,-0.14,-2.69,0.69,12.63
123,0.03,-0.16,-0.14,-3.06,-1.56,14.88
124,0.15,0.00,-0.21,-3.06,-1.56,14.88
125,0.15,0.00,-0.21,-2.31,-1.56,14.75
126,0.03,-0.04,-0.04,-2.31,-1.56,14.75
127,0.03,-0.04,-0.04,-2.06,0.37,14.81
128,-0.03,0.01,0.01,-2.06,0.37,14.81
129,-0.03,0.01,0.01,-1.81,-1.37,15.19
130,0.08,-0.03,0.01,-1.81,-1.37,15.19
131,0.08,-0.03,0.01,-1.19,-0.62,13.75
132,0.01,-0.04,0.06,-1.19,-0.62,13.75
133,0.01,-0.04,0.06,-1.56,0.19,15.81
134,-0.04,0.14,0.09,-1.56,0.19,15.81
135,-0.04,0.14,0.09,-1.94,-0.13,16.44
136,-0.19,0.21,0.20,-1.94,-0.13,16.44
137,-0.19,0.21,0.20,-1.12,-2.50,15.38
138,-0.38,0.15,0.50,-1.12,-2.50,15.38
139,-0.38,0.15,0.50,-1.37,-1.44,15.69
140,-0.59,0.25,0.20,-1.37,-1.44,15.69
141,-0.59,0.25,0.20,-1.37,-1.44,15.69
142,-0.24,0.10,0.47,-1.37,-1.44,15.69
143,-0.24,0.10,0.47,-1.06,-1.06,15.00
144,0.10,0.22,0.31,-1.06,-1.06,15.00
145,0.10,0.22,0.31,-1.50,-1.12,17.25
146,-0.08,0.20,0.10,-1.50,-1.12,17.25
147,-0.08,0.20,0.10,-0.88,0.13,16.19
148,-0.13,0.10,0.15,0.88,0.13,16.19
149,-0.13,0.10,0.15,-1.12,-1.06,18.75
150,-0.05,0.16,-0.09,-1.12,-1.06,18.75
151,-0.05,0.16,-0.09,-0.88,-2.00,16.25
152,0.00,0.12,-0.08,-0.88,-2.00,16.25
153,0.00,0.12,-0.08,-0.62,-4.31,16.31
154,-0.03,0.06,-0.00,-0.62,-4.31,16.31
155,-0.03,0.06,-0.00,-0.37,-1.69,10.25
156,0.46,-0.29,-0.52,-0.37,-1.69,10.25
157,0.46,-0.29,-0.52,-1.19,-5.00,23.00
158,-0.06,-0.69,0.12,-1.19,-5.00,23.00
159,-0.06,-0.69,0.12,-0.94,-4.81,13.81
160,-0.09,-0.06,-0.14,-0.94,-4.81,13.81
161,0.06,-0.08,0.06,-0.94,-4.81,13.81
162,-0.96,0.43,0.13,-0.94,-4.81,13.81
163,-0.11,0.46,0.39,-0.94,-4.81,13.81
164,0.13,0.25,0.08,-0.94,-4.81,13.81
165,0.13,0.25,0.08,-0.81,-27.19,37.44
166,1.18,-2.16,-2.19,-081,-27.19,37.44
167,0.42,-0.40,-0.45,-0.81,-27.19,37.44
168,0.14,0.35,-0.05,-0.81,-27.19,37.44
169,0.21,-0.06,0.05,-0.81,-27.19,37.44
170,-0.39,0.10,0.72,-0.81,-27.19,37.44
171,-0.39,0.10,0.72,12.25,-2.75,11.13
172,-0.67,0.43,0.19,12.25,-2.75,11.13
173,-0.67,0.43,0.19,11.56,-0.06,10.00
174,-0.33,0.86,-0.41,11.56,-0.06,10.00
175,-0.03,-0.46,-0.10,11.56,-0.06,10.00
176,-0.03,-0.46,-0.10,10.63,0.62,14.81
177,0.67,0.08,-0.69,10.63,0.62,14.81
178,0.67,0.08,-0.69,10.38,-0.06,13.94
179,0.34,-0.80,-0.02,10.38,-0.06,13.94
180,0.34,-0.80,-0.02,10.19,0.00,13.44
181,0.29,0.10,-0.38,10.19,0.00,13.44
182,-0.04,-0.12,-0.24,10.19,0.00,13.44
183,-0.19,-0.08,0.21,10.19,0.00,13.44
184,-0.19,-0.08,0.21,3.56,-10.13,32.69
185,-0.08,-0.15,0.13,3.56,-10.13,32.69
186,-0.08,-0.15,0.13,4.12,-7.69,35.13
187,0.01,-0.14,-0.10,4.12,-7.69,35.13
188,0.01,-0.14,-0.10,3.00,-6.81,38.81
189,-0.02,-0.36,-0.13,3.00,-6.81,38.81
190,-0.02,-0.36,-0.13,3.75,-7.56,40.00
191,0.14,-0.35,-0.28,3.75,-7.56,40.00
192,0.14,-0.35,-0.28,3.25,-11.63,42.75
193,0.18,-0.56,-0.12,3.25,-11.63,42.75
194,0.18,-0.56,-0.12,4.37,-6.94,41.31
195,0.31,-0.34,-0.46,4.37,-6.94,41.31
196,0.31,-0.34,-0.46,3.62,-7.81,37.94
197,0.16,0.07,0.09,3.62,-7.81,37.94
198,0.14,0.21,-0.01,3.62,-7.81,37.94
199,0.14,0.21,-0.01,5.25,-8.88,47.06
200,-0.17,0.06,0.03,5.25,-8.88,47.06
201,-0.17,0.06,0.03,5.75,-10.63,47.44
202,-0.13,0.15,0.03,5.75,-10.63,47.44
203,-0.13,0.15,0.03,5.69,-9.06,48.13
204,-0.01,0.20,0.16,5.69,-9.06,48.13
205,-0.01,0.20,0.16,6.31,-9.75,47.13
206,-0.05,0.19,0.37,6.31,-9.75,47.13
207,-0.05,0.19,0.37,5.81,-10.38,49.50
208,-0.15,0.18,0.50,5.81,-10.38,49.50
209,-0.15,0.18,0.50,6.12,-9.81,49.31
210,-0.03,0.91,-0.27,6.12,-9.81,49.31
211,-0.03,0.91,-0.27,5.75,-11.06,50.25
212,-0.68,-0.08,0.40,5.75,-11.06,50.25
213,-0.68,-0.08,0.40,5.62,-11.31,51.94
214,0.22,0.37,0.10,5.62,-11.31,51.94
215,0.22,0.37,0.10,5.37,-10.44,51.75
216,-0.15,0.06,0.07,5.37,-10.44,51.75
217,-0.15,0.06,0.07,6.12,-8.00,52.69
218,-0.05,0.06,0.20,6.12,-8.00,52.69
219,-0.05,0.06,0.20,6.19,-11.88,52.00
220,0.05,0.05,0.12,6.19,-11.88,52.00
221,0.05,0.05,0.12,6.37,-11.38,52.38
222,0.00,-0.07,-0.01,6.37,-11.38,52.38
223,0.00,-0.07,-0.01,6.87,-11.44,52.81
224,0.07,-0.10,-0.05,6.87,-11.44,52.81
225,0.07,-0.10,-0.05,6.81,-10.06,53.06
226,0.01,-0.26,-0.12,6.81,-10.06,53.06
227,0.01,-0.26,-0.12,7.12,-8.69,53.19
228,-0.07,-0.47,-0.11,7.12,-8.69,53.19
229,-0.07,-0.47,-0.11,7.25,-11.19,54.88
230,0.13,-0.27,-0.09,7.25,-11.19,54.88
231,0.13,-0.27,-0.09,8.00,-12.63,55.13
232,0.56,0.12,-0.42,8.00,-12.63,55.13
233,0.56,0.12,-0.42,8.75,-11.81,55.38
234,0.46,-0.42,0.33,8.75,-11.81,55.38
235,0.46,-0.42,0.33,8.81,-10.38,55.00
236,0.06,-0.30,0.15,8.81,-10.38,55.00
237,0.06,-0.30,0.15,10.50,-10.44,53.63
238,-0.17,-0.03,-0.10,10.50,-10.44,53.63
239,-0.17,-0.03,-0.10,10.69,-9.13,54.31
240,0.06,0.04,0.02,10.69,-9.13,54.31
241,0.06,0.04,0.02,11.44,-10.13,55.56
242,0.07,-0.03,0.10,11.44,-10.13,55.56
243,0.07,-0.03,0.10,11.38,-12.19,56.13
244,0.09,0.08,0.13,11.38,-12.19,56.13
245,0.09,0.08,0.13,11.69,-10.06,55.00
246,0.00,0.20,0.05,11.69,-10.06,55.00
247,0.00,0.20,0.05,11.69,-10.69,55.13
248,-0.11,0.20,0.15,11.69,-10.69,55.13
249,-0.11,0.20,0.15,11.88,-9.06,55.69
250,-0.23,0.20,0.20,11.88,-9.06,55.69
251,-0.23,0.20,0.20,11.50,-10.13,57.19
252,-0.27,0.19,0.27,11.50,-10.13,57.19
253,-0.27,0.19,0.27,12.69,-10.19,55.88
254,-0.28,0.07,0.32,12.69,-10.19,55.88
255,-0.28,0.07,0.32,11.56,-9.69,56.44
256,-0.01,0.45,-0.08,11.56,-9.69,56.44
257,-0.01,0.45,-0.08,13.31,-9.25,55.00
258,0.12,0.76,-0.04,13.31,-9.25,55.00
259,0.12,0.76,-0.04,12.00,-9.63,57.50
260,-0.79,-0.20,0.54,12.00,-9.63,57.50
261,-0.79,-0.20,0.54,12.25,-13.88,58.06
262,-0.09,0.62,-0.10,12.25,-13.88,58.06
263,-0.09,0.62,-0.10,12.63,-11.19,56.69
264,-0.33,0.12,0.21,12.63,-11.19,56.69
265,-0.33,0.12,0.21,12.63,-10.31,56.44
266,-0.01,0.28,0.13,12.63,-10.31,56.44
267,-0.01,0.28,0.13,12.31,-11.00,57.31
268,-0.09,0.17,0.12,12.31,-11.00,57.31
269,-0.09,0.17,0.12,12.13,-11.00,59.38
270,0.08,0.18,0.19,12.13,-11.00,59.38
271,0.08,0.18,0.19,12.94,-10.56,56.50
272,0.08,0.10,0.19,12.94,-10.56,56.50
273,0.08,0.10,0.19,13.19,-10.88,56.50
274,-0.13,-0.13,-0.03,13.19,-10.88,56.50
275,-0.13,-0.13,-0.03,13.31,-12.50,58.06
276,-0.39,-0.13,-0.07,13.31,-12.50,58.06
277,-0.39,-0.13,-0.07,12.88,-11.25,57.25
278,-0.25,0.02,-0.20,12.88,-11.25,57.25
279,-0.25,0.02,-0.20,14.56,-11.63,55.94
280,0.40,0.07,-0.02,14.56,-11.63,55.94
281,0.40,0.07,-0.02,14.44,-10.63,56.81
282,-0.38,-0.59,0.59,14.44,-10.63,56.81
283,-0.38,-0.59,0.59,14.50,-11.44,56.44
284,0.55,0.77,0.10,14.50,-11.44,56.44
285,0.55,0.77,0.10,14.06,-11.00,55.38
286,-0.52,0.26,0.36,14.06,-11.00,55.38
287,-0.52,0.26,0.36,13.75,-10.81,55.88
288,-0.41,0.51,0.33,13.75,-10.81,55.88
289,-0.41,0.51,0.33,13.38,-11.56,57.25
290,-0.45,0.46,0.34,13.38,-11.56,57.25
291,-0.45,0.46,0.34,13.19,-11.81,58.94
292,-0.15,0.68,0.31,13.19,-11.81,58.94
293,-0.15,0.68,0.31,13.19,-12.38,59.06
294,-0.14,0.81,0.41,13.19,-12.38,59.06
295,-0.14,0.81,0.41,11.88,-13.81,59.13
296,-0.53,0.76,0.66,11.88,-13.81,59.13
297,-0.53,0.76,0.66,11.13,-16.25,62.06
298,-0.48,1.05,0.74,11.13,-16.25,62.06
299,-0.48,1.05,0.74,10.44,-14.56,60.63
300,-0.50,1.10,1.02,10.44,-14.56,60.63
301,-0.50,1.10,1.02,9.19,-17.81,63.44
302,-0.62,1.26,0.73,9.19,-17.81,63.44
303,-0.62,1.26,0.73,7.69,-18.31,64.75
304,-0.74,1.13,0.64,7.69,-18.31,64.75
305,-0.74,1.13,0.64,5.87,-19.12,64.75
306,-0.32,1.28,0.67,5.87,-19.12,64.75
307,-0.32,1.28,0.67,5.12,-19.87,67.75
308,-0.50,1.20,0.66,5.12,-19.87,67.75
309,-0.50,1.20,0.66,3.44,-20.50,68.19
310,-0.75,0.95,0.70,3.44,-20.50,68.19
311,-0.75,0.95,0.70,2.12,-23.87,68.25
312,-0.13,1.15,0.74,2.12,-23.87,68.25
313,-0.13,1.15,0.74,-0.31,-23.69,69.12
314,-0.20,1.10,0.57,-0.31,-23.69,69.12
315,-0.20,1.10,0.57,-1.69,-24.44,70.06
316,-0.57,0.85,0.47,-1.69,-24.44,70.06
317,-0.57,0.85,0.47,-2.69,-24.00,69.06
318,-0.75,0.80,0.50,-2.69,-24.00,69.06
319,-0.75,0.80,0.50,-3.69,-25.62,68.56
320,-0.44,0.80,0.80,-3.69,-25.62,68.56
321,-0.44,0.80,0.80,-5.00,-26.44,68.44
322,-0.42,0.82,0.38,-5.00,-26.44,68.44
323,-0.42,0.82,0.38,-6.81,-26.69,68.31
324,-0.48,0.80,-0.01,-6.81,-26.69,68.31
325,-0.48,0.80,-0.01,-6.50,-28.37,68.19
326,-0.78,0.57,0.58,-6.50,-28.37,68.19
327,-0.78,0.57,0.58,-7.75,-28.87,67.44
328,-0.03,1.32,0.91,-7.75,-28.87,67.44
329,-0.03,1.32,0.91,-10.50,-28.69,68.37
330,-1.18,0.92,0.58,-10.50,-28.69,68.37
331,-1.18,0.92,0.58,-11.94,-28.81,63.81
332,-0.67,1.06,0.87,-11.94,-28.81,63.81
333,-0.67,1.06,0.87,-14.44,-29.25,64.87
334,-0.46,1.21,1.17,-14.44,-29.25,64.87
335,-0.46,1.21,1.17,-15.38,-27.50,60.31
336,-0.51,1.37,1.02,-15.38,-27.50,60.31
337,-0.51,1.37,1.02,-16.25,-26.87,58.13
338,-0.58,1.51,0.83,-16.25,-26.87,58.13
339,-0.58,1.51,0.83,-20.12,-26.31,54.25
340,-0.58,1.42,0.89,-20.12,-26.31,54.25
341,-0.58,1.42,0.89,-21.19,-26.12,51.19
342,-0.46,1.44,0.95,-21.19,-26.12,51.19
343,-0.46,1.44,0.95,-21.06,-24.19,49.63
344,-0.67,1.29,0.88,-21.06,-24.19,49.63
345,-0.67,1.29,0.88,-23.25,-22.44,43.50
346,-0.52,1.16,0.90,-23.25,-22.44,43.50
347,-0.52,1.16,0.90,-25.25,-19.81,39.44
348,-0.46,1.43,0.86,-25.25,-19.81,39.44
349,-0.46,1.43,0.86,-24.75,-21.25,33.81
350,-1.00,1.31,1.16,-24.75,-21.25,33.81
351,-1.00,1.31,1.16,-25.31,-18.19,30.44
352,-1.19,1.33,0.79,-25.31,-18.19,30.44
353,-1.19,1.33,0.79,-26.31,-13.81,23.50
354,-0.36,1.27,0.94,-26.31,-13.81,23.50
355,-0.36,1.27,0.94,-25.94,-9.81,19.19
356,-1.02,0.78,0.70,-25.94,-9.81,19.19
357,-1.02,0.78,0.70,-25.25,-8.81,14.50
358,-0.26,0.94,0.67,-25.25,-8.81,14.50
359,-0.26,0.94,0.67,-25.00,-6.12,11.56
360,-0.12,0.89,0.64,-25.00,-6.12,11.56
361,-0.12,0.89,0.64,-24.94,-2.06,7.31
362,-0.47,0.70,0.44,-24.94,-2.06,7.31
363,-0.47,0.70,0.44,-23.81,-1.94,2.81
364,-0.30,0.79,0.40,-23.81,-1.94,2.81
365,-0.30,0.79,0.40,-23.25,-3.06,2.44
366,-0.39,0.60,0.29,-23.25,-3.06,2.44
367,-0.39,0.60,0.29,-22.81,-1.12,0.81
368,-0.17,0.35,0.24,-22.81,-1.12,0.81
369,-0.17,0.35,0.24,-21.81,0.13,-1.87
370,-0.04,0.04,0.17,-21.81,0.13,-1.87
371,-0.04,0.04,0.17,-21.50,1.25,-2.19
372,0.06,0.02,0.22,-21.50,1.25,-2.19
373,0.06,0.02,0.22,-22.44,5.12,-3.62
374,-0.26,-0.05,0.29,-22.44,5.12,-3.62
375,-0.26,-0.05,0.29,-21.94,3.37,-3.19
376,-0.19,0.09,-0.41,-21.94,3.37,-3.19
377,-0.19,0.09,-0.41,-21.31,3.94,-5.12
378,0.37,-0.24,-0.02,-21.31,3.94,-5.12
379,0.37,-0.24,-0.02,-20.62,6.19,-6.87
380,-0.21,-0.27,-0.11,-20.62,6.19,-6.87
381,-0.21,-0.27,-0.11,-21.44,3.37,-3.31
382,-0.42,0.02,-0.08,-21.44,3.37,-3.31
383,-0.42,0.02,-0.08,-21.19,5.75,-6.12
384,-0.13,0.21,0.06,-21.19,5.75,-6.12
385,-0.13,0.21,0.06,-20.62,5.31,-6.62
386,-0.01,0.11,0.09,-20.62,5.31,-6.62
387,-0.01,0.11,0.09,-20.56,9.13,-7.69
388,-0.05,0.22,-0.15,-20.56,9.13,-7.69
389,-0.05,0.22,-0.15,-19.87,6.75,-8.75
390,-0.21,0.29,-0.07,-19.87,6.75,-8.75
391,-0.21,0.29,-0.07,-19.06,8.31,-9.88
392,-0.16,0.31,0.14,-19.06,8.31,-9.88
393,-0.16,0.31,0.14,-18.56,10.13,-12.56
394,-0.18,0.19,0.16,-18.56,10.13,-12.56
395,-0.18,0.19,0.16,-18.62,10.00,-11.38
396,-0.13,0.05,0.19,-18.62,10.00,-11.38
397,-0.13,0.05,0.19,-17.44,11.56,-12.63
398,0.04,0.09,0.29,-17.44,11.56,-12.63
399,0.04,0.09,0.29,-17.37,13.13,-13.56
400,-0.15,-0.02,0.58,-17.37,13.13,-13.56
401,-0.15,-0.02,0.58,-17.37,13.13,-13.56
402,-0.17,0.10,0.66,-17.37,13.13,-13.56
403,-0.17,0.10,0.66,-14.88,15.38,-15.63
404,0.02,0.66,0.23,-14.88,15.38,-15.63
405,0.02,0.66,0.23,-15.13,17.62,-15.63
406,-0.61,-0.24,0.43,-15.13,17.62,-15.63
407,-0.61,-0.24,0.43,-13.81,20.56,-18.31
408,0.02,0.26,0.27,-13.81,20.56,-18.31
409,0.02,0.26,0.27,-13.19,18.37,-16.69
410,0.54,0.61,0.18,-13.19,18.37,-16.69
411,0.54,0.61,0.18,-12.56,18.25,-17.87
412,-0.24,0.03,0.15,-12.56,18.25,-17.87
413,-0.24,0.03,0.15,-11.56,20.87,-20.31
414,-0.09,0.11,0.04,-11.56,20.87,-20.31
415,-0.09,0.11,0.04,-9.13,21.87,-21.50
416,-0.02,0.07,-0.05,-9.13,21.87,-21.50
417,-0.02,0.07,-0.05,-9.56,22.75,-21.75
418,-0.04,-0.04,-0.07,-9.56,22.75,-21.75
419,-0.04,-0.04,-0.07,-8.69,22.56,-20.19
420,0.11,-0.02,-0.08,-8.69,22.56,-20.19
421,0.11,-0.02,-0.08,-8.63,21.50,-20.94
422,-0.01,-0.12,-0.11,-8.63,21.50,-20.94
423,-0.01,-0.12,-0.11,-7.31,22.37,-20.87
424,-0.22,-0.18,-0.21,-7.31,22.37,-20.87
425,-0.22,-0.18,-0.21,-6.94,21.12,-18.44
426,-0.13,-0.35,-0.20,-6.94,21.12,-18.44
427,-0.13,-0.35,-0.20,-6.69,22.06,-18.69
428,0.27,-0.41,-0.67,-6.69,22.06,-18.69
429,0.27,-0.41,-0.67,-7.31,22.37,-17.12
430,0.96,-0.16,-0.37,-7.31,22.37,-17.12
431,0.96,-0.16,-0.37,-6.50,22.50,-17.81
432,-0.43,-0.94,-0.12,-6.50,22.50,-17.81
433,-0.43,-0.94,-0.12,-6.75,22.19,-17.69
434,0.15,-0.08,-0.18,-6.75,22.19,-17.69
435,0.15,-0.08,-0.18,-7.00,22.06,-14.94
436,-0.08,-0.18,0.04,-7.00,22.06,-14.94
437,-0.08,-0.18,0.04,-6.31,23.06,-16.37
438,-0.02,-0.00,-0.01,-6.31,23.06,-16.37
439,-0.02,-0.00,-0.01,-5.50,22.69,-13.69
440,0.03,0.08,0.05,-5.50,22.69,-13.69
441,0.03,0.08,0.05,-5.50,21.81,-13.50
442,0.17,0.19,-0.07,-5.50,21.81,-13.50
443,0.17,0.19,-0.07,-4.19,22.19,-13.81
444,-0.01,0.12,0.01,-4.19,22.19,-13.81
445,-0.01,0.12,0.01,-3.69,22.37,-13.38
446,-0.04,0.21,0.04,-3.69,22.37,-13.38
447,-0.04,0.21,0.04,-2.69,23.12,-12.63
448,0.10,0.33,0.14,-2.69,23.12,-12.63
449,0.10,0.33,0.14,-1.44,20.37,-11.56
450,0.08,0.17,0.43,-1.44,20.37,-11.56
451,0.08,0.17,0.43,-0.44,20.94,-11.38
452,-0.24,0.28,0.27,-0.44,20.94,-11.38
453,-0.24,0.28,0.27,0.00,18.12,-9.69
454,-0.31,0.96,-0.16,0.00,18.12,-9.69
455,-0.31,0.96,-0.16,1.37,20.37,-7.81
456,-0.41,0.02,0.59,1.37,20.37,-7.81
457,-0.41,0.02,0.59,1.62,20.94,-7.44
458,-0.12,0.31,0.00,1.62,20.94,-7.44
459,-0.20,0.18,0.39,1.62,20.94,-7.44
460,-0.07,-0.11,0.20,1.62,20.94,-7.44
461,-0.07,-0.11,0.20,-0.25,-11.06,18.06
462,0.49,-0.33,-0.32,-0.25,-11.06,18.06
463,0.14,-0.19,-0.13,-0.25,-11.06,18.06
464,0.02,0.15,,-0.25,-11.06,18.06
465,-0.22,0.50,0.58,-0.25,-11.06,18.06
466,-0.95,2.05,1.60,-0.25,-11.06,18.06
467,-0.27,0.21,0.26,-0.25,-11.06,18.06
468,0.08,0.03,-0.09,-0.25,-11.06,18.06
469,0.08,0.03,-0.09,3.00,-4.00,29.50
470,0.11,-0.01,-0.09,3.00,-4.00,29.50
471,0.11,-0.01,-0.09,3.00,-8.44,32.88
472,0.22,-0.10,-0.18,3.00,-8.44,32.88
473,0.10,-0.24,-0.17,3.00,-8.44,32.88
474,0.10,-0.24,-0.17,3.69,-8.13,34.31
475,-0.08,-0.47,-0.03,3.69,-8.13,34.31
476,-0.08,-0.47,-0.03,3.56,-7.00,32.38
477,0.26,-0.33,-0.42,3.56,-7.00,32.38
478,0.26,-0.33,-0.42,3.12,-9.00,34.63
479,0.47,-0.26,-0.34,3.12,-9.00,34.63
480,0.47,-0.26,-0.34,2.62,-7.12,37.44
481,-0.07,-0.41,-0.11,2.62,-7.12,37.44
482,-0.07,-0.41,-0.11,3.94,-8.13,38.00
