,Xg,Yg,Zg,Xm,Ym,Zm
54,-0.08,0.42,-2.65,-20.50,14.25,-3.50
55,-0.29,-0.69,-2.84,-20.50,14.25,-3.50
56,-0.29,-0.69,-2.84,-21.62,10.63,-1.56
57,-0.90,-0.16,-2.58,-21.62,10.63,-1.56
58,-0.90,-0.16,-2.58,-21.62,9.13,0.75
59,-1.08,-0.19,-0.21,-21.62,9.13,0.75
60,-1.08,-0.19,-0.21,-21.25,8.38,-1.12
61,0.74,1.97,-2.79,-21.25,8.38,-1.12
62,0.74,1.97,-2.79,-19.37,4.75,-1.94
63,0.17,0.80,-2.85,-19.37,4.75,-1.94
64,0.17,0.80,-2.85,-17.94,3.25,-3.87
65,-0.54,-0.64,-2.12,-17.94,3.25,-3.87
66,-0.54,-0.64,-2.12,-17.19,1.44,-4.31
67,-0.20,-1.15,-2.35,-17.19,1.44,-4.31
68,-0.20,-1.15,-2.35,-17.19,0.00,-3.50
69,-0.79,-0.76,-2.07,-17.19,0.00,-3.50
70,-0.79,-0.76,-2.07,-17.56,-2.87,-2.75
71,0.11,0.96,-1.99,-17.56,-2.87,-2.75
72,0.11,0.96,-1.99,-17.56,-2.87,-2.75
73,-0.31,0.66,-1.53,-17.56,-2.87,-2.75
74,-0.31,0.66,-1.53,-14.63,-4.37,-2.75
75,-0.28,0.09,-2.04,-14.63,-4.37,-2.75
76,-0.28,0.09,-2.04,-13.88,-4.37,-3.12
77,-0.21,-0.20,-2.15,-13.88,-4.37,-3.12
78,-0.21,-0.20,-2.15,-12.81,-6.19,-3.50
79,-0.62,-1.10,-1.92,-12.81,-6.19,-3.50
80,-0.62,-1.10,-1.92,-12.06,-7.31,-1.94
81,0.22,0.93,-1.86,-12.06,-7.31,-1.94
82,0.22,0.93,-1.86,-10.63,-7.69,-2.75
83,0.06,0.92,-1.54,-10.63,-7.69,-2.75
84,0.06,0.92,-1.54,-10.63,-8.38,-2.75
85,-0.11,0.27,-1.67,-10.63,-8.38,-2.75
86,-0.11,0.27,-1.67,-8.06,-8.75,-3.12
87,-0.19,0.55,-2.22,-8.06,-8.75,-3.12
88,-0.19,0.55,-2.22,-5.81,-9.88,-3.12
89,-0.62,-0.21,-1.90,-5.81,-9.88,-3.12
90,-0.62,-0.21,-1.90,-4.75,-9.13,-2.75
91,-0.14,0.47,-2.31,-4.75,-9.13,-2.75
92,-0.12,0.44,-2.41,-4.75,-9.13,-2.75
93,-0.12,0.44,-2.41,-0.69,-10.63,-3.50
94,-0.13,0.38,-2.54,-0.69,-10.63,-3.50
95,-0.13,0.38,-2.54,1.81,-11.00,-4.31
96,-0.47,-0.17,-2.45,1.81,-11.00,-4.31
97,-0.47,-0.17,-2.45,5.12,-9.50,-2.31
98,-0.58,0.26,-2.82,5.12,-9.50,-2.31
99,-0.64,-0.51,-2.03,5.12,-9.50,-2.31
100,-0.64,-0.51,-2.03,8.38,-8.06,-4.69
101,-0.05,0.19,-2.06,8.38,-8.06,-4.69
102,-0.05,0.19,-2.06,9.88,-6.56,-5.50
103,-0.31,0.40,-2.11,9.88,-6.56,-5.50
104,-0.31,0.40,-2.11,11.31,-5.81,-5.06
105,-0.72,0.05,-2.18,11.31,-5.81,-5.06
106,0.68,0.38,-1.70,11.31,-5.81,-5.06
107,-0.72,-0.58,-1.84,19.75,8.06,-5.06
108,-0.72,-0.58,-1.84,17.94,8.38,-5.06
109,-0.77,0.81,-2.23,17.94,8.38,-5.06
110,0.31,1.02,-2.19,17.94,8.38,-5.06
111,0.31,1.02,-2.19,-13.19,25.62,-2.31
112,0.06,0.78,-2.05,-13.19,25.62,-2.31
113,0.06,0.78,-2.05,-13.56,23.06,-2.75
114,0.11,0.42,-2.77,-13.56,23.06,-2.75
115,0.11,0.42,-2.77,-16.12,23.06,-2.31
116,0.20,-0.56,-2.67,-16.12,23.06,-2.31
117,0.20,-0.56,-2.67,-17.56,19.37,-2.31
118,-0.37,-0.10,-2.45,-17.56,19.37,-2.31
119,-0.37,-0.10,-2.45,-18.69,17.19,-0.75
120,0.08,0.89,-2.49,-18.69,17.19,-0.75
121,0.08,0.89,-2.49,-20.12,15.75,-1.12
122,0.07,0.82,-2.63,-20.12,15.75,-1.12
123,0.17,0.02,-2.14,-20.12,15.75,-1.12
124,-0.17,0.37,-1.89,-20.12,15.75,-1.12
125,-0.25,0.95,-1.64,-20.12,15.75,-1.12
126,0.11,0.55,-2.55,-20.12,15.75,-1.12
127,-0.17,-0.11,-2.24,-20.12,15.75,-1.12
128,-0.14,0.50,-1.88,-20.12,15.75,-1.12
129,-0.22,-0.83,-2.36,-20.12,15.75,-1.12
130,0.23,0.48,-2.70,-20.12,15.75,-1.12
131,-0.06,-0.17,-2.00,-20.12,15.75,-1.12
132,-0.06,-0.17,-2.00,-3.62,-10.94,0.37
133,-0.36,-0.25,-2.20,-3.62,-10.94,0.37
134,-0.36,-0.25,-2.20,-3.62,-12.06,-1.12
135,-0.59,-0.34,-2.01,-3.62,-12.06,-1.12
136,-0.59,-0.34,-2.01,-1.81,-11.69,-1.56
137,-0.13,-0.04,-2.55,-1.81,-11.69,-1.56
138,-0.37,-0.07,-2.15,-1.81,-11.69,-1.56
139,-0.37,-0.07,-2.15,7.69,-10.25,-2.69
140,-0.09,-0.20,-2.16,7.69,-10.25,-2.69
141,-0.09,-0.20,-2.16,8.75,-9.13,-3.87
142,-0.75,-0.51,-1.60,8.75,-9.13,-3.87
143,-0.75,-0.51,-1.60,10.94,-8.75,-3.50
144,-0.71,-0.50,-1.46,10.94,-8.75,-3.50
145,-0.71,-0.50,-1.46,11.69,-6.56,-3.87
146,-0.21,-0.47,-1.29,11.69,-6.56,-3.87
147,-0.21,-0.47,-1.29,12.06,-4.75,-5.06
148,-0.01,-0.02,-2.19,12.06,-4.75,-5.06
149,-0.01,-0.02,-2.19,12.44,-4.00,-5.06
150,-0.57,-0.32,-1.35,12.44,-4.00,-5.06
151,-0.57,-0.32,-1.35,14.63,-2.87,-5.81
152,-0.21,-0.04,-1.66,14.63,-2.87,-5.81
153,-0.21,-0.04,-1.66,15.00,-1.81,-6.62
154,0.05,0.01,-1.33,15.00,-1.81,-6.62
155,0.05,0.01,-1.33,15.38,-0.31,-4.69
156,0.22,0.13,-1.46,15.38,-0.31,-4.69
157,0.22,0.13,-1.46,15.75,1.44,-5.81
158,0.12,-0.07,-0.82,15.75,1.44,-5.81
159,0.12,-0.07,-0.82,17.19,1.81,-4.25
160,0.06,-0.11,-0.92,17.19,1.81,-4.25
161,0.06,-0.11,-0.92,16.06,3.62,-6.25
162,-0.04,-0.17,-0.16,16.06,3.62,-6.25
163,-0.04,-0.17,-0.16,17.56,3.62,-5.81
164,0.21,-0.00,-0.11,17.56,3.62,-5.81
165,0.21,-0.00,-0.11,16.44,2.87,-5.81
166,0.27,0.16,-0.02,16.44,2.87,-5.81
167,0.27,0.16,-0.02,16.81,4.00,-5.44
168,-0.14,-0.03,0.46,16.81,4.00,-5.44
169,-0.14,-0.03,0.46,17.56,2.87,-5.44
170,-0.16,0.10,0.30,17.56,2.87,-5.44
171,-0.16,0.10,0.30,16.44,3.62,-5.44
172,0.02,0.10,0.72,16.44,3.62,-5.44
173,0.02,0.10,0.72,17.56,3.62,-6.62
174,0.11,0.14,0.82,17.56,3.62,-6.62
175,0.11,0.14,0.82,16.06,2.19,-6.25
176,0.05,0.13,0.97,16.06,2.19,-6.25
177,0.05,0.13,0.97,17.94,0.69,-5.44
178,-0.17,0.04,1.11,17.94,0.69,-5.44
179,0.00,-0.13,0.40,17.94,0.69,-5.44
180,0.00,-0.11,0.28,17.94,0.69,-5.44
181,0.00,-0.11,0.28,11.69,-5.12,-4.25
182,-0.04,-0.10,0.33,11.69,-5.12,-4.25
183,-0.04,-0.10,0.33,12.44,-4.75,-5.81
184,-0.05,0.05,0.06,12.44,-4.75,-5.81
185,-0.05,0.05,0.06,11.69,-4.75,-3.87
186,-0.01,0.00,0.09,11.69,-4.75,-3.87
187,-0.01,0.00,0.09,9.88,-5.12,-5.44
188,-0.00,0.02,0.29,9.88,-5.12,-5.44
189,-0.00,0.02,0.29,10.63,-4.75,-5.81
190,0.27,0.20,-0.27,10.63,-4.75,-5.81
191,0.27,0.20,-0.27,10.63,-5.81,-3.12
192,0.02,0.07,-0.23,10.63,-5.81,-3.12
193,0.02,0.07,-0.23,10.94,-5.12,-4.25
194,0.02,0.10,-0.31,10.94,-5.12,-4.25
195,0.02,0.10,-0.31,11.69,-5.12,-3.87
196,0.14,0.10,-0.21,11.69,-5.12,-3.87
197,0.14,0.10,-0.21,12.06,-5.12,-5.44
198,0.08,0.06,-0.03,12.06,-5.12,-5.44
199,0.08,0.06,-0.03,12.06,-4.37,-4.25
200,0.05,0.11,-0.06,12.06,-4.37,-4.25
201,0.05,0.11,-0.06,11.69,-4.75,-3.12
202,0.02,-0.02,0.12,11.69,-4.75,-3.12
203,0.02,-0.02,0.12,11.31,-5.81,-4.69
204,-0.02,-0.05,0.19,11.31,-5.81,-4.69
205,-0.02,-0.05,0.19,11.69,-5.44,-3.50
206,-0.01,-0.11,0.31,11.69,-5.44,-3.50
207,-0.01,-0.11,0.31,12.44,-4.00,-4.69
208,0.00,0.01,0.14,12.44,-4.00,-4.69
209,0.00,0.01,0.14,11.69,-5.44,-4.25
210,0.08,0.07,-0.04,11.69,-5.44,-4.25
211,0.08,0.07,-0.04,10.25,-5.81,-4.25
212,-0.06,-0.02,0.15,10.25,-5.81,-4.25
213,-0.06,-0.02,0.15,11.31,-5.44,-4.25
214,-0.03,-0.02,0.14,11.31,-5.44,-4.25
215,-0.03,-0.02,0.14,11.69,-5.81,-4.25
216,-0.06,0.07,0.22,11.69,-5.81,-4.25
217,-0.06,0.07,0.22,12.06,-5.44,-5.06
218,0.07,0.12,0.17,12.06,-5.44,-5.06
219,0.07,0.12,0.17,11.69,-5.44,-4.69
220,0.13,0.07,0.23,11.69,-5.44,-4.69
221,0.13,0.07,0.23,10.94,-5.81,-3.50
222,0.07,0.03,0.23,10.94,-5.81,-3.50
223,0.07,0.03,0.23,11.69,-5.44,-3.87
224,-0.12,-0.02,0.30,11.69,-5.44,-3.87
225,-0.12,-0.02,0.30,10.25,-5.81,-4.25
226,0.02,0.12,0.04,10.25,-5.81,-4.25
227,0.02,0.12,0.04,11.69,-6.19,-3.87
228,0.12,-0.06,0.34,11.69,-6.19,-3.87
229,0.12,-0.06,0.34,10.25,-6.19,-5.44
230,0.08,0.01,0.16,10.25,-6.19,-5.44
231,0.08,0.01,0.16,9.50,-7.31,-3.12
232,-0.06,0.00,0.09,9.50,-7.31,-3.12
233,-0.06,0.00,0.09,10.25,-6.94,-2.69
234,0.07,0.05,0.11,10.25,-6.94,-2.69
235,0.07,0.05,0.11,10.63,-6.94,-2.69
236,0.06,0.01,0.25,10.63,-6.94,-2.69
237,0.06,0.01,0.25,10.25,-7.31,-3.50
238,-0.05,-0.09,0.40,10.25,-7.31,-3.50
239,-0.05,-0.09,0.40,9.13,-6.94,-3.12
240,0.04,0.04,0.22,9.13,-6.94,-3.12
241,0.04,0.04,0.22,9.88,-6.94,-2.69
242,0.09,0.08,0.22,9.88,-6.94,-2.69
243,0.09,0.08,0.22,8.38,-7.69,-3.87
244,0.03,0.01,0.37,8.38,-7.69,-3.87
245,0.03,0.01,0.37,8.38,-7.69,-2.69
246,0.09,-0.03,0.34,8.38,-7.69,-2.69
247,0.09,-0.03,0.34,10.25,-6.19,-3.87
248,0.13,-0.07,0.43,10.25,-6.19,-3.87
249,0.13,-0.07,0.43,8.00,-7.31,-3.87
250,0.13,-0.04,0.47,8.00,-7.31,-3.87
251,0.13,-0.04,0.47,7.69,-8.00,-3.87
252,0.04,-0.19,0.77,7.69,-8.00,-3.87
253,0.04,-0.19,0.77,7.69,-8.75,-3.50
254,0.04,0.28,0.41,7.69,-8.75,-3.50
255,0.04,0.28,0.41,6.94,-8.38,-3.12
256,0.28,0.24,0.46,6.94,-8.38,-3.12
257,0.28,0.24,0.46,6.56,-8.38,-4.25
258,-0.18,-0.25,1.18,6.56,-8.38,-4.25
259,-0.18,-0.25,1.18,5.81,-10.25,-3.50
260,0.09,0.07,0.66,5.81,-10.25,-3.50
261,0.09,0.07,0.66,5.44,-9.50,-2.69
262,0.09,-0.00,0.58,5.44,-9.50,-2.69
263,0.09,-0.00,0.58,4.00,-9.50,-2.69
264,-0.10,0.08,0.63,4.00,-9.50,-2.69
265,-0.10,0.08,0.63,3.62,-9.88,-3.50
266,-0.21,0.00,0.61,3.62,-9.88,-3.50
267,-0.21,0.00,0.61,3.25,-9.88,-3.87
268,-0.21,-0.01,0.50,3.25,-9.88,-3.87
269,-0.21,-0.01,0.50,2.19,-9.88,-6.62
270,-0.14,0.03,0.17,2.19,-9.88,-6.62
271,-0.14,0.03,0.17,2.19,-9.88,-5.44
272,-0.06,0.10,-0.10,2.19,-9.88,-5.44
273,-0.06,0.10,-0.10,1.81,-8.75,-7.37
274,0.08,0.06,-0.26,1.81,-8.75,-7.37
275,0.08,0.06,-0.26,2.87,-8.75,-5.06
276,0.12,-0.01,-0.18,2.87,-8.75,-5.06
277,0.12,-0.01,-0.18,2.87,-9.50,-2.69
278,0.06,-0.02,-0.32,2.87,-9.50,-2.69
279,0.06,-0.02,-0.32,3.62,-9.13,-3.12
280,-0.02,0.19,-0.50,3.62,-9.13,-3.12
281,-0.02,0.19,-0.50,4.00,-9.50,-6.62
282,0.14,-0.35,0.04,4.00,-9.50,-6.62
283,0.14,-0.35,0.04,6.19,-8.38,-4.25
284,0.06,-0.15,-0.18,6.19,-8.38,-4.25
285,0.06,-0.15,-0.18,5.81,-9.13,-3.12
286,-0.07,-0.13,-0.05,5.81,-9.13,-3.12
287,-0.07,-0.13,-0.05,5.12,-8.38,-4.69
288,-0.00,-0.08,0.02,5.12,-8.38,-4.69
289,-0.00,-0.08,0.02,5.81,-8.75,-3.12
290,-0.04,-0.16,0.24,5.81,-8.75,-3.12
291,-0.04,-0.16,0.24,4.00,-8.75,-3.50
292,-0.04,-0.16,0.41,4.00,-8.75,-3.50
293,-0.04,-0.16,0.41,4.37,-8.75,-2.69
294,0.16,0.05,0.07,4.37,-8.75,-2.69
295,0.16,0.05,0.07,4.75,-7.69,-3.87
296,0.03,0.06,-0.08,4.75,-7.69,-3.87
297,0.03,0.06,-0.08,5.44,-8.00,-4.25
298,-0.17,0.05,-0.16,5.44,-8.00,-4.25
299,-0.17,0.05,-0.16,4.37,-7.69,-4.25
300,-0.13,-0.03,0.01,4.37,-7.69,-4.25
301,-0.13,-0.03,0.01,5.44,-8.75,-3.12
302,0.10,0.04,0.03,5.44,-8.75,-3.12
303,0.10,0.04,0.03,5.81,-8.75,-3.12
304,0.07,0.03,0.04,5.81,-8.75,-3.12
305,0.07,0.03,0.04,5.44,-7.69,-4.69
306,0.03,0.09,-0.01,5.44,-7.69,-4.69
307,0.03,0.09,-0.01,5.12,-7.69,-3.87
308,0.06,-0.00,0.15,5.12,-7.69,-3.87
309,0.06,-0.00,0.15,5.44,-7.69,-3.12
310,0.17,0.07,0.16,5.44,-7.69,-3.12
311,0.17,0.07,0.16,6.19,-8.00,-2.69
312,0.14,-0.07,0.35,6.19,-8.00,-2.69
313,0.14,-0.07,0.35,4.37,-8.75,-3.87
314,0.16,-0.01,0.24,4.37,-8.75,-3.87
315,0.16,-0.01,0.24,5.81,-8.00,-4.69
316,0.10,-0.08,0.16,5.81,-8.00,-4.69
317,0.10,-0.08,0.16,3.25,-9.50,-3.87
318,0.16,-0.12,0.39,3.25,-9.50,-3.87
319,0.16,-0.12,0.39,3.62,-10.94,-3.50
320,0.23,0.12,-0.05,3.62,-10.94,-3.50
321,0.23,0.12,-0.05,4.00,-9.50,-2.69
322,0.08,0.04,0.07,4.00,-9.50,-2.69
323,0.08,0.04,0.07,4.37,-8.75,-3.50
324,0.00,0.08,-0.07,4.37,-8.75,-3.50
325,0.00,0.08,-0.07,4.75,-10.25,-2.69
326,0.13,0.10,0.10,4.75,-10.25,-2.69
327,0.13,0.10,0.10,4.37,-10.63,-3.12
328,0.16,0.05,0.25,4.37,-10.63,-3.12
329,0.16,0.05,0.25,4.37,-9.88,-3.50
330,0.11,0.03,0.16,4.37,-9.88,-3.50
331,0.11,0.03,0.16,4.00,-9.88,-3.87
332,0.20,0.07,0.16,4.00,-9.88,-3.87
333,0.20,0.07,0.16,5.12,-10.25,-3.50
334,0.23,-0.04,0.21,5.12,-10.25,-3.50
335,0.23,-0.04,0.21,3.25,-9.13,-1.56
336,0.06,-0.12,0.25,3.25,-9.13,-1.56
337,0.06,-0.12,0.25,4.37,-10.63,-2.31
338,0.24,-0.00,0.06,4.37,-10.63,-2.31
339,0.24,-0.00,0.06,4.00,-11.31,-5.44
340,-0.08,0.13,0.03,4.00,-11.31,-5.44
341,-0.08,0.13,0.03,4.00,-10.94,-1.12
342,0.26,0.16,0.00,4.00,-10.94,-1.12
343,0.26,0.16,0.00,2.56,-9.88,-1.12
344,0.61,0.07,0.19,2.56,-9.88,-1.12
345,0.23,0.07,0.83,2.56,-9.88,-1.12
346,0.23,0.07,0.83,2.56,-11.31,-4.25
347,-0.22,0.21,0.97,2.56,-11.31,-4.25
348,-0.22,0.21,0.97,0.69,-12.81,-1.56
349,-0.30,-0.07,0.76,0.69,-12.81,-1.56
350,-0.30,-0.07,0.76,0.69,-10.94,-1.12
351,-0.86,-0.17,0.51,0.69,-10.94,-1.12
352,-0.86,-0.17,0.51,0.00,-11.69,-1.94
353,-0.49,0.01,0.20,0.00,-11.69,-1.94
354,-0.49,0.01,0.20,0.00,-10.63,-3.12
355,0.37,0.41,-0.04,0.00,-10.63,-3.12
356,0.37,0.41,-0.04,0.31,-10.25,-3.12
357,0.24,-0.05,-0.01,0.31,-10.25,-3.12
358,0.24,-0.05,-0.01,-0.31,-10.63,-3.87
359,-0.28,-0.65,0.00,-0.31,-10.63,-3.87
360,-0.28,-0.65,0.00,0.31,-10.63,-3.12
361,-0.38,-0.37,-0.05,0.31,-10.63,-3.12
362,-0.38,-0.37,-0.05,-0.69,-10.25,-3.50
363,0.23,0.01,-0.11,-0.69,-10.25,-3.50
364,0.23,0.01,-0.11,-1.06,-9.50,-3.12
365,0.37,0.34,-0.23,-1.06,-9.50,-3.12
366,0.37,0.34,-0.23,-1.06,-10.63,-3.50
367,0.17,0.24,-0.21,-1.06,-10.63,-3.50
368,0.17,0.24,-0.21,0.31,-10.63,-2.69
369,-0.11,-0.01,-0.02,0.31,-10.63,-2.69
370,-0.11,-0.01,-0.02,-0.31,-10.94,-2.31
371,0.03,-0.01,-0.07,-0.31,-10.94,-2.31
372,0.03,-0.01,-0.07,-0.31,-10.25,-3.50
373,0.19,-0.01,-0.18,-0.31,-10.25,-3.50
374,0.19,-0.01,-0.18,0.31,-10.94,-2.69
375,-0.07,0.04,-0.08,0.31,-10.94,-2.69
376,-0.07,0.04,-0.08,0.31,-10.25,-2.31
377,-0.04,-0.10,-0.01,0.31,-10.25,-2.31
378,-0.04,-0.10,-0.01,0.69,-10.25,-3.12
379,-0.04,-0.13,-0.19,0.69,-10.25,-3.12
380,-0.04,-0.13,-0.19,1.06,-10.25,-2.69
381,-0.11,-0.04,-0.13,1.06,-10.25,-2.69
382,-0.11,-0.04,-0.13,1.06,-10.25,-2.69
383,-0.23,-0.30,0.11,1.06,-10.25,-2.69
384,-0.23,-0.30,0.11,-0.31,-10.63,-2.31
385,-0.16,-0.29,0.21,-0.31,-10.63,-2.31
386,-0.16,-0.29,0.21,0.00,-10.63,-3.87
387,-0.25,-0.25,-0.09,0.00,-10.63,-3.87
388,-0.25,-0.25,-0.09,-0.31,-8.75,-3.87
389,-0.12,-0.11,-0.04,-0.31,-8.75,-3.87
390,-0.12,-0.11,-0.04,0.00,-10.63,-3.87
391,-0.01,-0.15,0.05,0.00,-10.63,-3.87
392,-0.01,-0.15,0.05,-1.06,-10.25,-3.12
393,0.00,0.02,0.01,-1.06,-10.25,-3.12
394,0.00,0.02,0.01,-0.69,-10.63,-4.25
395,0.06,0.03,-0.07,-0.69,-10.63,-4.25
396,0.06,0.03,-0.07,0.00,-10.25,-4.69
397,0.05,-0.00,-0.18,0.00,-10.25,-4.69
398,0.05,-0.00,-0.18,-1.44,-10.94,-2.69
399,-0.15,-0.19,-0.01,-1.44,-10.94,-2.69
400,-0.15,-0.19,-0.01,-1.81,-9.50,-3.50
401,-0.24,-0.29,0.01,-1.81,-9.50,-3.50
402,-0.24,-0.29,0.01,-2.19,-9.88,-5.06
403,-0.07,-0.02,-0.27,-2.19,-9.88,-5.06
404,-0.07,-0.02,-0.27,-0.31,-9.50,-4.25
405,0.03,0.00,-0.05,-0.31,-9.50,-4.25
406,0.03,0.00,-0.05,0.00,-9.88,-3.87
407,0.08,0.09,-0.04,0.00,-9.88,-3.87
408,0.08,0.09,-0.04,-0.69,-9.50,-4.69
409,0.17,0.03,0.16,-0.69,-9.50,-4.69
410,0.17,0.03,0.16,-1.06,-9.13,-4.25
411,0.09,0.15,-0.11,-1.06,-9.13,-4.25
412,0.09,0.15,-0.11,-0.31,-9.88,-3.12
413,-0.05,-0.05,0.17,-0.31,-9.88,-3.12
414,-0.05,-0.05,0.17,-0.69,-9.88,-3.50
415,-0.02,0.18,-0.23,-0.69,-9.88,-3.50
416,-0.02,0.18,-0.23,0.31,-10.25,-3.50
417,0.03,-0.06,0.11,0.31,-10.25,-3.50
418,0.03,-0.06,0.11,0.00,-8.75,-3.12
419,-0.10,0.01,-0.11,0.00,-8.75,-3.12
420,-0.10,0.01,-0.11,-0.31,-10.63,-3.50
421,-0.12,-0.14,0.12,-0.31,-10.63,-3.50
422,-0.12,-0.14,0.12,-0.31,-9.50,-4.25
423,-0.37,0.01,-0.49,-0.31,-9.50,-4.25
424,-0.37,0.01,-0.49,-0.69,-9.50,-3.50
425,-0.44,-0.03,-0.15,-0.69,-9.50,-3.50
426,-0.44,-0.03,-0.15,0.31,-8.75,-3.50
427,-0.26,-0.03,-0.10,0.31,-8.75,-3.50
428,-0.26,-0.03,-0.10,-0.69,-8.75,-4.69
429,-0.07,0.03,0.04,-0.69,-8.75,-4.69
430,-0.07,0.03,0.04,-0.69,-8.38,-4.69
431,0.62,0.33,-0.40,-0.69,-8.38,-4.69
432,0.62,0.33,-0.40,-0.69,-9.13,-3.87
433,-0.06,-0.16,0.02,-0.69,-9.13,-3.87
434,-0.06,-0.16,0.02,-0.31,-9.13,-3.50
435,0.07,0.04,-0.30,-0.31,-9.13,-3.50
436,0.07,0.04,-0.30,0.31,-9.88,-3.87
437,-0.09,-0.17,0.05,0.31,-9.88,-3.87
438,-0.09,-0.17,0.05,0.00,-9.50,-4.25
439,0.03,0.03,-0.03,0.00,-9.50,-4.25
440,0.03,0.03,-0.03,-1.06,-9.88,-3.50
441,0.05,0.03,0.07,-1.06,-9.88,-3.50
442,0.05,0.03,0.07,0.69,-9.50,-3.12
443,0.04,0.06,0.06,0.69,-9.50,-3.12
444,0.04,0.06,0.06,0.00,-9.50,-4.69
445,-0.15,0.00,0.26,0.00,-9.50,-4.69
446,-0.15,0.00,0.26,0.31,-9.50,-3.87
447,-0.02,0.11,0.13,0.31,-9.50,-3.87
448,-0.02,0.11,0.13,-0.31,-9.13,-4.69
449,-0.02,0.13,0.18,-0.31,-9.13,-4.69
450,-0.02,0.13,0.18,-1.06,-9.13,-2.69
451,-0.09,0.16,0.31,-1.06,-9.13,-2.69
452,-0.09,0.16,0.31,-0.31,-8.38,-4.25
453,-0.04,0.34,0.09,-0.31,-8.38,-4.25
454,-0.04,0.34,0.09,0.31,-9.13,-4.25
455,-0.29,0.04,0.24,0.31,-9.13,-4.25
456,-0.29,0.04,0.24,0.00,-8.00,-4.25
457,-0.28,0.16,0.06,0.00,-8.00,-4.25
458,-0.28,0.16,0.06,-0.31,-8.38,-3.50
459,0.07,0.16,-0.03,-0.31,-8.38,-3.50
460,0.07,0.16,-0.03,-0.31,-8.75,-4.69
461,0.10,0.04,0.09,-0.31,-8.75,-4.69
462,0.10,0.04,0.09,0.00,-8.38,-4.69
463,0.01,0.18,-0.11,0.00,-8.38,-4.69
464,0.01,0.18,-0.11,0.00,-8.06,-4.25
465,-0.03,0.08,-0.03,0.00,-8.06,-4.25
466,-0.03,0.08,-0.03,0.00,-8.75,-3.50
467,-0.01,0.12,0.02,0.00,-8.75,-3.50
468,-0.01,0.12,0.02,0.00,-9.13,-4.69
469,0.10,0.17,-0.07,0.00,-9.13,-4.69
470,0.10,0.17,-0.07,1.44,-9.88,-3.87
