,Xg,Yg,Zg,Xm,Ym,Zm
54,0.24,0.20,0.31,10.13,18.81,1.31
55,0.24,0.20,0.31,9.06,15.38,1.25
56,0.02,-0.29,1.38,9.06,15.38,1.25
57,0.02,-0.29,1.38,10.44,15.38,1.06
58,-0.28,-1.50,1.79,10.44,15.38,1.06
59,-0.28,-1.50,1.79,10.69,16.50,1.31
60,-0.79,-1.74,2.73,10.69,16.50,1.31
61,-0.79,-1.74,2.73,10.06,14.25,-0.75
62,-0.24,-0.36,3.02,10.06,14.25,-0.75
63,-0.24,-0.36,3.02,9.94,12.69,0.31
64,0.30,0.77,3.14,9.94,12.69,0.31
65,0.30,0.77,3.14,10.38,9.63,2.06
66,1.38,0.73,3.10,10.38,9.63,2.06
67,1.38,0.73,3.10,11.94,7.37,1.94
68,1.17,0.01,2.81,11.94,7.37,1.94
69,1.17,0.01,2.81,11.88,4.69,2.62
70,1.07,-0.44,1.98,11.88,4.69,2.62
71,1.07,-0.44,1.98,9.56,0.06,5.25
72,0.23,-0.34,1.01,9.56,0.06,5.25
73,0.23,-0.34,1.01,9.56,-2.19,5.37
74,-0.08,-0.30,1.81,9.56,-2.19,5.37
75,-0.08,-0.30,1.81,8.38,-0.94,6.87
76,-0.74,0.58,1.15,8.38,-0.94,6.87
77,-0.74,0.58,1.15,7.06,-2.94,7.06
78,-0.78,0.56,1.09,7.06,-2.94,7.06
79,-0.78,0.56,1.09,7.56,-1.81,6.69
80,-0.85,0.99,0.76,7.56,-1.81,6.69
81,-0.85,0.99,0.76,6.81,-0.69,7.06
82,-0.09,1.14,0.99,6.81,-0.69,7.06
83,-0.09,1.14,0.99,7.94,-1.31,9.19
84,0.17,1.23,0.77,7.94,-1.31,9.19
85,0.17,1.23,0.77,8.13,-2.62,6.81
86,0.54,0.75,0.61,8.13,-2.62,6.81
87,0.54,0.75,0.61,6.94,-4.75,11.38
88,0.79,-0.01,0.04,6.94,-4.75,11.38
89,0.79,-0.01,0.04,8.44,-5.31,9.69
90,0.36,-0.86,-0.83,8.44,-5.31,9.69
91,0.36,-0.86,-0.83,7.75,-4.12,11.13
92,0.33,-1.28,-1.33,7.75,-4.12,11.13
93,0.33,-1.28,-1.33,8.06,-5.50,10.81
94,0.25,-0.40,-2.27,8.06,-5.50,10.81
95,0.25,-0.40,-2.27,9.06,-2.31,8.25
96,0.65,-1.07,-2.82,9.06,-2.31,8.25
97,0.65,-1.07,-2.82,9.44,-1.12,10.00
98,-1.08,-2.34,-2.13,9.44,-1.12,10.00
99,-1.08,-2.34,-2.13,10.06,0.56,5.69
100,-0.87,-1.20,-2.69,10.06,0.56,5.69
101,-0.87,-1.20,-2.69,10.25,1.81,3.12
102,-1.65,-0.40,-2.44,10.25,1.81,3.12
103,-1.65,-0.40,-2.44,9.88,5.19,1.19
104,-1.28,-0.13,-1.58,9.88,5.19,1.19
105,-1.28,-0.13,-1.58,9.50,9.38,-0.37
106,-1.14,0.52,-2.18,9.50,9.38,-0.37
107,-1.14,0.52,-2.18,9.44,10.75,0.31
108,-0.06,0.74,-1.89,9.44,10.75,0.31
109,-0.06,0.74,-1.89,9.56,14.56,-0.75
110,0.18,1.45,-1.43,9.56,14.56,-0.75
111,0.18,1.45,-1.43,9.56,15.13,-0.88
112,0.30,1.65,-1.73,9.56,15.13,-0.88
113,0.30,1.65,-1.73,10.44,15.69,1.00
114,0.61,1.06,-0.61,10.44,15.69,1.00
115,0.61,1.06,-0.61,11.31,15.50,0.37
116,0.33,0.79,0.34,11.31,15.50,0.37
117,0.33,0.79,0.34,11.56,14.50,3.37
118,0.80,0.62,0.78,11.56,14.50,3.37
119,0.80,0.62,0.78,12.75,16.37,2.06
120,0.15,-0.92,1.37,12.75,16.37,2.06
121,0.15,-0.92,1.37,12.19,15.25,1.94
122,-0.46,-2.47,1.14,12.19,15.25,1.94
123,-0.46,-2.47,1.14,11.44,11.69,1.37
124,-0.14,-2.96,2.32,11.44,11.69,1.37
125,-0.14,-2.96,2.32,10.38,11.25,-1.56
126,-0.35,-1.14,2.89,10.38,11.25,-1.56
127,-0.35,-1.14,2.89,8.31,10.50,-2.12
128,0.46,0.59,2.92,8.31,10.50,-2.12
129,0.46,0.59,2.92,8.75,6.31,-0.56
130,0.88,1.32,2.46,8.75,6.31,-0.56
131,0.88,1.32,2.46,8.81,5.37,1.81
132,1.47,1.27,2.01,8.81,5.37,1.81
133,1.47,1.27,2.01,8.94,5.12,3.50
134,1.47,1.32,1.54,8.94,5.12,3.50
135,1.47,1.32,1.54,9.81,0.06,5.25
136,1.09,0.85,1.43,9.81,0.06,5.25
137,1.09,0.85,1.43,9.50,-3.56,9.00
138,0.01,0.55,1.10,9.50,-3.56,9.00
139,0.01,0.55,1.10,8.81,-3.50,10.75
140,-0.82,0.57,0.65,8.81,-3.50,10.75
141,-0.82,0.57,0.65,8.88,-4.62,10.44
142,-0.76,0.49,0.85,8.88,-4.62,10.44
143,-0.76,0.49,0.85,9.06,-2.87,8.31
144,-1.06,0.86,0.45,9.06,-2.87,8.31
145,-1.06,0.86,0.45,8.81,-3.00,11.19
146,-0.76,0.51,0.81,8.81,-3.00,11.19
147,-0.76,0.51,0.81,8.50,-1.50,8.63
148,-0.39,0.49,0.24,8.50,-1.50,8.63
149,-0.39,0.49,0.24,8.69,-3.31,9.63
150,-0.00,-0.27,-0.37,8.69,-3.31,9.63
151,-0.00,-0.27,-0.37,9.00,-0.19,8.69
152,0.41,-1.39,-1.07,9.00,-0.19,8.69
153,0.41,-1.39,-1.07,9.38,-0.25,7.56
154,0.91,-1.87,-1.82,9.38,-0.25,7.56
155,0.91,-1.87,-1.82,8.94,-0.13,6.56
156,0.08,-1.61,-1.70,8.94,-0.13,6.56
157,0.08,-1.61,-1.70,8.13,-1.19,6.44
158,0.03,-1.15,-1.27,8.13,-1.19,6.44
159,0.03,-1.15,-1.27,9.25,0.37,3.06
160,-0.83,-0.13,-2.20,9.25,0.37,3.06
161,-0.83,-0.13,-2.20,9.13,1.94,4.31
162,-0.98,-0.23,-3.00,9.13,1.94,4.31
163,-0.98,-0.23,-3.00,9.94,6.94,0.69
164,-1.29,-0.67,-2.70,9.94,6.94,0.69
165,-1.29,-0.67,-2.70,10.13,9.88,-1.75
166,-0.97,-0.33,-1.78,10.13,9.88,-1.75
167,-0.97,-0.33,-1.78,9.69,10.25,-2.31
168,-0.93,1.12,-2.06,9.69,10.25,-2.31
169,-0.93,1.12,-2.06,8.81,13.00,-1.75
170,-0.63,1.43,-1.58,8.81,13.00,-1.75
171,-0.63,1.43,-1.58,9.63,15.50,-1.50
172,0.05,1.07,-1.28,9.63,15.50,-1.50
173,0.05,1.07,-1.28,9.56,15.31,1.81
174,0.80,0.50,-0.17,9.56,15.31,1.81
175,0.80,0.50,-0.17,10.75,16.37,0.19
176,0.56,0.52,-0.07,10.75,16.37,0.19
177,0.56,0.52,-0.07,10.56,16.75,-0.37
178,0.67,-0.02,0.53,10.56,16.75,-0.37
179,0.67,-0.02,0.53,11.19,14.19,1.87
180,0.51,-0.31,0.87,11.19,14.19,1.87
181,0.51,-0.31,0.87,10.69,13.13,1.12
182,0.43,-0.86,1.90,10.69,13.13,1.12
183,0.43,-0.86,1.90,11.25,11.75,0.88
184,-0.35,-0.74,2.09,11.25,11.75,0.88
185,-0.35,-0.74,2.09,10.88,10.00,-0.81
186,-0.20,-0.78,2.65,10.88,10.00,-0.81
187,-0.20,-0.78,2.65,10.25,9.31,0.00
188,-0.10,-0.50,2.48,10.25,9.31,0.00
189,-0.10,-0.50,2.48,10.25,9.31,0.00
190,-0.06,-0.16,2.77,10.25,9.31,0.00
191,-0.06,-0.16,2.77,8.63,7.00,0.37
192,0.51,0.42,1.87,8.63,7.00,0.37
193,0.51,0.42,1.87,9.00,3.87,2.81
194,0.34,0.35,1.75,9.00,3.87,2.81
195,0.34,0.35,1.75,8.88,3.81,1.19
196,0.89,0.37,1.73,8.88,3.81,1.19
197,0.89,0.37,1.73,8.69,1.50,3.50
198,0.99,0.53,1.15,8.69,1.50,3.50
199,0.99,0.53,1.15,8.00,-0.13,5.06
200,0.71,0.85,1.00,8.00,-0.13,5.06
201,0.71,0.85,1.00,7.94,-0.50,5.75
202,0.33,0.62,1.02,7.94,-0.50,5.75
203,0.33,0.62,1.02,8.13,-2.94,6.94
204,-1.04,0.15,0.54,8.13,-2.94,6.94
205,-1.04,0.15,0.54,7.25,-3.00,7.62
206,-0.53,-0.04,0.04,7.25,-3.00,7.62
207,-0.53,-0.04,0.04,6.94,-1.12,8.25
208,-0.91,0.29,-0.32,6.94,-1.12,8.25
209,-0.91,0.29,-0.32,8.25,-0.13,5.00
210,-0.44,0.65,-0.20,8.25,-0.13,5.00
211,-0.44,0.65,-0.20,8.44,-0.06,6.12
212,-0.26,0.69,-1.59,8.44,-0.06,6.12
213,-0.26,0.69,-1.59,9.06,-1.37,8.00
214,0.14,-0.96,-1.57,9.06,-1.37,8.00
215,0.14,-0.96,-1.57,9.50,-0.31,6.00
216,-0.07,-0.64,-2.83,9.50,-0.31,6.00
217,-0.07,-0.64,-2.83,10.38,4.56,1.81
218,1.00,-0.33,-2.76,10.38,4.56,1.81
219,1.00,-0.33,-2.76,10.13,4.69,4.56
220,0.35,-0.28,-2.59,10.13,4.69,4.56
221,0.35,-0.28,-2.59,10.94,6.81,1.69
222,0.12,-0.13,-3.06,10.94,6.81,1.69
223,0.12,-0.13,-3.06,11.31,8.31,2.81
224,-0.40,0.24,-2.94,11.31,8.31,2.81
225,-0.40,0.24,-2.94,12.13,10.25,-0.56
226,-0.70,0.32,-2.46,12.13,10.25,-0.56
227,-0.70,0.32,-2.46,11.25,11.19,1.00
228,0.07,-0.17,-1.12,11.25,11.19,1.00
229,0.07,-0.17,-1.12,10.69,14.31,0.75
230,0.19,0.55,-1.76,10.69,14.31,0.75
231,0.19,0.55,-1.76,10.81,16.50,-0.31
232,0.80,0.57,-0.84,10.81,16.50,-0.31
233,0.80,0.57,-0.84,10.38,13.63,1.50
234,1.06,0.28,-0.41,10.38,13.63,1.50
235,1.06,0.28,-0.41,9.63,13.19,0.75
236,0.63,-0.40,0.01,9.63,13.19,0.75
237,0.63,-0.40,0.01,10.88,13.44,-1.19
238,-0.22,-0.85,0.80,10.88,13.44,-1.19
239,-0.22,-0.85,0.80,10.06,14.63,-1.37
240,-0.33,-0.15,0.59,10.06,14.63,-1.37
241,-0.33,-0.15,0.59,9.81,16.12,-1.75
242,-0.99,-0.04,1.23,9.81,16.12,-1.75
243,-0.99,-0.04,1.23,10.44,12.75,-1.94
244,-0.18,-0.03,2.28,10.44,12.75,-1.94
245,-0.18,-0.03,2.28,10.44,12.63,0.75
246,-0.13,0.25,3.16,10.44,12.63,0.75
247,-0.13,0.25,3.16,10.50,13.00,0.13
248,-0.20,0.17,3.76,10.50,13.00,0.13
249,-0.20,0.17,3.76,12.19,8.69,2.56
250,-0.21,-0.13,3.06,12.19,8.69,2.56
251,-0.21,-0.13,3.06,11.75,5.94,3.94
252,0.35,-0.98,2.69,11.75,5.94,3.94
253,0.35,-0.98,2.69,11.13,5.25,2.62
254,0.08,-0.60,2.22,11.13,5.25,2.62
255,0.08,-0.60,2.22,9.50,2.75,2.37
256,0.51,-0.04,2.00,9.50,2.75,2.37
257,0.51,-0.04,2.00,8.56,0.44,4.81
258,0.18,0.18,1.20,8.56,0.44,4.81
259,0.18,0.18,1.20,7.06,-2.31,6.37
260,0.36,-0.21,0.98,7.06,-2.31,6.37
261,0.36,-0.21,0.98,6.94,-3.25,5.00
262,0.42,0.34,0.35,6.94,-3.25,5.00
263,0.42,0.34,0.35,6.56,-3.81,6.87
264,0.50,0.84,0.45,6.56,-3.81,6.87
265,0.50,0.84,0.45,6.19,-3.06,7.75
266,0.29,1.11,0.40,6.19,-3.06,7.75
267,0.29,1.11,0.40,6.62,-2.94,8.81
268,0.27,1.01,-0.04,6.62,-2.94,8.81
269,0.27,1.01,-0.04,7.94,-2.12,8.88
270,0.13,0.64,-0.38,7.94,-2.12,8.88
271,0.13,0.64,-0.38,7.87,-3.62,9.81
272,-0.24,0.53,-1.17,7.87,-3.62,9.81
273,-0.24,0.53,-1.17,9.00,-2.37,8.81
274,-0.39,0.46,-1.82,9.00,-2.37,8.81
275,-0.39,0.46,-1.82,9.25,-2.44,9.31
276,-0.61,0.86,-3.80,9.25,-2.44,9.31
277,-0.61,0.86,-3.80,11.31,0.31,9.31
278,0.53,-0.38,-4.48,11.31,0.31,9.31
279,0.53,-0.38,-4.48,12.94,3.44,9.31
280,0.87,-2.02,-4.03,12.94,3.44,9.31
281,0.87,-2.02,-4.03,13.19,7.12,5.56
282,0.86,-1.61,-3.93,13.19,7.12,5.56
283,0.86,-1.61,-3.93,11.38,8.44,2.25
284,1.36,-0.90,-2.03,11.38,8.44,2.25
285,1.36,-0.90,-2.03,11.75,10.13,0.69
286,0.17,0.56,-3.23,11.75,10.13,0.69
287,0.17,0.56,-3.23,10.31,14.88,-0.94
288,0.38,-0.05,-1.80,10.31,14.88,-0.94
289,0.38,-0.05,-1.80,10.44,14.75,-2.00
290,-0.57,-0.23,-1.22,10.44,14.75,-2.00
291,-0.57,-0.23,-1.22,9.38,16.50,-2.25
292,-0.41,0.01,-0.64,9.38,16.50,-2.25
293,-0.41,0.01,-0.64,8.63,15.50,0.25
294,-1.16,0.15,-0.25,8.63,15.50,0.25
295,-1.16,0.15,-0.25,8.63,15.81,0.19
296,-1.10,-0.52,0.46,8.63,15.81,0.19
297,-1.10,-0.52,0.46,8.06,18.31,0.75
298,-1.02,-0.88,1.12,8.06,18.31,0.75
299,-1.02,-0.88,1.12,7.87,19.94,-0.75
300,-0.00,-0.98,2.29,7.87,19.94,-0.75
301,-0.00,-0.98,2.29,8.69,17.37,-0.75
302,1.14,-0.13,2.26,8.69,17.37,-0.75
303,1.14,-0.13,2.26,8.56,15.00,-1.75
304,1.76,-0.27,3.18,8.56,15.00,-1.75
305,1.76,-0.27,3.18,9.75,13.94,-0.62
306,1.66,-0.05,3.35,9.75,13.94,-0.62
307,1.66,-0.05,3.35,10.50,7.37,0.00
308,1.41,0.34,3.10,10.50,7.37,0.00
309,1.41,0.34,3.10,10.00,4.12,3.06
310,1.09,0.07,2.83,10.00,4.12,3.06
311,1.09,0.07,2.83,9.75,1.87,2.56
312,0.04,1.06,1.51,9.75,1.87,2.56
313,0.04,1.06,1.51,8.88,-0.31,4.44
314,-0.03,1.77,2.11,8.88,-0.31,4.44
315,-0.03,1.77,2.11,9.25,-2.25,6.06
316,-0.17,2.16,2.06,9.25,-2.25,6.06
317,-0.17,2.16,2.06,9.00,-2.69,8.88
318,-0.36,1.71,2.01,9.00,-2.69,8.88
319,-0.36,1.71,2.01,8.31,-4.44,11.06
320,-0.86,1.77,1.31,8.31,-4.44,11.06
321,-0.86,1.77,1.31,8.50,-6.25,12.06
322,-0.93,0.93,0.96,8.50,-6.25,12.06
323,-0.93,0.93,0.96,8.44,-6.31,12.63
324,-1.25,0.11,0.05,8.44,-6.31,12.63
325,-1.25,0.11,0.05,9.19,-4.62,12.56
326,-0.73,-1.24,-0.36,9.19,-4.62,12.56
327,-0.73,-1.24,-0.36,8.63,-1.00,10.63
328,-0.11,-0.85,-1.77,8.63,-1.00,10.63
329,-0.11,-0.85,-1.77,8.50,-4.81,11.69
330,0.47,-0.25,-3.08,8.50,-4.81,11.69
331,0.47,-0.25,-3.08,9.81,1.00,8.81
332,0.92,-1.64,-3.54,9.81,1.00,8.81
333,0.92,-1.64,-3.54,9.94,1.75,7.00
334,0.90,-2.10,-4.32,9.94,1.75,7.00
335,0.90,-2.10,-4.32,10.44,3.94,4.19
336,2.06,-1.58,-4.04,10.44,3.94,4.19
337,2.06,-1.58,-4.04,10.88,4.44,2.31
338,-0.10,-0.23,-3.38,10.88,4.44,2.31
339,-0.10,-0.23,-3.38,10.63,5.37,2.12
340,0.71,1.06,-3.02,10.63,5.37,2.12
341,0.71,1.06,-3.02,10.31,8.81,-0.37
342,-1.46,1.10,-1.55,10.31,8.81,-0.37
343,-1.46,1.10,-1.55,10.81,10.25,-0.31
344,-1.52,0.67,-1.59,10.81,10.25,-0.31
345,-1.52,0.67,-1.59,11.25,13.13,1.00
346,-0.72,0.68,-1.98,11.25,13.13,1.00
347,-0.72,0.68,-1.98,11.25,15.13,1.06
348,-1.30,-0.68,-1.21,11.25,15.13,1.06
349,-1.30,-0.68,-1.21,10.19,16.94,4.00
350,-0.47,-1.26,-0.63,10.19,16.94,4.00
351,-0.47,-1.26,-0.63,9.31,18.37,2.06
352,0.50,-1.33,-0.10,9.31,18.37,2.06
353,0.50,-1.33,-0.10,8.94,17.81,0.13
354,0.25,-1.60,1.00,8.94,17.81,0.13
355,0.25,-1.60,1.00,8.13,17.25,-0.13
356,0.92,-0.82,1.95,8.13,17.25,-0.13
357,0.92,-0.82,1.95,8.25,17.00,-1.69
358,1.51,0.26,1.95,8.25,17.00,-1.69
359,1.51,0.26,1.95,8.38,14.94,-3.37
360,0.92,-0.26,2.88,8.38,14.94,-3.37
361,0.92,-0.26,2.88,8.94,14.06,-3.19
362,0.92,-0.17,3.66,8.94,14.06,-3.19
363,0.92,-0.17,3.66,9.13,11.88,-2.06
364,1.15,1.02,3.09,9.13,11.88,-2.06
365,1.15,1.02,3.09,10.31,7.44,-0.50
366,0.64,1.03,2.76,10.31,7.44,-0.50
367,0.64,1.03,2.76,9.63,2.69,0.81
368,-0.11,1.53,2.33,9.63,2.69,0.81
369,-0.11,1.53,2.33,9.31,-1.87,5.31
370,0.15,2.01,1.88,9.31,-1.87,5.31
371,0.15,2.01,1.88,9.75,-0.37,6.50
372,-1.04,1.99,1.47,9.75,-0.37,6.50
373,-1.04,1.99,1.47,10.00,-1.94,9.56
374,-0.98,1.15,1.51,10.00,-1.94,9.56
375,-0.98,1.15,1.51,9.50,-2.44,9.25
376,-0.58,0.02,0.61,9.50,-2.44,9.25
377,-0.58,0.02,0.61,10.13,-1.75,8.44
378,-0.75,-0.08,0.04,10.13,-1.75,8.44
379,-0.75,-0.08,0.04,9.81,-1.56,8.94
380,-0.09,0.78,-0.64,9.81,-1.56,8.94
381,-0.09,0.78,-0.64,9.81,-0.94,8.81
382,0.45,0.35,-0.66,9.81,-0.94,8.81
383,0.45,0.35,-0.66,10.50,-1.12,9.88
384,0.75,-0.68,-1.58,10.50,-1.12,9.88
385,0.75,-0.68,-1.58,10.56,-1.44,12.06
386,0.74,-0.71,-3.01,10.56,-1.44,12.06
387,0.74,-0.71,-3.01,11.94,3.87,8.31
388,1.25,-0.64,-2.84,11.94,3.87,8.31
389,1.25,-0.64,-2.84,11.44,0.81,8.06
390,0.42,-0.29,-3.70,11.44,0.81,8.06
391,0.42,-0.29,-3.70,12.88,5.56,6.56
392,1.10,-1.27,-2.98,12.88,5.56,6.56
393,1.10,-1.27,-2.98,12.81,7.69,7.12
394,0.21,-1.16,-3.87,12.81,7.69,7.12
395,0.21,-1.16,-3.87,12.38,9.69,3.37
396,-0.11,-1.57,-1.61,12.38,9.69,3.37
397,-0.11,-1.57,-1.61,12.06,14.25,-2.62
398,0.08,-0.06,-2.13,12.06,14.25,-2.62
399,0.08,-0.06,-2.13,9.75,14.56,-0.69
400,0.29,-0.10,-1.21,9.75,14.56,-0.69
401,0.29,-0.10,-1.21,9.44,14.56,-2.81
402,-0.52,0.15,-0.99,9.44,14.56,-2.81
403,-0.52,0.15,-0.99,8.75,15.50,-1.37
404,-0.72,0.26,-0.15,8.75,15.50,-1.37
405,-0.72,0.26,-0.15,9.50,16.06,-3.19
406,-0.88,0.26,0.58,9.50,16.06,-3.19
407,-0.88,0.26,0.58,8.94,15.63,-0.31
408,-0.39,-0.09,1.29,8.94,15.63,-0.31
409,-0.39,-0.09,1.29,9.63,17.75,0.62
410,-0.08,-0.76,1.92,9.63,17.75,0.62
411,-0.08,-0.76,1.92,9.63,14.88,0.81
412,-0.11,-1.11,2.46,9.63,14.88,0.81
413,-0.11,-1.11,2.46,9.69,14.44,-0.13
414,1.34,-0.74,2.36,9.69,14.44,-0.13
415,1.34,-0.74,2.36,9.63,11.25,-1.44
416,1.74,-0.69,2.65,9.63,11.25,-1.44
417,1.74,-0.69,2.65,9.31,8.94,-1.31
418,1.22,0.21,3.29,9.31,8.94,-1.31
419,1.22,0.21,3.29,8.69,5.62,0.19
420,0.74,1.44,3.14,8.69,5.62,0.19
421,0.74,1.44,3.14,8.81,2.87,1.44
422,-0.16,2.19,1.54,8.81,2.87,1.44
423,-0.16,2.19,1.54,9.88,0.44,4.62
424,-0.28,1.99,1.21,9.88,0.44,4.62
425,-0.28,1.99,1.21,10.06,0.56,5.69
426,-1.33,2.16,1.22,10.06,0.56,5.69
427,-1.33,2.16,1.22,10.56,-0.88,6.50
428,-0.50,1.26,1.83,10.56,-0.88,6.50
429,-0.50,1.26,1.83,10.94,-0.25,11.13
430,-0.74,1.20,-0.13,10.94,-0.25,11.13
431,-0.74,1.20,-0.13,10.69,-0.13,10.63
432,0.08,-0.25,0.14,10.69,-0.13,10.63
433,0.08,-0.25,0.14,10.63,-1.31,11.44
434,-0.04,-0.23,-1.04,10.63,-1.31,11.44
435,-0.04,-0.23,-1.04,10.81,-0.37,12.31
436,0.50,-0.35,-0.86,10.81,-0.37,12.31
437,0.50,-0.35,-0.86,11.25,0.44,10.38
438,0.24,0.10,-2.76,11.25,0.44,10.38
439,0.24,0.10,-2.76,12.56,1.37,9.88
440,0.89,-0.43,-3.08,12.56,1.37,9.88
441,0.89,-0.43,-3.08,12.94,3.81,8.69
442,1.33,-1.41,-3.26,12.94,3.81,8.69
443,1.33,-1.41,-3.26,13.81,4.12,8.44
444,1.38,-1.53,-3.44,13.81,4.12,8.44
445,1.38,-1.53,-3.44,12.81,10.63,4.69
446,1.61,-1.16,-2.67,12.81,10.63,4.69
447,1.61,-1.16,-2.67,12.25,9.94,1.69
448,0.27,-0.26,-2.84,12.25,9.94,1.69
449,0.27,-0.26,-2.84,11.56,9.75,3.00
450,0.58,-0.65,-0.77,11.56,9.75,3.00
451,0.58,-0.65,-0.77,10.81,9.63,-0.19
452,-0.38,0.04,-1.82,10.81,9.63,-0.19
453,-0.38,0.04,-1.82,10.13,12.44,-1.81
454,-0.79,-0.36,-0.90,10.13,12.44,-1.81
455,-0.79,-0.36,-0.90,10.00,15.94,-0.56
456,-1.38,-0.33,-0.30,10.00,15.94,-0.56
457,-1.38,-0.33,-0.30,9.13,17.94,-2.62
458,-1.19,-0.52,0.62,9.13,17.94,-2.62
459,-1.19,-0.52,0.62,9.56,17.19,-1.37
460,-0.79,-0.41,1.13,9.56,17.19,-1.37
461,-0.79,-0.41,1.13,8.56,16.56,1.12
462,-0.13,-0.51,1.77,8.56,16.56,1.12
463,-0.13,-0.51,1.77,8.56,16.56,1.12
464,0.33,-0.88,2.18,8.56,16.56,1.12
465,0.33,-0.88,2.18,9.63,16.12,-1.69
466,1.44,-0.60,2.10,9.63,16.12,-1.69
467,1.44,-0.60,2.10,10.06,12.38,-1.31
468,1.85,-0.75,3.47,10.06,12.38,-1.31
469,1.85,-0.75,3.47,9.94,9.75,-2.75
470,1.28,0.42,2.89,9.94,9.75,-2.75
471,1.28,0.42,2.89,9.81,8.38,-1.25
472,0.98,1.03,2.66,9.81,8.38,-1.25
473,0.98,1.03,2.66,9.56,3.12,1.75
474,0.04,1.55,1.77,9.56,3.12,1.75
475,0.04,1.55,1.77,9.56,1.69,2.19
476,0.15,1.16,1.66,9.56,1.69,2.19
477,0.15,1.16,1.66,10.31,0.00,5.75
478,-0.72,1.46,1.62,10.31,0.00,5.75
479,-0.72,1.46,1.62,9.19,-3.00,9.44
480,-1.30,2.05,1.44,9.19,-3.00,9.44
481,-1.30,2.05,1.44,10.19,-3.25,11.00
482,-1.43,2.48,0.06,10.19,-3.25,11.00
483,-1.43,2.48,0.06,11.13,-2.00,12.19
484,-0.71,0.91,0.40,11.13,-2.00,12.19
485,-0.71,0.91,0.40,10.75,0.13,12.69
486,-0.65,0.27,-0.91,10.75,0.13,12.69
487,-0.65,0.27,-0.91,10.75,-1.87,13.25
488,0.51,-1.08,-0.87,10.75,-1.87,13.25
489,0.51,-1.08,-0.87,12.00,0.31,11.38
490,0.32,-1.34,-2.08,12.00,0.31,11.38
491,0.32,-1.34,-2.08,12.00,1.75,11.00
492,1.61,-1.67,-1.98,12.00,1.75,11.00
493,1.61,-1.67,-1.98,12.44,4.19,5.94
494,1.33,-0.53,-3.78,12.44,4.19,5.94
495,1.33,-0.53,-3.78,12.88,5.25,6.62
496,1.86,-0.08,-3.85,12.88,5.25,6.62
497,1.86,-0.08,-3.85,12.50,5.81,4.94
