,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction
18,4.81,-0.94,4.75,-1.49,-4.05,0.05,0.00,0.00,0.00,0.02,0.23,0.32,0.92
19,4.81,-0.94,4.75,-1.49,-4.05,0.05,0.00,0.00,0.00,0.01,0.22,0.32,0.92
20,4.81,-0.94,4.75,-0.88,-7.07,-0.12,0.00,0.00,0.00,0.01,0.22,0.32,0.92
21,3.25,-0.94,2.87,-0.88,-7.07,-0.12,0.00,0.00,0.00,0.01,0.22,0.32,0.92
22,3.25,-0.94,2.87,0.20,-6.42,-0.04,0.00,0.00,0.00,0.01,0.22,0.32,0.92
23,3.25,-0.94,2.87,0.20,-6.42,-0.04,0.00,0.00,0.00,0.07,-0.10,0.31,0.94
24,3.25,-0.94,2.87,-0.19,-2.54,0.38,0.00,0.00,0.00,0.07,-0.10,0.31,0.94
25,2.87,-0.31,-1.69,-0.19,-2.54,0.38,0.00,0.00,0.00,0.07,-0.10,0.31,0.94
26,2.87,-0.31,-1.69,-0.23,2.42,0.61,0.00,0.00,0.00,0.07,-0.10,0.31,0.94
27,2.87,-0.31,-1.69,-0.23,2.42,0.61,0.00,0.00,0.00,0.10,-0.21,0.31,0.92
28,2.87,-0.31,-1.69,0.32,5.62,0.02,0.00,0.00,0.00,0.10,-0.21,0.31,0.92
29,2.81,0.75,-0.13,0.32,5.62,0.02,0.00,0.00,0.00,0.10,-0.21,0.31,0.92
30,2.81,0.75,-0.13,1.91,6.38,0.08,0.00,0.00,0.00,0.10,-0.21,0.31,0.92
31,2.81,0.75,-0.13,1.91,6.38,0.08,0.00,0.00,0.00,0.04,0.04,0.34,0.94
32,2.81,0.75,-0.13,1.17,4.30,-0.18,0.00,0.00,0.00,0.04,0.04,0.34,0.94
33,6.12,-1.94,2.81,1.17,4.30,-0.18,0.00,0.00,0.00,0.04,0.04,0.34,0.94
34,6.12,-1.94,2.81,0.30,2.08,-0.14,0.00,0.00,0.00,0.04,0.04,0.34,0.94
35,6.12,-1.94,2.81,0.30,2.08,-0.14,0.00,0.00,0.00,0.02,0.26,0.33,0.91
36,6.12,-1.94,2.81,-0.45,-0.92,-0.17,0.00,0.00,0.00,0.02,0.26,0.33,0.91
37,3.56,-1.25,4.06,-0.45,-0.92,-0.17,0.00,0.00,0.00,0.02,0.26,0.33,0.91
38,3.56,-1.25,4.06,-1.41,-4.81,-0.06,0.00,0.00,0.00,0.02,0.26,0.33,0.91
39,3.56,-1.25,4.06,-1.41,-4.81,-0.06,0.00,0.00,0.00,0.01,0.20,0.33,0.92
40,3.56,-1.25,4.06,-1.15,-6.73,-0.40,0.00,0.00,0.00,0.01,0.20,0.33,0.92
41,5.69,0.37,1.37,-1.15,-6.73,-0.40,0.00,0.00,0.00,0.01,0.20,0.33,0.92
42,5.69,0.37,1.37,-0.06,-5.40,0.09,0.00,0.00,0.00,0.01,0.20,0.33,0.92
43,5.69,0.37,1.37,-0.06,-5.40,0.09,0.00,0.00,0.00,0.07,-0.11,0.31,0.94
44,5.69,0.37,1.37,0.05,-1.53,0.20,0.00,0.00,0.00,0.07,-0.11,0.31,0.94
45,2.44,-0.62,-0.50,0.05,-1.53,0.20,0.00,0.00,0.00,0.07,-0.11,0.31,0.94
46,2.44,-0.62,-0.50,-0.15,3.22,0.62,0.00,0.00,0.00,0.07,-0.11,0.31,0.94
47,2.44,-0.62,-0.50,-0.15,3.22,0.62,0.00,0.00,0.00,0.08,-0.18,0.32,0.93
48,2.44,-0.62,-0.50,0.62,6.95,0.00,0.00,0.00,0.00,0.08,-0.18,0.32,0.93
49,3.62,-1.37,-0.19,0.62,6.95,0.00,0.00,0.00,0.00,0.08,-0.18,0.32,0.93
50,3.62,-1.37,-0.19,1.77,6.29,-0.16,0.00,0.00,0.00,0.08,-0.18,0.32,0.93
51,3.62,-1.37,-0.19,1.77,6.29,-0.16,0.00,0.00,0.00,0.03,0.13,0.34,0.93
52,3.62,-1.37,-0.19,0.80,2.72,-0.01,0.00,0.00,0.00,0.03,0.13,0.34,0.93
53,4.44,-2.62,4.37,0.80,2.72,-0.01,0.00,0.00,0.00,0.03,0.13,0.34,0.93
54,4.44,-2.62,4.37,-0.16,-0.07,-0.25,0.00,0.00,0.00,0.03,0.13,0.34,0.93
55,4.44,-2.62,4.37,-0.16,-0.07,-0.25,0.00,0.00,0.00,0.02,0.28,0.33,0.90
56,4.44,-2.62,4.37,-1.37,-4.15,-0.01,0.00,0.00,0.00,0.02,0.28,0.33,0.90
57,4.37,-0.56,4.81,-1.37,-4.15,-0.01,0.00,0.00,0.00,0.02,0.28,0.33,0.90
58,4.37,-0.56,4.81,-1.69,-6.39,0.02,0.00,0.00,0.00,0.02,0.28,0.33,0.90
59,4.37,-0.56,4.81,-1.69,-6.39,0.02,0.00,0.00,0.00,0.03,0.08,0.33,0.94
60,4.37,-0.56,4.81,-0.27,-5.56,-0.26,0.00,0.00,0.00,0.03,0.08,0.33,0.94
61,4.44,1.37,0.25,-0.27,-5.56,-0.26,0.00,0.00,0.00,0.03,0.08,0.33,0.94
62,4.44,1.37,0.25,-0.04,-2.42,0.25,0.00,0.00,0.00,0.03,0.08,0.33,0.94
63,4.44,1.37,0.25,-0.04,-2.42,0.25,0.00,0.00,0.00,0.09,-0.17,0.32,0.93
64,4.44,1.37,0.25,0.04,1.07,0.13,0.00,0.00,0.00,0.09,-0.17,0.32,0.93
65,2.87,-0.31,-1.69,0.04,1.07,0.13,0.00,0.00,0.00,0.09,-0.17,0.32,0.93
66,2.87,-0.31,-1.69,0.46,5.04,0.01,0.00,0.00,0.00,0.09,-0.17,0.32,0.93
67,2.87,-0.31,-1.69,0.46,5.04,0.01,0.00,0.00,0.00,0.07,-0.11,0.33,0.94
68,2.87,-0.31,-1.69,-0.10,7.05,-0.16,0.00,0.00,0.00,0.07,-0.11,0.33,0.94
69,4.87,-1.00,1.69,-0.10,7.05,-0.16,0.00,0.00,0.00,0.07,-0.11,0.33,0.94
70,4.87,-1.00,1.69,1.28,4.40,-0.12,0.00,0.00,0.00,0.07,-0.11,0.33,0.94
71,4.87,-1.00,1.69,1.28,4.40,-0.12,0.00,0.00,0.00,0.01,0.19,0.33,0.92
72,4.87,-1.00,1.69,0.65,1.65,-0.04,0.00,0.00,0.00,0.01,0.19,0.33,0.92
73,4.81,0.44,4.75,0.65,1.65,-0.04,0.00,0.00,0.00,0.01,0.19,0.33,0.92
74,4.81,0.44,4.75,-0.25,-1.85,-0.06,0.00,0.00,0.00,0.01,0.19,0.33,0.92
75,4.81,0.44,4.75,-0.25,-1.85,-0.06,0.00,0.00,0.00,0.01,0.27,0.32,0.91
76,4.81,0.44,4.75,-1.29,-5.77,0.40,0.00,0.00,0.00,0.01,0.27,0.32,0.91
77,4.00,0.06,2.87,-1.29,-5.77,0.40,0.00,0.00,0.00,0.01,0.27,0.32,0.91
78,4.00,0.06,2.87,-0.88,-6.99,0.11,0.00,0.00,0.00,0.01,0.27,0.32,0.91
79,4.00,0.06,2.87,-0.88,-6.99,0.11,0.00,0.00,0.00,0.05,0.01,0.33,0.94
80,4.00,0.06,2.87,-0.69,-4.84,-0.03,0.00,0.00,0.00,0.05,0.01,0.33,0.94
81,3.56,1.69,-0.94,-0.69,-4.84,-0.03,0.00,0.00,0.00,0.05,0.01,0.33,0.94
82,3.56,1.69,-0.94,-0.28,-1.04,0.05,0.00,0.00,0.00,0.05,0.01,0.33,0.94
83,3.56,1.69,-0.94,-0.28,-1.04,0.05,0.00,0.00,0.00,0.09,-0.22,0.31,0.92
84,3.56,1.69,-0.94,0.49,3.24,-0.03,0.00,0.00,0.00,0.09,-0.22,0.31,0.92
85,2.87,-0.31,-1.31,0.49,3.24,-0.03,0.00,0.00,0.00,0.09,-0.22,0.31,0.92
86,2.87,-0.31,-1.31,0.48,6.58,-0.20,0.00,0.00,0.00,0.09,-0.22,0.31,0.92
87,2.87,-0.31,-1.31,0.48,6.58,-0.20,0.00,0.00,0.00,0.06,-0.07,0.32,0.94
88,2.87,-0.31,-1.31,2.35,6.35,-0.14,0.00,0.00,0.00,0.06,-0.07,0.32,0.94
89,4.87,-1.69,1.31,2.35,6.35,-0.14,0.00,0.00,0.00,0.06,-0.07,0.32,0.94
90,4.87,-1.69,1.31,1.00,3.81,0.15,0.00,0.00,0.00,0.06,-0.07,0.32,0.94
91,4.87,-1.69,1.31,1.00,3.81,0.15,0.00,0.00,0.00,0.01,0.22,0.32,0.92
92,4.87,-1.69,1.31,0.51,2.00,0.17,0.00,0.00,0.00,0.01,0.22,0.32,0.92
93,4.37,0.44,3.31,0.51,2.00,0.17,0.00,0.00,0.00,0.01,0.22,0.32,0.92
94,4.37,0.44,3.31,-0.65,-2.22,-0.20,0.00,0.00,0.00,0.01,0.22,0.32,0.92
95,4.37,0.44,3.31,-0.65,-2.22,-0.20,0.00,0.00,0.00,0.00,0.30,0.32,0.90
96,4.37,0.44,3.31,-1.41,-5.95,-0.17,0.00,0.00,0.00,0.00,0.30,0.32,0.90
97,4.81,-0.25,4.81,-1.41,-5.95,-0.17,0.00,0.00,0.00,0.00,0.30,0.32,0.90
98,4.81,-0.25,4.81,-0.95,-8.09,0.24,0.00,0.00,0.00,0.00,0.30,0.32,0.90
99,4.81,-0.25,4.81,-0.95,-8.09,0.24,0.00,0.00,0.00,0.04,0.00,0.32,0.95
100,4.81,-0.25,4.81,-0.03,-4.89,-0.23,0.00,0.00,0.00,0.04,0.00,0.32,0.95
101,2.81,0.69,-1.62,-0.03,-4.89,-0.23,0.00,0.00,0.00,0.04,0.00,0.32,0.95
102,2.81,0.69,-1.62,-0.24,0.55,0.54,0.00,0.00,0.00,0.04,0.00,0.32,0.95
103,2.81,0.69,-1.62,-0.24,0.55,0.54,0.00,0.00,0.00,0.10,-0.21,0.30,0.92
104,2.81,0.69,-1.62,0.08,4.42,0.25,0.00,0.00,0.00,0.10,-0.21,0.30,0.92
105,3.19,2.75,0.31,0.08,4.42,0.25,0.00,0.00,0.00,0.10,-0.21,0.30,0.92
106,3.19,2.75,0.31,1.45,6.60,-0.16,0.00,0.00,0.00,0.10,-0.21,0.30,0.92
107,3.19,2.75,0.31,1.45,6.60,-0.16,0.00,0.00,0.00,0.05,-0.01,0.33,0.94
108,3.19,2.75,0.31,1.60,6.02,-0.16,0.00,0.00,0.00,0.05,-0.01,0.33,0.94
109,4.00,-0.25,2.12,1.60,6.02,-0.16,0.00,0.00,0.00,0.05,-0.01,0.33,0.94
110,4.00,-0.25,2.12,0.83,3.44,-0.08,0.00,0.00,0.00,0.05,-0.01,0.33,0.94
111,4.00,-0.25,2.12,0.83,3.44,-0.08,0.00,0.00,0.00,0.02,0.28,0.32,0.91
112,4.00,-0.25,2.12,-0.12,0.58,-0.23,0.00,0.00,0.00,0.02,0.28,0.32,0.91
113,3.56,-0.94,4.81,-0.12,0.58,-0.23,0.00,0.00,0.00,0.02,0.28,0.32,0.91
114,3.56,-0.94,4.81,-1.24,-3.78,0.04,0.00,0.00,0.00,0.02,0.28,0.32,0.91
115,3.56,-0.94,4.81,-1.24,-3.78,0.04,0.00,0.00,0.00,0.01,0.29,0.32,0.90
116,3.56,-0.94,4.81,-1.59,-6.17,-0.21,0.00,0.00,0.00,0.01,0.29,0.32,0.90
117,6.06,0.37,2.87,-1.59,-6.17,-0.21,0.00,0.00,0.00,0.01,0.29,0.32,0.90
118,6.06,0.37,2.87,-0.27,-6.89,-0.12,0.00,0.00,0.00,0.01,0.29,0.32,0.90
119,6.06,0.37,2.87,-0.27,-6.89,-0.12,0.00,0.00,0.00,0.05,-0.02,0.32,0.95
120,6.06,0.37,2.87,0.10,-3.14,0.15,0.00,0.00,0.00,0.05,-0.02,0.32,0.95
121,2.87,-1.31,-0.19,0.10,-3.14,0.15,0.00,0.00,0.00,0.05,-0.02,0.32,0.95
122,2.87,-1.31,-0.19,-0.33,0.04,0.09,0.00,0.00,0.00,0.05,-0.02,0.32,0.95
123,2.87,-1.31,-0.19,-0.33,0.04,0.09,0.00,0.00,0.00,0.10,-0.18,0.31,0.93
124,2.87,-1.31,-0.19,0.20,2.90,0.06,0.00,0.00,0.00,0.10,-0.18,0.31,0.93
125,3.62,1.00,-1.31,0.20,2.90,0.06,0.00,0.00,0.00,0.10,-0.18,0.31,0.93
126,3.62,1.00,-1.31,0.48,6.41,0.00,0.00,0.00,0.00,0.10,-0.18,0.31,0.93
127,3.62,1.00,-1.31,0.48,6.41,0.00,0.00,0.00,0.00,0.05,-0.03,0.32,0.94
128,3.62,1.00,-1.31,2.14,6.81,-0.13,0.00,0.00,0.00,0.05,-0.03,0.32,0.94
129,4.75,1.81,5.19,2.14,6.81,-0.13,0.00,0.00,0.00,0.05,-0.03,0.32,0.94
130,4.75,1.81,5.19,0.96,3.49,0.07,0.00,0.00,0.00,0.05,-0.03,0.32,0.94
131,4.75,1.81,5.19,0.96,3.49,0.07,0.00,0.00,0.00,0.02,0.28,0.32,0.90
132,4.75,1.81,5.19,-0.15,-0.17,-0.25,0.00,0.00,0.00,0.02,0.28,0.32,0.90
133,4.81,0.44,4.06,-0.15,-0.17,-0.25,0.00,0.00,0.00,0.02,0.28,0.32,0.90
134,4.81,0.44,4.06,-1.60,-4.93,0.27,0.00,0.00,0.00,0.02,0.28,0.32,0.90
135,4.81,0.44,4.06,-1.60,-4.93,0.27,0.00,0.00,0.00,0.02,0.26,0.32,0.91
136,4.81,0.44,4.06,-1.61,-7.47,0.13,0.00,0.00,0.00,0.02,0.26,0.32,0.91
137,4.00,0.06,2.12,-1.61,-7.47,0.13,0.00,0.00,0.00,0.02,0.26,0.32,0.91
138,4.00,0.06,2.12,-0.42,-6.26,-0.20,0.00,0.00,0.00,0.02,0.26,0.32,0.91
139,4.00,0.06,2.12,-0.42,-6.26,-0.20,0.00,0.00,0.00,0.07,-0.08,0.32,0.94
140,4.00,0.06,2.12,-0.34,-2.61,0.21,0.00,0.00,0.00,0.07,-0.08,0.32,0.94
141,2.37,1.37,-0.94,-0.34,-2.61,0.21,0.00,0.00,0.00,0.07,-0.08,0.32,0.94
142,2.37,1.37,-0.94,-0.05,1.78,0.42,0.00,0.00,0.00,0.07,-0.08,0.32,0.94
143,2.37,1.37,-0.94,-0.05,1.78,0.42,0.00,0.00,0.00,0.09,-0.21,0.31,0.92
144,2.37,1.37,-0.94,0.46,5.21,0.02,0.00,0.00,0.00,0.09,-0.21,0.31,0.92
145,3.62,0.37,-1.31,0.46,5.21,0.02,0.00,0.00,0.00,0.09,-0.21,0.31,0.92
146,3.62,0.37,-1.31,1.40,7.15,-0.14,0.00,0.00,0.00,0.09,-0.21,0.31,0.92
147,3.62,0.37,-1.31,1.40,7.15,-0.14,0.00,0.00,0.00,0.04,0.04,0.34,0.94
148,3.62,0.37,-1.31,1.54,5.34,-0.12,0.00,0.00,0.00,0.04,0.04,0.34,0.94
149,5.19,2.06,2.94,1.54,5.34,-0.12,0.00,0.00,0.00,0.04,0.04,0.34,0.94
150,5.19,2.06,2.94,0.67,2.62,-0.08,0.00,0.00,0.00,0.04,0.04,0.34,0.94
151,5.19,2.06,2.94,0.67,2.62,-0.08,0.00,0.00,0.00,0.02,0.30,0.33,0.90
152,5.19,2.06,2.94,-0.51,-1.26,-0.33,0.00,0.00,0.00,0.02,0.30,0.33,0.90
153,3.94,-0.56,5.19,-0.51,-1.26,-0.33,0.00,0.00,0.00,0.02,0.30,0.33,0.90
154,3.94,-0.56,5.19,-1.69,-5.35,0.04,0.00,0.00,0.00,0.02,0.30,0.33,0.90
155,3.94,-0.56,5.19,-1.69,-5.35,0.04,0.00,0.00,0.00,0.01,0.23,0.33,0.92
156,3.94,-0.56,5.19,-0.81,-8.16,-0.07,0.00,0.00,0.00,0.01,0.23,0.33,0.92
157,4.00,-1.00,0.56,-0.81,-8.16,-0.07,0.00,0.00,0.00,0.01,0.23,0.33,0.92
158,4.00,-1.00,0.56,-0.05,-5.58,0.08,0.00,0.00,0.00,0.01,0.23,0.33,0.92
159,4.00,-1.00,0.56,-0.05,-5.58,0.08,0.00,0.00,0.00,0.09,-0.12,0.32,0.94
160,4.00,-1.00,0.56,-0.43,-0.64,0.41,0.00,0.00,0.00,0.09,-0.12,0.32,0.94
161,2.87,-1.37,-2.44,-0.43,-0.64,0.41,0.00,0.00,0.00,0.09,-0.12,0.32,0.94
162,2.87,-1.37,-2.44,0.25,2.74,-0.04,0.00,0.00,0.00,0.09,-0.12,0.32,0.94
163,2.87,-1.37,-2.44,0.25,2.74,-0.04,0.00,0.00,0.00,0.09,-0.17,0.32,0.93
164,2.87,-1.37,-2.44,0.81,6.23,-0.22,0.00,0.00,0.00,0.09,-0.17,0.32,0.93
165,3.25,-1.00,0.25,0.81,6.23,-0.22,0.00,0.00,0.00,0.09,-0.17,0.32,0.93
166,3.25,-1.00,0.25,1.16,6.47,-0.23,0.00,0.00,0.00,0.09,-0.17,0.32,0.93
167,3.25,-1.00,0.25,1.16,6.47,-0.23,0.00,0.00,0.00,0.02,0.11,0.33,0.94
168,3.25,-1.00,0.25,1.11,3.50,-0.01,0.00,0.00,0.00,0.02,0.11,0.33,0.94
169,4.81,0.75,3.31,1.11,3.50,-0.01,0.00,0.00,0.00,0.02,0.11,0.33,0.94
170,4.81,0.75,3.31,-0.04,-0.01,-0.11,0.00,0.00,0.00,0.02,0.11,0.33,0.94
171,4.81,0.75,3.31,-0.04,-0.01,-0.11,0.00,0.00,0.00,0.01,0.29,0.32,0.90
172,4.81,0.75,3.31,-1.25,-4.19,-0.07,0.00,0.00,0.00,0.01,0.29,0.32,0.90
173,4.75,1.44,4.06,-1.25,-4.19,-0.07,0.00,0.00,0.00,0.01,0.29,0.32,0.90
174,4.75,1.44,4.06,-1.10,-6.72,0.15,0.00,0.00,0.00,0.01,0.29,0.32,0.90
175,4.75,1.44,4.06,-1.10,-6.72,0.15,0.00,0.00,0.00,0.03,0.10,0.32,0.94
176,4.75,1.44,4.06,-0.07,-6.22,0.07,0.00,0.00,0.00,0.03,0.10,0.32,0.94
177,4.44,0.00,-0.19,-0.07,-6.22,0.07,0.00,0.00,0.00,0.03,0.10,0.32,0.94
178,4.44,0.00,-0.19,-0.68,-2.63,0.02,0.00,0.00,0.00,0.03,0.10,0.32,0.94
179,4.44,0.00,-0.19,-0.68,-2.63,0.02,0.00,0.00,0.00,0.10,-0.18,0.31,0.93
180,4.44,0.00,-0.19,-0.15,1.50,0.23,0.00,0.00,0.00,0.10,-0.18,0.31,0.93
181,2.00,0.75,-1.62,-0.15,1.50,0.23,0.00,0.00,0.00,0.10,-0.18,0.31,0.93
182,2.00,0.75,-1.62,0.68,5.03,-0.26,0.00,0.00,0.00,0.10,-0.18,0.31,0.93
183,2.00,0.75,-1.62,0.68,5.03,-0.26,0.00,0.00,0.00,0.07,-0.12,0.32,0.94
184,2.00,0.75,-1.62,0.02,6.88,0.02,0.00,0.00,0.00,0.07,-0.12,0.32,0.94
185,5.69,-1.00,0.94,0.02,6.88,0.02,0.00,0.00,0.00,0.07,-0.12,0.32,0.94
186,5.69,-1.00,0.94,1.54,5.48,0.05,0.00,0.00,0.00,0.07,-0.12,0.32,0.94
187,5.69,-1.00,0.94,1.54,5.48,0.05,0.00,0.00,0.00,0.02,0.21,0.33,0.92
188,5.69,-1.00,0.94,0.47,1.73,-0.10,0.00,0.00,0.00,0.02,0.21,0.33,0.92
189,4.81,-0.25,5.19,0.47,1.73,-0.10,0.00,0.00,0.00,0.02,0.21,0.33,0.92
190,4.81,-0.25,5.19,-0.38,-1.60,-0.27,0.00,0.00,0.00,0.02,0.21,0.33,0.92
191,4.81,-0.25,5.19,-0.38,-1.60,-0.27,0.00,0.00,0.00,0.02,0.29,0.32,0.90
192,4.81,-0.25,5.19,-1.11,-4.70,0.08,0.00,0.00,0.00,0.02,0.29,0.32,0.90
193,5.62,1.75,2.19,-1.11,-4.70,0.08,0.00,0.00,0.00,0.02,0.29,0.32,0.90
194,5.62,1.75,2.19,-1.38,-5.89,0.01,0.00,0.00,0.00,0.02,0.29,0.32,0.90
195,5.62,1.75,2.19,-1.38,-5.89,0.01,0.00,0.00,0.00,0.04,0.08,0.32,0.94
196,5.62,1.75,2.19,-0.43,-5.60,0.21,0.00,0.00,0.00,0.04,0.08,0.32,0.94
197,3.25,0.37,-0.19,-0.43,-5.60,0.21,0.00,0.00,0.00,0.04,0.08,0.32,0.94
198,3.25,0.37,-0.19,0.00,-2.55,-0.05,0.00,0.00,0.00,0.04,0.08,0.32,0.94
199,3.25,0.37,-0.19,0.00,-2.55,-0.05,0.00,0.00,0.00,0.09,-0.18,0.31,0.93
200,3.25,0.37,-0.19,0.07,1.27,0.28,0.00,0.00,0.00,0.09,-0.18,0.31,0.93
201,2.44,0.37,-0.94,0.07,1.27,0.28,0.00,0.00,0.00,0.09,-0.18,0.31,0.93
202,2.44,0.37,-0.94,0.37,3.90,-0.02,0.00,0.00,0.00,0.09,-0.18,0.31,0.93
203,2.44,0.37,-0.94,0.37,3.90,-0.02,0.00,0.00,0.00,0.08,-0.13,0.32,0.93
204,2.44,0.37,-0.94,0.14,6.15,0.00,0.00,0.00,0.00,0.08,-0.13,0.32,0.93
205,4.00,1.69,0.62,0.14,6.15,0.00,0.00,0.00,0.00,0.08,-0.13,0.32,0.93
206,4.00,1.69,0.62,1.57,5.79,0.01,0.00,0.00,0.00,0.08,-0.13,0.32,0.93
207,4.00,1.69,0.62,1.57,5.79,0.01,0.00,0.00,0.00,0.03,0.15,0.33,0.93
208,4.00,1.69,0.62,1.24,3.22,0.06,0.00,0.00,0.00,0.03,0.15,0.33,0.93
209,5.25,-1.25,4.81,1.24,3.22,0.06,0.00,0.00,0.00,0.03,0.15,0.33,0.93
210,5.25,-1.25,4.81,-0.41,-1.35,-0.11,0.00,0.00,0.00,0.03,0.15,0.33,0.93
211,5.25,-1.25,4.81,-0.41,-1.35,-0.11,0.00,0.00,0.00,0.03,0.30,0.32,0.90
212,5.25,-1.25,4.81,-1.61,-5.00,0.41,0.00,0.00,0.00,0.03,0.30,0.32,0.90
213,5.19,1.06,4.06,-1.61,-5.00,0.41,0.00,0.00,0.00,0.03,0.30,0.32,0.90
214,5.19,1.06,4.06,-1.97,-7.01,0.01,0.00,0.00,0.00,0.03,0.30,0.32,0.90
215,5.19,1.06,4.06,-1.97,-7.01,0.01,0.00,0.00,0.00,0.05,0.05,0.34,0.94
216,5.19,1.06,4.06,-0.45,-5.18,-0.10,0.00,0.00,0.00,0.05,0.05,0.34,0.94
217,4.44,1.31,-0.50,-0.45,-5.18,-0.10,0.00,0.00,0.00,0.05,0.05,0.34,0.94
218,4.44,1.31,-0.50,0.33,-1.13,0.19,0.00,0.00,0.00,0.05,0.05,0.34,0.94
219,4.44,1.31,-0.50,0.33,-1.13,0.19,0.00,0.00,0.00,0.09,-0.18,0.32,0.93
220,4.44,1.31,-0.50,0.27,1.10,-0.43,0.00,0.00,0.00,0.09,-0.18,0.32,0.93
221,2.81,0.00,-0.94,0.27,1.10,-0.43,0.00,0.00,0.00,0.09,-0.18,0.32,0.93
222,2.81,0.00,-0.94,0.53,3.54,0.10,0.00,0.00,0.00,0.09,-0.18,0.32,0.93
223,2.81,0.00,-0.94,0.53,3.54,0.10,0.00,0.00,0.00,0.08,-0.12,0.32,0.93
224,2.81,0.00,-0.94,0.07,6.50,-0.05,0.00,0.00,0.00,0.08,-0.12,0.32,0.93
225,4.81,0.37,1.75,0.07,6.50,-0.05,0.00,0.00,0.00,0.08,-0.12,0.32,0.93
226,4.81,0.37,1.75,1.82,5.70,-0.26,0.00,0.00,0.00,0.08,-0.12,0.32,0.93
227,4.81,0.37,1.75,1.82,5.70,-0.26,0.00,0.00,0.00,0.02,0.17,0.33,0.93
228,4.81,0.37,1.75,1.03,3.96,0.10,0.00,0.00,0.00,0.02,0.17,0.33,0.93
229,3.50,0.81,4.44,1.03,3.96,0.10,0.00,0.00,0.00,0.02,0.17,0.33,0.93
230,3.50,0.81,4.44,-0.29,0.31,0.15,0.00,0.00,0.00,0.02,0.17,0.33,0.93
231,3.50,0.81,4.44,-0.29,0.31,0.15,0.00,0.00,0.00,0.01,0.34,0.32,0.88
232,3.50,0.81,4.44,-1.39,-3.79,0.07,0.00,0.00,0.00,0.01,0.34,0.32,0.88
233,3.94,0.50,5.56,-1.39,-3.79,0.07,0.00,0.00,0.00,0.01,0.34,0.32,0.88
234,3.94,0.50,5.56,-1.42,-7.60,-0.46,0.00,0.00,0.00,0.01,0.34,0.32,0.88
235,3.94,0.50,5.56,-1.42,-7.60,-0.46,0.00,0.00,0.00,0.02,0.15,0.34,0.93
236,3.94,0.50,5.56,-0.06,-7.49,-0.47,0.00,0.00,0.00,0.02,0.15,0.34,0.93
237,3.31,-2.00,-0.56,-0.06,-7.49,-0.47,0.00,0.00,0.00,0.02,0.15,0.34,0.93
238,3.31,-2.00,-0.56,-0.37,-2.81,0.21,0.00,0.00,0.00,0.02,0.15,0.34,0.93
239,3.31,-2.00,-0.56,-0.37,-2.81,0.21,0.00,0.00,0.00,0.10,-0.17,0.30,0.93
240,3.31,-2.00,-0.56,-0.22,1.40,0.33,0.00,0.00,0.00,0.10,-0.17,0.30,0.93
241,2.81,2.75,-1.25,-0.22,1.40,0.33,0.00,0.00,0.00,0.10,-0.17,0.30,0.93
242,2.81,2.75,-1.25,0.65,5.16,-0.01,0.00,0.00,0.00,0.10,-0.17,0.30,0.93
243,2.81,2.75,-1.25,0.65,5.16,-0.01,0.00,0.00,0.00,0.08,-0.11,0.32,0.94
