,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction
47,3.31,-1.69,-1.00,-0.13,2.78,0.41,0.00,0.00,0.00,0.08,-0.19,0.34,0.92
48,3.31,-1.69,-1.00,2.68,6.79,-0.20,0.00,0.00,0.00,0.08,-0.19,0.34,0.92
49,5.25,2.06,1.37,2.68,6.79,-0.20,0.00,0.00,0.00,0.08,-0.19,0.34,0.92
50,5.25,2.06,1.37,1.64,6.28,-0.13,0.00,0.00,0.00,0.08,-0.19,0.34,0.92
51,5.25,2.06,1.37,1.64,6.28,-0.13,0.00,0.00,0.00,0.02,0.11,0.35,0.93
52,5.25,2.06,1.37,0.78,2.91,-0.25,0.00,0.00,0.00,0.02,0.11,0.35,0.93
53,5.62,1.06,4.06,0.78,2.91,-0.25,0.00,0.00,0.00,0.02,0.11,0.35,0.93
54,5.62,1.06,4.06,-0.51,-0.33,-0.42,0.00,0.00,0.00,0.02,0.11,0.35,0.93
55,5.62,1.06,4.06,-0.51,-0.33,-0.42,0.00,0.00,0.00,-0.00,0.26,0.34,0.91
56,5.62,1.06,4.06,-1.44,-4.80,-0.27,0.00,0.00,0.00,-0.00,0.26,0.34,0.91
57,4.37,0.81,4.06,-1.44,-4.80,-0.27,0.00,0.00,0.00,-0.00,0.26,0.34,0.91
58,4.37,0.81,4.06,-0.90,-6.94,-0.45,0.00,0.00,0.00,-0.00,0.26,0.34,0.91
59,4.37,0.81,4.06,-0.90,-6.94,-0.45,0.00,0.00,0.00,0.01,0.05,0.33,0.94
60,4.37,0.81,4.06,0.56,-3.89,0.09,0.00,0.00,0.00,0.01,0.05,0.33,0.94
61,2.81,2.06,-0.50,0.56,-3.89,0.09,0.00,0.00,0.00,0.01,0.05,0.33,0.94
62,2.81,2.06,-0.50,0.10,-0.32,-0.06,0.00,0.00,0.00,0.01,0.05,0.33,0.94
63,2.81,2.06,-0.50,0.10,-0.32,-0.06,0.00,0.00,0.00,0.08,-0.14,0.33,0.93
64,2.81,2.06,-0.50,0.17,3.44,0.01,0.00,0.00,0.00,0.08,-0.14,0.33,0.93
65,4.44,1.00,-0.19,0.17,3.44,0.01,0.00,0.00,0.00,0.08,-0.14,0.33,0.93
66,4.44,1.00,-0.19,-0.33,7.30,0.29,0.00,0.00,0.00,0.08,-0.14,0.33,0.93
67,4.44,1.00,-0.19,-0.33,7.30,0.29,0.00,0.00,0.00,0.02,0.03,0.34,0.94
68,4.44,1.00,-0.19,1.62,5.67,0.11,0.00,0.00,0.00,0.02,0.03,0.34,0.94
69,6.06,1.75,3.62,1.62,5.67,0.11,0.00,0.00,0.00,0.02,0.03,0.34,0.94
70,6.06,1.75,3.62,1.05,2.64,-0.02,0.00,0.00,0.00,0.02,0.03,0.34,0.94
71,6.06,1.75,3.62,1.05,2.64,-0.02,0.00,0.00,0.00,-0.01,0.30,0.33,0.90
72,6.06,1.75,3.62,-0.42,-1.80,-0.18,0.00,0.00,0.00,-0.01,0.30,0.33,0.90
73,3.19,1.12,4.87,-0.42,-1.80,-0.18,0.00,0.00,0.00,-0.01,0.30,0.33,0.90
74,3.19,1.12,4.87,-1.86,-6.62,-0.07,0.00,0.00,0.00,-0.01,0.30,0.33,0.90
75,3.19,1.12,4.87,-1.86,-6.62,-0.07,0.00,0.00,0.00,0.00,0.21,0.33,0.92
76,3.19,1.12,4.87,-0.88,-6.96,0.08,0.00,0.00,0.00,0.00,0.21,0.33,0.92
77,4.37,1.06,1.37,-0.88,-6.96,0.08,0.00,0.00,0.00,0.00,0.21,0.33,0.92
78,4.37,1.06,1.37,0.00,-4.05,-0.03,0.00,0.00,0.00,0.00,0.21,0.33,0.92
79,4.37,1.06,1.37,0.00,-4.05,-0.03,0.00,0.00,0.00,0.07,-0.11,0.33,0.94
80,4.37,1.06,1.37,-0.50,0.04,0.18,0.00,0.00,0.00,0.07,-0.11,0.33,0.94
81,3.56,0.75,-0.19,-0.50,0.04,0.18,0.00,0.00,0.00,0.07,-0.11,0.33,0.94
82,3.56,0.75,-0.19,0.44,3.24,-0.06,0.00,0.00,0.00,0.07,-0.11,0.33,0.94
83,3.56,0.75,-0.19,0.44,3.24,-0.06,0.00,0.00,0.00,0.06,-0.12,0.33,0.93
84,3.56,0.75,-0.19,-0.13,5.53,0.23,0.00,0.00,0.00,0.06,-0.12,0.33,0.93
85,4.37,2.06,1.06,-0.13,5.53,0.23,0.00,0.00,0.00,0.06,-0.12,0.33,0.93
86,4.37,2.06,1.06,1.43,4.79,0.04,0.00,0.00,0.00,0.06,-0.12,0.33,0.93
87,4.37,2.06,1.06,1.43,4.79,0.04,0.00,0.00,0.00,0.01,0.12,0.34,0.93
88,4.37,2.06,1.06,0.70,2.43,0.11,0.00,0.00,0.00,0.01,0.12,0.34,0.93
89,6.06,0.06,3.62,0.70,2.43,0.11,0.00,0.00,0.00,0.01,0.12,0.34,0.93
90,6.06,0.06,3.62,-0.51,-1.83,-0.11,0.00,0.00,0.00,0.01,0.12,0.34,0.93
91,6.06,0.06,3.62,-0.51,-1.83,-0.11,0.00,0.00,0.00,0.01,0.23,0.34,0.91
92,6.06,0.06,3.62,-1.35,-5.75,0.04,0.00,0.00,0.00,0.01,0.23,0.34,0.91
93,4.44,-1.94,2.44,-1.35,-5.75,0.04,0.00,0.00,0.00,0.01,0.23,0.34,0.91
94,4.44,-1.94,2.44,-1.23,-6.71,0.46,0.00,0.00,0.00,0.01,0.23,0.34,0.91
95,4.44,-1.94,2.44,-1.23,-6.71,0.46,0.00,0.00,0.00,0.04,-0.04,0.34,0.94
96,4.44,-1.94,2.44,-0.20,-3.24,-0.01,0.00,0.00,0.00,0.04,-0.04,0.34,0.94
97,2.87,-2.00,-0.19,-0.20,-3.24,-0.01,0.00,0.00,0.00,0.04,-0.04,0.34,0.94
98,2.87,-2.00,-0.19,-0.12,1.46,0.38,0.00,0.00,0.00,0.04,-0.04,0.34,0.94
99,2.87,-2.00,-0.19,-0.12,1.46,0.38,0.00,0.00,0.00,0.07,-0.19,0.33,0.92
100,2.87,-2.00,-0.19,0.10,4.74,0.17,0.00,0.00,0.00,0.07,-0.19,0.33,0.92
101,2.81,-0.62,0.62,0.10,4.74,0.17,0.00,0.00,0.00,0.07,-0.19,0.33,0.92
102,2.81,-0.62,0.62,1.24,5.71,-0.03,0.00,0.00,0.00,0.07,-0.19,0.33,0.92
103,2.81,-0.62,0.62,1.24,5.71,-0.03,0.00,0.00,0.00,0.02,0.02,0.35,0.94
104,2.81,-0.62,0.62,1.05,4.28,-0.09,0.00,0.00,0.00,0.02,0.02,0.35,0.94
105,4.75,1.44,4.06,1.05,4.28,-0.09,0.00,0.00,0.00,0.02,0.02,0.35,0.94
106,4.75,1.44,4.06,0.44,1.48,-0.00,0.00,0.00,0.00,0.02,0.02,0.35,0.94
107,4.75,1.44,4.06,0.44,1.48,-0.00,0.00,0.00,0.00,-0.00,0.22,0.34,0.91
108,4.75,1.44,4.06,-0.67,-2.63,-0.16,0.00,0.00,0.00,-0.00,0.22,0.34,0.91
109,5.62,0.81,4.37,-0.67,-2.63,-0.16,0.00,0.00,0.00,-0.00,0.22,0.34,0.91
110,5.62,0.81,4.37,-1.46,-5.79,0.07,0.00,0.00,0.00,-0.00,0.22,0.34,0.91
111,5.62,0.81,4.37,-1.46,-5.79,0.07,0.00,0.00,0.00,0.01,0.10,0.35,0.93
112,5.62,0.81,4.37,-0.98,-5.29,0.21,0.00,0.00,0.00,0.01,0.10,0.35,0.93
113,4.87,0.69,-0.19,-0.98,-5.29,0.21,0.00,0.00,0.00,0.01,0.10,0.35,0.93
114,4.87,0.69,-0.19,0.03,-3.00,0.15,0.00,0.00,0.00,0.01,0.10,0.35,0.93
115,4.87,0.69,-0.19,0.03,-3.00,0.15,0.00,0.00,0.00,0.05,-0.15,0.35,0.92
116,4.87,0.69,-0.19,-0.12,0.25,0.16,0.00,0.00,0.00,0.05,-0.15,0.35,0.92
117,3.25,1.31,-1.25,-0.12,0.25,0.16,0.00,0.00,0.00,0.05,-0.15,0.35,0.92
118,3.25,1.31,-1.25,0.67,4.83,0.27,0.00,0.00,0.00,0.05,-0.15,0.35,0.92
119,3.25,1.31,-1.25,0.67,4.83,0.27,0.00,0.00,0.00,0.05,-0.13,0.36,0.92
120,3.25,1.31,-1.25,1.61,5.67,-0.05,0.00,0.00,0.00,0.05,-0.13,0.36,0.92
121,5.25,0.06,2.12,1.61,5.67,-0.05,0.00,0.00,0.00,0.05,-0.13,0.36,0.92
122,5.25,0.06,2.12,1.00,3.76,-0.17,0.00,0.00,0.00,0.05,-0.13,0.36,0.92
123,5.25,0.06,2.12,1.00,3.76,-0.17,0.00,0.00,0.00,0.00,0.14,0.36,0.92
124,5.25,0.06,2.12,0.27,0.75,-0.12,0.00,0.00,0.00,0.00,0.14,0.36,0.92
125,4.81,-1.62,3.56,0.27,0.75,-0.12,0.00,0.00,0.00,0.00,0.14,0.36,0.92
126,4.81,-1.62,3.56,-0.57,-2.93,0.03,0.00,0.00,0.00,0.00,0.14,0.36,0.92
127,4.81,-1.62,3.56,-0.57,-2.93,0.03,0.00,0.00,0.00,0.00,0.17,0.35,0.92
128,4.81,-1.62,3.56,-0.82,-4.63,0.26,0.00,0.00,0.00,0.00,0.17,0.35,0.92
129,4.37,0.06,2.50,-0.82,-4.63,0.26,0.00,0.00,0.00,0.00,0.17,0.35,0.92
130,4.37,0.06,2.50,-0.88,-4.03,0.08,0.00,0.00,0.00,0.00,0.17,0.35,0.92
131,4.37,0.06,2.50,-0.88,-4.03,0.08,0.00,0.00,0.00,0.04,-0.05,0.36,0.93
132,4.37,0.06,2.50,-0.26,-2.54,0.09,0.00,0.00,0.00,0.04,-0.05,0.36,0.93
133,3.56,0.06,1.00,-0.26,-2.54,0.09,0.00,0.00,0.00,0.04,-0.05,0.36,0.93
134,3.56,0.06,1.00,0.35,-0.47,-0.28,0.00,0.00,0.00,0.04,-0.05,0.36,0.93
135,3.56,0.06,1.00,0.35,-0.47,-0.28,0.00,0.00,0.00,0.08,-0.16,0.35,0.92
136,3.56,0.06,1.00,0.54,3.09,-0.01,0.00,0.00,0.00,0.08,-0.16,0.35,0.92
137,4.44,1.69,-0.50,0.54,3.09,-0.01,0.00,0.00,0.00,0.08,-0.16,0.35,0.92
138,4.44,1.69,-0.50,0.96,4.60,-0.12,0.00,0.00,0.00,0.08,-0.16,0.35,0.92
139,4.44,1.69,-0.50,0.96,4.60,-0.12,0.00,0.00,0.00,0.05,-0.03,0.35,0.93
140,4.44,1.69,-0.50,1.18,4.51,-0.04,0.00,0.00,0.00,0.05,-0.03,0.35,0.93
141,4.37,0.75,2.50,1.18,4.51,-0.04,0.00,0.00,0.00,0.05,-0.03,0.35,0.93
142,4.37,0.75,2.50,0.57,2.91,-0.15,0.00,0.00,0.00,0.05,-0.03,0.35,0.93
143,4.37,0.75,2.50,0.57,2.91,-0.15,0.00,0.00,0.00,0.02,0.19,0.35,0.92
144,4.37,0.75,2.50,-0.72,-0.87,-0.23,0.00,0.00,0.00,0.02,0.19,0.35,0.92
145,3.94,1.06,2.50,-0.72,-0.87,-0.23,0.00,0.00,0.00,0.02,0.19,0.35,0.92
146,3.94,1.06,2.50,-1.51,-4.89,-0.37,0.00,0.00,0.00,0.02,0.19,0.35,0.92
147,3.94,1.06,2.50,-1.51,-4.89,-0.37,0.00,0.00,0.00,0.00,0.13,0.35,0.93
148,3.94,1.06,2.50,-0.65,-6.78,-0.30,0.00,0.00,0.00,0.00,0.13,0.35,0.93
149,4.00,-0.62,2.12,-0.65,-6.78,-0.30,0.00,0.00,0.00,0.00,0.13,0.35,0.93
150,4.00,-0.62,2.12,0.21,-3.96,-0.10,0.00,0.00,0.00,0.00,0.13,0.35,0.93
151,4.00,-0.62,2.12,0.21,-3.96,-0.10,0.00,0.00,0.00,0.07,-0.16,0.33,0.93
152,4.00,-0.62,2.12,-0.02,0.70,0.26,0.00,0.00,0.00,0.07,-0.16,0.33,0.93
153,2.81,-0.31,-0.94,-0.02,0.70,0.26,0.00,0.00,0.00,0.07,-0.16,0.33,0.93
154,2.81,-0.31,-0.94,-0.03,5.29,0.04,0.00,0.00,0.00,0.07,-0.16,0.33,0.93
155,2.81,-0.31,-0.94,-0.03,5.29,0.04,0.00,0.00,0.00,0.06,-0.12,0.34,0.93
156,2.81,-0.31,-0.94,2.04,6.58,0.05,0.00,0.00,0.00,0.06,-0.12,0.34,0.93
157,4.81,0.37,2.12,2.04,6.58,0.05,0.00,0.00,0.00,0.06,-0.12,0.34,0.93
158,4.81,0.37,2.12,1.69,5.56,-0.05,0.00,0.00,0.00,0.06,-0.12,0.34,0.93
159,4.81,0.37,2.12,1.69,5.56,-0.05,0.00,0.00,0.00,0.01,0.19,0.34,0.92
160,4.81,0.37,2.12,0.70,2.06,-0.06,0.00,0.00,0.00,0.01,0.19,0.34,0.92
161,4.75,1.12,5.19,0.70,2.06,-0.06,0.00,0.00,0.00,0.01,0.19,0.34,0.92
162,4.75,1.12,5.19,-0.59,-2.39,-0.36,0.00,0.00,0.00,0.01,0.19,0.34,0.92
163,4.75,1.12,5.19,-0.59,-2.39,-0.36,0.00,0.00,0.00,0.00,0.29,0.33,0.90
164,4.75,1.12,5.19,-1.75,-6.26,0.18,0.00,0.00,0.00,0.00,0.29,0.33,0.90
165,4.37,0.44,3.31,-1.75,-6.26,0.18,0.00,0.00,0.00,0.00,0.29,0.33,0.90
166,4.37,0.44,3.31,-1.33,-5.97,-0.15,0.00,0.00,0.00,0.00,0.29,0.33,0.90
167,4.37,0.44,3.31,-1.33,-5.97,-0.15,0.00,0.00,0.00,0.03,0.01,0.34,0.94
168,4.37,0.44,3.31,0.14,-3.42,0.11,0.00,0.00,0.00,0.03,0.01,0.34,0.94
169,2.81,0.69,-1.31,0.14,-3.42,0.11,0.00,0.00,0.00,0.03,0.01,0.34,0.94
170,2.81,0.69,-1.31,0.44,1.77,0.40,0.00,0.00,0.00,0.03,0.01,0.34,0.94
171,2.81,0.69,-1.31,0.44,1.77,0.40,0.00,0.00,0.00,0.07,-0.13,0.34,0.93
172,2.81,0.69,-1.31,-0.30,6.29,-0.10,0.00,0.00,0.00,0.07,-0.13,0.34,0.93
173,4.81,1.00,0.62,-0.30,6.29,-0.10,0.00,0.00,0.00,0.07,-0.13,0.34,0.93
174,4.81,1.00,0.62,1.69,6.22,-0.01,0.00,0.00,0.00,0.07,-0.13,0.34,0.93
175,4.81,1.00,0.62,1.69,6.22,-0.01,0.00,0.00,0.00,0.02,0.14,0.35,0.93
176,4.81,1.00,0.62,0.99,3.28,-0.02,0.00,0.00,0.00,0.02,0.14,0.35,0.93
177,4.75,1.06,4.81,0.99,3.28,-0.02,0.00,0.00,0.00,0.02,0.14,0.35,0.93
178,4.75,1.06,4.81,-0.06,-0.75,-0.21,0.00,0.00,0.00,0.02,0.14,0.35,0.93
179,4.75,1.06,4.81,-0.06,-0.75,-0.21,0.00,0.00,0.00,0.01,0.29,0.34,0.89
180,4.75,1.06,4.81,-1.11,-4.72,-0.00,0.00,0.00,0.00,0.01,0.29,0.34,0.89
181,5.25,-1.31,3.25,-1.11,-4.72,-0.00,0.00,0.00,0.00,0.01,0.29,0.34,0.89
182,5.25,-1.31,3.25,-1.46,-6.26,0.28,0.00,0.00,0.00,0.01,0.29,0.34,0.89
183,5.25,-1.31,3.25,-1.46,-6.26,0.28,0.00,0.00,0.00,0.04,0.08,0.34,0.94
184,5.25,-1.31,3.25,-1.05,-5.11,-0.15,0.00,0.00,0.00,0.04,0.08,0.34,0.94
185,4.44,-1.00,0.19,-1.05,-5.11,-0.15,0.00,0.00,0.00,0.04,0.08,0.34,0.94
186,4.44,-1.00,0.19,0.06,-2.12,0.01,0.00,0.00,0.00,0.04,0.08,0.34,0.94
187,4.44,-1.00,0.19,0.06,-2.12,0.01,0.00,0.00,0.00,0.08,-0.16,0.33,0.93
188,4.44,-1.00,0.19,0.27,2.12,0.03,0.00,0.00,0.00,0.08,-0.16,0.33,0.93
189,3.62,-0.69,-0.94,0.27,2.12,0.03,0.00,0.00,0.00,0.08,-0.16,0.33,0.93
190,3.62,-0.69,-0.94,-0.07,6.33,-0.07,0.00,0.00,0.00,0.08,-0.16,0.33,0.93
191,3.62,-0.69,-0.94,-0.07,6.33,-0.07,0.00,0.00,0.00,0.05,-0.06,0.34,0.94
192,3.62,-0.69,-0.94,1.47,6.16,0.11,0.00,0.00,0.00,0.05,-0.06,0.34,0.94
193,6.50,0.37,2.12,1.47,6.16,0.11,0.00,0.00,0.00,0.05,-0.06,0.34,0.94
194,6.50,0.37,2.12,0.65,2.71,0.02,0.00,0.00,0.00,0.05,-0.06,0.34,0.94
195,6.50,0.37,2.12,0.65,2.71,0.02,0.00,0.00,0.00,0.01,0.22,0.34,0.92
196,6.50,0.37,2.12,-0.49,-1.23,-0.11,0.00,0.00,0.00,0.01,0.22,0.34,0.92
197,5.62,-0.25,3.62,-0.49,-1.23,-0.11,0.00,0.00,0.00,0.01,0.22,0.34,0.92
198,5.62,-0.25,3.62,-1.50,-6.00,0.03,0.00,0.00,0.00,0.01,0.22,0.34,0.92
199,5.62,-0.25,3.62,-1.50,-6.00,0.03,0.00,0.00,0.00,0.01,0.15,0.34,0.93
200,5.62,-0.25,3.62,-1.30,-6.69,0.33,0.00,0.00,0.00,0.01,0.15,0.34,0.93
201,4.00,0.75,1.00,-1.30,-6.69,0.33,0.00,0.00,0.00,0.01,0.15,0.34,0.93
202,4.00,0.75,1.00,0.34,-4.41,0.02,0.00,0.00,0.00,0.01,0.15,0.34,0.93
203,4.00,0.75,1.00,0.34,-4.41,0.02,0.00,0.00,0.00,0.07,-0.16,0.34,0.93
204,4.00,0.75,1.00,0.13,0.47,0.10,0.00,0.00,0.00,0.07,-0.16,0.34,0.93
205,3.31,-2.00,-1.31,0.13,0.47,0.10,0.00,0.00,0.00,0.07,-0.16,0.34,0.93
206,3.31,-2.00,-1.31,0.19,5.07,-0.10,0.00,0.00,0.00,0.07,-0.16,0.34,0.93
207,3.31,-2.00,-1.31,0.19,5.07,-0.10,0.00,0.00,0.00,0.07,-0.14,0.34,0.93
208,3.31,-2.00,-1.31,2.44,7.06,-0.00,0.00,0.00,0.00,0.07,-0.14,0.34,0.93
209,4.81,0.75,1.75,2.44,7.06,-0.00,0.00,0.00,0.00,0.07,-0.14,0.34,0.93
210,4.81,0.75,1.75,1.34,5.16,0.04,0.00,0.00,0.00,0.07,-0.14,0.34,0.93
211,4.81,0.75,1.75,1.34,5.16,0.04,0.00,0.00,0.00,0.01,0.18,0.35,0.92
212,4.81,0.75,1.75,0.25,1.25,-0.04,0.00,0.00,0.00,0.01,0.18,0.35,0.92
213,5.62,0.44,2.94,0.25,1.25,-0.04,0.00,0.00,0.00,0.01,0.18,0.35,0.92
214,5.62,0.44,2.94,-0.78,-3.34,0.00,0.00,0.00,0.00,0.01,0.18,0.35,0.92
215,5.62,0.44,2.94,-0.78,-3.34,0.00,0.00,0.00,0.00,-0.00,0.24,0.35,0.91
216,5.62,0.44,2.94,-1.51,-6.28,-0.02,0.00,0.00,0.00,-0.00,0.24,0.35,0.91
217,4.00,0.06,2.50,-1.51,-6.28,-0.02,0.00,0.00,0.00,-0.00,0.24,0.35,0.91
218,4.00,0.06,2.50,-0.81,-5.17,-0.32,0.00,0.00,0.00,-0.00,0.24,0.35,0.91
219,4.00,0.06,2.50,-0.81,-5.17,-0.32,0.00,0.00,0.00,0.04,-0.04,0.34,0.94
220,4.00,0.06,2.50,0.47,-3.51,-0.07,0.00,0.00,0.00,0.04,-0.04,0.34,0.94
221,3.62,-0.31,-0.19,0.47,-3.51,-0.07,0.00,0.00,0.00,0.04,-0.04,0.34,0.94
222,3.62,-0.31,-0.19,0.37,-0.52,-0.44,0.00,0.00,0.00,0.04,-0.04,0.34,0.94
223,3.62,-0.31,-0.19,0.37,-0.52,-0.44,0.00,0.00,0.00,0.10,-0.19,0.33,0.92
224,3.62,-0.31,-0.19,0.50,4.57,0.01,0.00,0.00,0.00,0.10,-0.19,0.33,0.92
225,3.62,0.37,-0.94,0.50,4.57,0.01,0.00,0.00,0.00,0.10,-0.19,0.33,0.92
226,3.62,0.37,-0.94,-0.74,8.20,0.13,0.00,0.00,0.00,0.10,-0.19,0.33,0.92
227,3.62,0.37,-0.94,-0.74,8.20,0.13,0.00,0.00,0.00,0.04,0.01,0.34,0.94
228,3.62,0.37,-0.94,1.68,5.48,0.37,0.00,0.00,0.00,0.04,0.01,0.34,0.94
229,4.81,-0.62,3.62,1.68,5.48,0.37,0.00,0.00,0.00,0.04,0.01,0.34,0.94
230,4.81,-0.62,3.62,0.31,1.71,-0.05,0.00,0.00,0.00,0.04,0.01,0.34,0.94
231,4.81,-0.62,3.62,0.31,1.71,-0.05,0.00,0.00,0.00,0.01,0.30,0.35,0.89
232,4.81,-0.62,3.62,-1.45,-3.72,-0.43,0.00,0.00,0.00,0.01,0.30,0.35,0.89
233,5.62,0.06,4.37,-1.45,-3.72,-0.43,0.00,0.00,0.00,0.01,0.30,0.35,0.89
234,5.62,0.06,4.37,-1.89,-5.71,-0.30,0.00,0.00,0.00,0.01,0.30,0.35,0.89
235,5.62,0.06,4.37,-1.89,-5.71,-0.30,0.00,0.00,0.00,0.00,0.13,0.35,0.93
236,5.62,0.06,4.37,-0.81,-5.81,0.38,0.00,0.00,0.00,0.00,0.13,0.35,0.93
237,4.81,-0.62,2.87,-0.81,-5.81,0.38,0.00,0.00,0.00,0.00,0.13,0.35,0.93
238,4.81,-0.62,2.87,0.81,-3.54,-0.07,0.00,0.00,0.00,0.00,0.13,0.35,0.93
239,4.81,-0.62,2.87,0.81,-3.54,-0.07,0.00,0.00,0.00,0.08,-0.14,0.34,0.93
240,4.81,-0.62,2.87,0.01,0.94,0.14,0.00,0.00,0.00,0.08,-0.14,0.34,0.93
241,3.62,-1.37,-0.94,0.01,0.94,0.14,0.00,0.00,0.00,0.08,-0.14,0.34,0.93
242,3.62,-1.37,-0.94,0.02,4.92,-0.04,0.00,0.00,0.00,0.08,-0.14,0.34,0.93
243,3.62,-1.37,-0.94,0.02,4.92,-0.04,0.00,0.00,0.00,0.07,-0.09,0.35,0.93
244,3.62,-1.37,-0.94,-0.69,6.78,-0.16,0.00,0.00,0.00,0.07,-0.09,0.35,0.93
