,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction
76,3.50,0.81,4.06,0.80,3.17,-0.01,0.00,0.00,0.00,0.05,-0.02,0.32,0.95
77,3.50,0.81,4.06,0.80,3.17,-0.01,0.00,0.00,0.00,-0.00,0.31,0.30,0.90
78,3.50,0.81,4.06,-0.28,-1.26,-0.35,0.00,0.00,0.00,-0.00,0.31,0.30,0.90
79,4.81,-0.94,4.75,-0.28,-1.26,-0.35,0.00,0.00,0.00,-0.00,0.31,0.30,0.90
80,4.81,-0.94,4.75,-1.29,-5.44,-0.17,0.00,0.00,0.00,-0.00,0.31,0.30,0.90
81,4.81,-0.94,4.75,-1.29,-5.44,-0.17,0.00,0.00,0.00,-0.00,0.24,0.30,0.92
82,4.81,-0.94,4.75,-1.14,-8.04,-0.13,0.00,0.00,0.00,-0.00,0.24,0.30,0.92
83,4.06,-3.00,1.69,-1.14,-8.04,-0.13,0.00,0.00,0.00,-0.00,0.24,0.30,0.92
84,4.06,-3.00,1.69,0.06,-7.23,0.05,0.00,0.00,0.00,-0.00,0.24,0.30,0.92
85,4.06,-3.00,1.69,0.06,-7.23,0.05,0.00,0.00,0.00,0.07,-0.12,0.30,0.94
86,4.06,-3.00,1.69,-0.24,-3.09,0.31,0.00,0.00,0.00,0.07,-0.12,0.30,0.94
87,1.12,1.75,-0.88,-0.24,-3.09,0.31,0.00,0.00,0.00,0.07,-0.12,0.30,0.94
88,1.12,1.75,-0.88,0.00,2.14,0.17,0.00,0.00,0.00,0.07,-0.12,0.30,0.94
89,1.12,1.75,-0.88,0.00,2.14,0.17,0.00,0.00,0.00,0.10,-0.26,0.30,0.91
90,1.12,1.75,-0.88,0.55,7.01,-0.54,0.00,0.00,0.00,0.10,-0.26,0.30,0.91
91,2.00,-1.00,-0.19,0.55,7.01,-0.54,0.00,0.00,0.00,0.10,-0.26,0.30,0.91
92,2.00,-1.00,-0.19,-0.27,9.34,-0.10,0.00,0.00,0.00,0.10,-0.26,0.30,0.91
93,2.00,-1.00,-0.19,-0.27,9.34,-0.10,0.00,0.00,0.00,0.01,0.06,0.30,0.95
94,2.00,-1.00,-0.19,1.54,5.89,0.13,0.00,0.00,0.00,0.01,0.06,0.30,0.95
95,4.75,2.50,4.81,1.54,5.89,0.13,0.00,0.00,0.00,0.01,0.06,0.30,0.95
96,4.75,2.50,4.81,0.24,0.67,0.22,0.00,0.00,0.00,0.01,0.06,0.30,0.95
97,4.75,2.50,4.81,0.24,0.67,0.22,0.00,0.00,0.00,-0.01,0.34,0.29,0.89
98,4.75,2.50,4.81,-1.07,-3.93,0.07,0.00,0.00,0.00,-0.01,0.34,0.29,0.89
99,4.00,-0.56,4.06,-1.07,-3.93,0.07,0.00,0.00,0.00,-0.01,0.34,0.29,0.89
100,4.00,-0.56,4.06,-1.68,-8.18,0.12,0.00,0.00,0.00,-0.01,0.34,0.29,0.89
101,4.00,-0.56,4.06,-1.68,-8.18,0.12,0.00,0.00,0.00,0.01,0.15,0.31,0.94
102,4.00,-0.56,4.06,-0.41,-8.43,0.13,0.00,0.00,0.00,0.01,0.15,0.31,0.94
103,3.19,2.44,0.31,-0.41,-8.43,0.13,0.00,0.00,0.00,0.01,0.15,0.31,0.94
104,3.19,2.44,0.31,-0.75,-2.97,0.58,0.00,0.00,0.00,0.01,0.15,0.31,0.94
105,3.19,2.44,0.31,-0.75,-2.97,0.58,0.00,0.00,0.00,0.08,-0.21,0.30,0.93
106,3.19,2.44,0.31,-0.01,2.24,0.64,0.00,0.00,0.00,0.08,-0.21,0.30,0.93
107,2.44,0.69,-2.06,-0.01,2.24,0.64,0.00,0.00,0.00,0.08,-0.21,0.30,0.93
108,2.44,0.69,-2.06,0.80,5.32,-0.34,0.00,0.00,0.00,0.08,-0.21,0.30,0.93
109,2.44,0.69,-2.06,0.80,5.32,-0.34,0.00,0.00,0.00,0.05,-0.13,0.32,0.94
110,2.44,0.69,-2.06,0.93,6.67,-0.19,0.00,0.00,0.00,0.05,-0.13,0.32,0.94
111,4.81,0.75,1.75,0.93,6.67,-0.19,0.00,0.00,0.00,0.05,-0.13,0.32,0.94
112,4.81,0.75,1.75,1.53,5.33,-0.01,0.00,0.00,0.00,0.05,-0.13,0.32,0.94
113,4.81,0.75,1.75,1.53,5.33,-0.01,0.00,0.00,0.00,0.00,0.19,0.32,0.93
114,4.81,0.75,1.75,0.72,2.01,0.09,0.00,0.00,0.00,0.00,0.19,0.32,0.93
115,4.75,1.44,5.19,0.72,2.01,0.09,0.00,0.00,0.00,0.00,0.19,0.32,0.93
116,4.75,1.44,5.19,-0.47,-2.20,-0.31,0.00,0.00,0.00,0.00,0.19,0.32,0.93
117,4.75,1.44,5.19,-0.47,-2.20,-0.31,0.00,0.00,0.00,0.01,0.29,0.31,0.91
118,4.75,1.44,5.19,-1.46,-5.67,-0.25,0.00,0.00,0.00,0.01,0.29,0.31,0.91
119,3.94,-0.25,4.06,-1.46,-5.67,-0.25,0.00,0.00,0.00,0.01,0.29,0.31,0.91
120,3.94,-0.25,4.06,-0.88,-8.15,-0.12,0.00,0.00,0.00,0.01,0.29,0.31,0.91
121,3.94,-0.25,4.06,-0.88,-8.15,-0.12,0.00,0.00,0.00,0.03,-0.01,0.30,0.95
122,3.94,-0.25,4.06,-0.01,-5.19,0.26,0.00,0.00,0.00,0.03,-0.01,0.30,0.95
123,4.00,0.37,-1.31,-0.01,-5.19,0.26,0.00,0.00,0.00,0.03,-0.01,0.30,0.95
124,4.00,0.37,-1.31,-0.05,-0.38,0.59,0.00,0.00,0.00,0.03,-0.01,0.30,0.95
125,4.00,0.37,-1.31,-0.05,-0.38,0.59,0.00,0.00,0.00,0.10,-0.24,0.30,0.92
126,4.00,0.37,-1.31,0.11,4.02,-0.39,0.00,0.00,0.00,0.10,-0.24,0.30,0.92
127,2.00,-0.31,-1.62,0.11,4.02,-0.39,0.00,0.00,0.00,0.10,-0.24,0.30,0.92
128,2.00,-0.31,-1.62,0.51,7.41,-0.49,0.00,0.00,0.00,0.10,-0.24,0.30,0.92
129,2.00,-0.31,-1.62,0.51,7.41,-0.49,0.00,0.00,0.00,0.04,-0.06,0.31,0.95
130,2.00,-0.31,-1.62,1.74,7.37,-0.26,0.00,0.00,0.00,0.04,-0.06,0.31,0.95
131,4.00,0.06,2.50,1.74,7.37,-0.26,0.00,0.00,0.00,0.04,-0.06,0.31,0.95
132,4.00,0.06,2.50,0.75,2.53,-0.09,0.00,0.00,0.00,0.04,-0.06,0.31,0.95
133,4.00,0.06,2.50,0.75,2.53,-0.09,0.00,0.00,0.00,0.02,0.26,0.30,0.92
134,4.00,0.06,2.50,-0.30,-0.46,-0.19,0.00,0.00,0.00,0.02,0.26,0.30,0.92
135,3.94,-0.19,5.19,-0.30,-0.46,-0.19,0.00,0.00,0.00,0.02,0.26,0.30,0.92
136,3.94,-0.19,5.19,-1.40,-5.15,0.07,0.00,0.00,0.00,0.02,0.26,0.30,0.92
137,3.94,-0.19,5.19,-1.40,-5.15,0.07,0.00,0.00,0.00,0.01,0.22,0.29,0.93
138,3.94,-0.19,5.19,-1.26,-7.14,0.12,0.00,0.00,0.00,0.01,0.22,0.29,0.93
139,4.00,0.00,-0.19,-1.26,-7.14,0.12,0.00,0.00,0.00,0.01,0.22,0.29,0.93
140,4.00,0.00,-0.19,0.34,-5.81,0.16,0.00,0.00,0.00,0.01,0.22,0.29,0.93
141,4.00,0.00,-0.19,0.34,-5.81,0.16,0.00,0.00,0.00,0.07,-0.11,0.30,0.95
142,4.00,0.00,-0.19,0.07,-2.08,0.27,0.00,0.00,0.00,0.07,-0.11,0.30,0.95
143,1.56,0.75,-1.62,0.07,-2.08,0.27,0.00,0.00,0.00,0.07,-0.11,0.30,0.95
144,1.56,0.75,-1.62,-0.26,2.00,0.08,0.00,0.00,0.00,0.07,-0.11,0.30,0.95
145,1.56,0.75,-1.62,-0.26,2.00,0.08,0.00,0.00,0.00,0.10,-0.21,0.30,0.93
146,1.56,0.75,-1.62,0.48,6.57,-0.29,0.00,0.00,0.00,0.10,-0.21,0.30,0.93
147,3.62,-0.31,-0.56,0.48,6.57,-0.29,0.00,0.00,0.00,0.10,-0.21,0.30,0.93
148,3.62,-0.31,-0.56,1.43,7.40,-0.18,0.00,0.00,0.00,0.10,-0.21,0.30,0.93
149,3.62,-0.31,-0.56,1.43,7.40,-0.18,0.00,0.00,0.00,0.02,0.07,0.31,0.95
150,3.62,-0.31,-0.56,1.01,4.43,-0.02,0.00,0.00,0.00,0.02,0.07,0.31,0.95
151,3.94,0.44,4.06,1.01,4.43,-0.02,0.00,0.00,0.00,0.02,0.07,0.31,0.95
152,3.94,0.44,4.06,0.18,0.97,0.00,0.00,0.00,0.00,0.02,0.07,0.31,0.95
153,3.94,0.44,4.06,0.18,0.97,0.00,0.00,0.00,0.00,-0.00,0.30,0.30,0.91
154,3.94,0.44,4.06,-0.84,-3.48,-0.14,0.00,0.00,0.00,-0.00,0.30,0.30,0.91
155,4.37,-0.62,3.25,-0.84,-3.48,-0.14,0.00,0.00,0.00,-0.00,0.30,0.30,0.91
156,4.37,-0.62,3.25,-1.48,-7.24,-0.40,0.00,0.00,0.00,-0.00,0.30,0.30,0.91
157,4.37,-0.62,3.25,-1.48,-7.24,-0.40,0.00,0.00,0.00,0.01,0.13,0.29,0.95
158,4.37,-0.62,3.25,0.51,-7.00,0.44,0.00,0.00,0.00,0.01,0.13,0.29,0.95
159,3.56,0.06,0.62,0.51,-7.00,0.44,0.00,0.00,0.00,0.01,0.13,0.29,0.95
160,3.56,0.06,0.62,0.32,-3.40,0.23,0.00,0.00,0.00,0.01,0.13,0.29,0.95
161,3.56,0.06,0.62,0.32,-3.40,0.23,0.00,0.00,0.00,0.10,-0.18,0.29,0.93
162,3.56,0.06,0.62,-0.19,2.35,0.24,0.00,0.00,0.00,0.10,-0.18,0.29,0.93
163,1.56,1.00,-2.06,-0.19,2.35,0.24,0.00,0.00,0.00,0.10,-0.18,0.29,0.93
164,1.56,1.00,-2.06,0.36,6.76,-0.24,0.00,0.00,0.00,0.10,-0.18,0.29,0.93
165,1.56,1.00,-2.06,0.36,6.76,-0.24,0.00,0.00,0.00,0.07,-0.08,0.31,0.95
166,1.56,1.00,-2.06,2.35,7.78,0.09,0.00,0.00,0.00,0.07,-0.08,0.31,0.95
167,3.19,-0.56,3.25,2.35,7.78,0.09,0.00,0.00,0.00,0.07,-0.08,0.31,0.95
168,3.19,-0.56,3.25,1.12,4.09,0.15,0.00,0.00,0.00,0.07,-0.08,0.31,0.95
169,3.19,-0.56,3.25,1.12,4.09,0.15,0.00,0.00,0.00,0.00,0.27,0.31,0.91
170,3.19,-0.56,3.25,0.07,-1.03,0.01,0.00,0.00,0.00,0.00,0.27,0.31,0.91
171,3.94,0.50,4.75,0.07,-1.03,0.01,0.00,0.00,0.00,0.00,0.27,0.31,0.91
172,3.94,0.50,4.75,-0.89,-5.26,-0.04,0.00,0.00,0.00,0.00,0.27,0.31,0.91
173,3.94,0.50,4.75,-0.89,-5.26,-0.04,0.00,0.00,0.00,0.02,0.23,0.31,0.92
174,3.94,0.50,4.75,-1.31,-6.61,0.18,0.00,0.00,0.00,0.02,0.23,0.31,0.92
175,3.94,2.06,1.44,-1.31,-6.61,0.18,0.00,0.00,0.00,0.02,0.23,0.31,0.92
176,3.94,2.06,1.44,-0.47,-5.76,0.35,0.00,0.00,0.00,0.02,0.23,0.31,0.92
177,3.94,2.06,1.44,-0.47,-5.76,0.35,0.00,0.00,0.00,0.07,-0.08,0.31,0.94
178,3.94,2.06,1.44,-0.67,-3.05,0.20,0.00,0.00,0.00,0.07,-0.08,0.31,0.94
179,2.00,-1.31,-0.56,-0.67,-3.05,0.20,0.00,0.00,0.00,0.07,-0.08,0.31,0.94
180,2.00,-1.31,-0.56,-0.02,0.67,-0.03,0.00,0.00,0.00,0.07,-0.08,0.31,0.94
181,2.00,-1.31,-0.56,-0.02,0.67,-0.03,0.00,0.00,0.00,0.09,-0.23,0.30,0.92
182,2.00,-1.31,-0.56,1.10,5.03,-0.36,0.00,0.00,0.00,0.09,-0.23,0.30,0.92
183,1.56,-0.94,0.25,1.10,5.03,-0.36,0.00,0.00,0.00,0.09,-0.23,0.30,0.92
184,1.56,-0.94,0.25,0.10,8.00,0.01,0.00,0.00,0.00,0.09,-0.23,0.30,0.92
185,1.56,-0.94,0.25,0.10,8.00,0.01,0.00,0.00,0.00,0.05,0.01,0.31,0.95
186,1.56,-0.94,0.25,1.22,5.49,0.14,0.00,0.00,0.00,0.05,0.01,0.31,0.95
187,4.37,-1.31,4.00,1.22,5.49,0.14,0.00,0.00,0.00,0.05,0.01,0.31,0.95
188,4.37,-1.31,4.00,0.07,1.11,-0.02,0.00,0.00,0.00,0.05,0.01,0.31,0.95
189,4.37,-1.31,4.00,0.07,1.11,-0.02,0.00,0.00,0.00,0.01,0.27,0.32,0.91
190,4.37,-1.31,4.00,-0.92,-3.11,-0.31,0.00,0.00,0.00,0.01,0.27,0.32,0.91
191,4.81,0.06,3.62,-0.92,-3.11,-0.31,0.00,0.00,0.00,0.01,0.27,0.32,0.91
192,4.81,0.06,3.62,-1.15,-5.87,-0.24,0.00,0.00,0.00,0.01,0.27,0.32,0.91
193,4.81,0.06,3.62,-1.15,-5.87,-0.24,0.00,0.00,0.00,0.01,0.13,0.31,0.94
194,4.81,0.06,3.62,0.06,-7.28,0.23,0.00,0.00,0.00,0.01,0.13,0.31,0.94
195,4.37,0.44,2.50,0.06,-7.28,0.23,0.00,0.00,0.00,0.01,0.13,0.31,0.94
196,4.37,0.44,2.50,-0.54,-3.71,0.40,0.00,0.00,0.00,0.01,0.13,0.31,0.94
197,4.37,0.44,2.50,-0.54,-3.71,0.40,0.00,0.00,0.00,0.09,-0.17,0.31,0.93
198,4.37,0.44,2.50,-0.37,0.90,0.30,0.00,0.00,0.00,0.09,-0.17,0.31,0.93
199,2.44,-0.31,-1.69,-0.37,0.90,0.30,0.00,0.00,0.00,0.09,-0.17,0.31,0.93
200,2.44,-0.31,-1.69,0.84,4.75,-0.34,0.00,0.00,0.00,0.09,-0.17,0.31,0.93
201,2.44,-0.31,-1.69,0.84,4.75,-0.34,0.00,0.00,0.00,0.07,-0.14,0.31,0.94
202,2.44,-0.31,-1.69,0.34,6.53,-0.20,0.00,0.00,0.00,0.07,-0.14,0.31,0.94
203,4.44,0.06,1.37,0.34,6.53,-0.20,0.00,0.00,0.00,0.07,-0.14,0.31,0.94
204,4.44,0.06,1.37,1.19,4.52,-0.07,0.00,0.00,0.00,0.07,-0.14,0.31,0.94
205,4.44,0.06,1.37,1.19,4.52,-0.07,0.00,0.00,0.00,0.02,0.15,0.32,0.94
206,4.44,0.06,1.37,0.43,0.90,-0.12,0.00,0.00,0.00,0.02,0.15,0.32,0.94
207,5.19,3.50,2.94,0.43,0.90,-0.12,0.00,0.00,0.00,0.02,0.15,0.32,0.94
208,5.19,3.50,2.94,-0.62,-3.37,-0.02,0.00,0.00,0.00,0.02,0.15,0.32,0.94
209,5.19,3.50,2.94,-0.62,-3.37,-0.02,0.00,0.00,0.00,0.03,0.19,0.31,0.93
210,5.19,3.50,2.94,-1.38,-6.08,0.53,0.00,0.00,0.00,0.03,0.19,0.31,0.93
211,4.37,1.00,1.00,-1.38,-6.08,0.53,0.00,0.00,0.00,0.03,0.19,0.31,0.93
212,4.37,1.00,1.00,-0.49,-5.31,0.29,0.00,0.00,0.00,0.03,0.19,0.31,0.93
213,4.37,1.00,1.00,-0.49,-5.31,0.29,0.00,0.00,0.00,0.07,-0.09,0.32,0.94
214,4.37,1.00,1.00,-0.42,-2.09,0.35,0.00,0.00,0.00,0.07,-0.09,0.32,0.94
215,2.81,2.75,-1.25,-0.42,-2.09,0.35,0.00,0.00,0.00,0.07,-0.09,0.32,0.94
216,2.81,2.75,-1.25,0.00,0.24,-0.21,0.00,0.00,0.00,0.07,-0.09,0.32,0.94
217,2.81,2.75,-1.25,0.00,0.24,-0.21,0.00,0.00,0.00,0.09,-0.20,0.31,0.92
218,2.81,2.75,-1.25,0.81,4.36,-0.08,0.00,0.00,0.00,0.09,-0.20,0.31,0.92
219,3.62,1.31,-1.62,0.81,4.36,-0.08,0.00,0.00,0.00,0.09,-0.20,0.31,0.92
220,3.62,1.31,-1.62,-0.17,6.88,-0.07,0.00,0.00,0.00,0.09,-0.20,0.31,0.92
221,3.62,1.31,-1.62,-0.17,6.88,-0.07,0.00,0.00,0.00,0.05,0.00,0.33,0.94
222,3.62,1.31,-1.62,1.54,5.66,0.05,0.00,0.00,0.00,0.05,0.00,0.33,0.94
223,5.25,0.75,3.25,1.54,5.66,0.05,0.00,0.00,0.00,0.05,0.00,0.33,0.94
224,5.25,0.75,3.25,0.74,2.61,0.01,0.00,0.00,0.00,0.05,0.00,0.33,0.94
225,5.25,0.75,3.25,0.74,2.61,0.01,0.00,0.00,0.00,0.01,0.27,0.32,0.91
226,5.25,0.75,3.25,-0.58,-1.88,-0.25,0.00,0.00,0.00,0.01,0.27,0.32,0.91
227,4.75,1.75,4.44,-0.58,-1.88,-0.25,0.00,0.00,0.00,0.01,0.27,0.32,0.91
228,4.75,1.75,4.44,-1.53,-6.54,-0.10,0.00,0.00,0.00,0.01,0.27,0.32,0.91
229,4.75,1.75,4.44,-1.53,-6.54,-0.10,0.00,0.00,0.00,0.01,0.18,0.32,0.93
230,4.75,1.75,4.44,-0.56,-8.37,-0.49,0.00,0.00,0.00,0.01,0.18,0.32,0.93
231,4.00,0.75,0.94,-0.56,-8.37,-0.49,0.00,0.00,0.00,0.01,0.18,0.32,0.93
232,4.00,0.75,0.94,-0.61,-5.58,0.16,0.00,0.00,0.00,0.01,0.18,0.32,0.93
233,4.00,0.75,0.94,-0.61,-5.58,0.16,0.00,0.00,0.00,0.09,-0.18,0.30,0.93
234,4.00,0.75,0.94,-0.44,0.29,0.61,0.00,0.00,0.00,0.09,-0.18,0.30,0.93
235,1.12,0.75,-1.62,-0.44,0.29,0.61,0.00,0.00,0.00,0.09,-0.18,0.30,0.93
236,1.12,0.75,-1.62,0.43,4.25,0.52,0.00,0.00,0.00,0.09,-0.18,0.30,0.93
237,1.12,0.75,-1.62,0.43,4.25,0.52,0.00,0.00,0.00,0.07,-0.20,0.32,0.92
238,1.12,0.75,-1.62,1.16,6.58,-0.37,0.00,0.00,0.00,0.07,-0.20,0.32,0.92
239,4.00,-0.31,-0.56,1.16,6.58,-0.37,0.00,0.00,0.00,0.07,-0.20,0.32,0.92
240,4.00,-0.31,-0.56,1.60,6.10,-0.05,0.00,0.00,0.00,0.07,-0.20,0.32,0.92
241,4.00,-0.31,-0.56,1.60,6.10,-0.05,0.00,0.00,0.00,0.02,0.11,0.33,0.94
242,4.00,-0.31,-0.56,0.76,3.62,-0.06,0.00,0.00,0.00,0.02,0.11,0.33,0.94
243,4.44,-1.31,3.25,0.76,3.62,-0.06,0.00,0.00,0.00,0.02,0.11,0.33,0.94
