,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction
70,4.00,0.06,2.56,0.83,2.81,0.09,0.00,0.00,0.00,0.02,-0.10,0.35,0.93
71,4.00,0.06,2.56,0.83,2.81,0.09,0.00,0.00,0.00,-0.01,0.23,0.34,0.91
72,4.00,0.06,2.56,-0.90,-2.41,0.03,0.00,0.00,0.00,-0.01,0.23,0.34,0.91
73,5.25,-0.25,4.06,-0.90,-2.41,0.03,0.00,0.00,0.00,-0.01,0.23,0.34,0.91
74,5.25,-0.25,4.06,-2.01,-7.21,-0.21,0.00,0.00,0.00,-0.01,0.23,0.34,0.91
75,5.25,-0.25,4.06,-2.01,-7.21,-0.21,0.00,0.00,0.00,-0.01,0.10,0.35,0.93
76,5.25,-0.25,4.06,-1.15,-8.07,-0.69,0.00,0.00,0.00,-0.01,0.10,0.35,0.93
77,4.44,-1.94,2.12,-1.15,-8.07,-0.69,0.00,0.00,0.00,-0.01,0.10,0.35,0.93
78,4.44,-1.94,2.12,0.90,-4.71,-0.26,0.00,0.00,0.00,-0.01,0.10,0.35,0.93
79,4.44,-1.94,2.12,0.90,-4.71,-0.26,0.00,0.00,0.00,0.08,-0.26,0.31,0.91
80,4.44,-1.94,2.12,0.26,3.05,0.95,0.00,0.00,0.00,0.08,-0.26,0.31,0.91
81,1.56,1.37,-1.62,0.26,3.05,0.95,0.00,0.00,0.00,0.08,-0.26,0.31,0.91
82,1.56,1.37,-1.62,-0.79,8.19,0.53,0.00,0.00,0.00,0.08,-0.26,0.31,0.91
83,1.56,1.37,-1.62,-0.79,8.19,0.53,0.00,0.00,0.00,0.03,-0.14,0.35,0.93
84,1.56,1.37,-1.62,2.35,8.27,-0.18,0.00,0.00,0.00,0.03,-0.14,0.35,0.93
85,4.00,0.06,2.12,2.35,8.27,-0.18,0.00,0.00,0.00,0.03,-0.14,0.35,0.93
86,4.00,0.06,2.12,1.58,4.05,0.31,0.00,0.00,0.00,0.03,-0.14,0.35,0.93
87,4.00,0.06,2.12,1.58,4.05,0.31,0.00,0.00,0.00,-0.00,0.24,0.34,0.91
88,4.00,0.06,2.12,-0.38,-2.14,0.31,0.00,0.00,0.00,-0.00,0.24,0.34,0.91
89,4.00,-0.25,3.31,-0.38,-2.14,0.31,0.00,0.00,0.00,-0.00,0.24,0.34,0.91
90,4.00,-0.25,3.31,-2.09,-6.66,0.02,0.00,0.00,0.00,-0.00,0.24,0.34,0.91
91,4.00,-0.25,3.31,-2.09,-6.66,0.02,0.00,0.00,0.00,0.02,0.14,0.36,0.92
92,4.00,-0.25,3.31,-1.77,-5.66,-0.63,0.00,0.00,0.00,0.02,0.14,0.36,0.92
93,4.44,0.06,1.81,-1.77,-5.66,-0.63,0.00,0.00,0.00,0.02,0.14,0.36,0.92
94,4.44,0.06,1.81,-0.62,-3.92,-0.20,0.00,0.00,0.00,0.02,0.14,0.36,0.92
95,4.44,0.06,1.81,-0.62,-3.92,-0.20,0.00,0.00,0.00,0.04,-0.15,0.33,0.93
96,4.44,0.06,1.81,0.33,2.25,0.24,0.00,0.00,0.00,0.04,-0.15,0.33,0.93
97,3.25,0.37,-0.88,0.33,2.25,0.24,0.00,0.00,0.00,0.04,-0.15,0.33,0.93
98,3.25,0.37,-0.88,0.37,6.72,-0.11,0.00,0.00,0.00,0.04,-0.15,0.33,0.93
99,3.25,0.37,-0.88,0.37,6.72,-0.11,0.00,0.00,0.00,0.02,-0.06,0.34,0.94
100,3.25,0.37,-0.88,1.62,6.56,-0.15,0.00,0.00,0.00,0.02,-0.06,0.34,0.94
101,4.81,-0.25,2.87,1.62,6.56,-0.15,0.00,0.00,0.00,0.02,-0.06,0.34,0.94
102,4.81,-0.25,2.87,1.28,1.38,0.79,0.00,0.00,0.00,0.02,-0.06,0.34,0.94
103,4.81,-0.25,2.87,1.28,1.38,0.79,0.00,0.00,0.00,-0.01,0.23,0.33,0.91
104,4.81,-0.25,2.87,-1.04,-3.31,-0.07,0.00,0.00,0.00,-0.01,0.23,0.33,0.91
105,4.81,0.81,3.69,-1.04,-3.31,-0.07,0.00,0.00,0.00,-0.01,0.23,0.33,0.91
106,4.81,0.81,3.69,-1.99,-6.45,-0.25,0.00,0.00,0.00,-0.01,0.23,0.33,0.91
107,4.81,0.81,3.69,-1.99,-6.45,-0.25,0.00,0.00,0.00,0.01,0.08,0.34,0.94
108,4.81,0.81,3.69,-1.64,-7.85,-0.50,0.00,0.00,0.00,0.01,0.08,0.34,0.94
109,5.25,1.37,1.44,-1.64,-7.85,-0.50,0.00,0.00,0.00,0.01,0.08,0.34,0.94
110,5.25,1.37,1.44,-0.02,-3.97,-0.29,0.00,0.00,0.00,0.01,0.08,0.34,0.94
111,5.25,1.37,1.44,-0.02,-3.97,-0.29,0.00,0.00,0.00,0.05,-0.26,0.31,0.91
112,5.25,1.37,1.44,0.52,3.14,0.48,0.00,0.00,0.00,0.05,-0.26,0.31,0.91
113,2.00,-1.00,-1.69,0.52,3.14,0.48,0.00,0.00,0.00,0.05,-0.26,0.31,0.91
114,2.00,-1.00,-1.69,2.31,7.81,-0.20,0.00,0.00,0.00,0.05,-0.26,0.31,0.91
115,2.00,-1.00,-1.69,2.31,7.81,-0.20,0.00,0.00,0.00,0.02,-0.12,0.33,0.93
116,2.00,-1.00,-1.69,1.80,6.89,0.06,0.00,0.00,0.00,0.02,-0.12,0.33,0.93
117,5.31,-2.00,0.94,1.80,6.89,0.06,0.00,0.00,0.00,0.02,-0.12,0.33,0.93
118,5.31,-2.00,0.94,0.91,2.59,0.07,0.00,0.00,0.00,0.02,-0.12,0.33,0.93
119,5.31,-2.00,0.94,0.91,2.59,0.07,0.00,0.00,0.00,0.00,0.21,0.33,0.92
120,5.31,-2.00,0.94,-1.36,-4.32,-0.03,0.00,0.00,0.00,0.00,0.21,0.33,0.92
121,5.25,-1.00,2.87,-1.36,-4.32,-0.03,0.00,0.00,0.00,0.00,0.21,0.33,0.92
122,5.25,-1.00,2.87,-2.03,-8.22,-0.49,0.00,0.00,0.00,0.00,0.21,0.33,0.92
123,5.25,-1.00,2.87,-2.03,-8.22,-0.49,0.00,0.00,0.00,0.01,0.01,0.34,0.94
124,5.25,-1.00,2.87,-1.07,-5.68,0.30,0.00,0.00,0.00,0.01,0.01,0.34,0.94
125,3.25,0.00,-0.88,-1.07,-5.68,0.30,0.00,0.00,0.00,0.01,0.01,0.34,0.94
126,3.25,0.00,-0.88,0.44,-0.83,0.13,0.00,0.00,0.00,0.01,0.01,0.34,0.94
127,3.25,0.00,-0.88,0.44,-0.83,0.13,0.00,0.00,0.00,0.05,-0.25,0.32,0.91
128,3.25,0.00,-0.88,0.31,5.51,0.56,0.00,0.00,0.00,0.05,-0.25,0.32,0.91
129,3.25,-1.00,-0.56,0.31,5.51,0.56,0.00,0.00,0.00,0.05,-0.25,0.32,0.91
130,3.25,-1.00,-0.56,2.04,7.94,-0.47,0.00,0.00,0.00,0.05,-0.25,0.32,0.91
131,3.25,-1.00,-0.56,2.04,7.94,-0.47,0.00,0.00,0.00,0.01,-0.02,0.34,0.94
132,3.25,-1.00,-0.56,1.76,5.77,-0.03,0.00,0.00,0.00,0.01,-0.02,0.34,0.94
133,6.06,0.44,3.69,1.76,5.77,-0.03,0.00,0.00,0.00,0.01,-0.02,0.34,0.94
134,6.06,0.44,3.69,0.11,0.31,-0.06,0.00,0.00,0.00,0.01,-0.02,0.34,0.94
135,6.06,0.44,3.69,0.11,0.31,-0.06,0.00,0.00,0.00,-0.00,0.25,0.32,0.91
136,6.06,0.44,3.69,-2.11,-6.58,-0.08,0.00,0.00,0.00,-0.00,0.25,0.32,0.91
137,4.81,-0.25,3.31,-2.11,-6.58,-0.08,0.00,0.00,0.00,-0.00,0.25,0.32,0.91
138,4.81,-0.25,3.31,-2.07,-8.68,-0.58,0.00,0.00,0.00,-0.00,0.25,0.32,0.91
139,4.81,-0.25,3.31,-2.07,-8.68,-0.58,0.00,0.00,0.00,0.01,-0.03,0.32,0.95
140,4.81,-0.25,3.31,-0.69,-5.69,0.43,0.00,0.00,0.00,0.01,-0.03,0.32,0.95
141,2.44,-1.00,-1.31,-0.69,-5.69,0.43,0.00,0.00,0.00,0.01,-0.03,0.32,0.95
142,2.44,-1.00,-1.31,0.72,0.29,0.37,0.00,0.00,0.00,0.01,-0.03,0.32,0.95
143,2.44,-1.00,-1.31,0.72,0.29,0.37,0.00,0.00,0.00,0.07,-0.29,0.31,0.90
144,2.44,-1.00,-1.31,0.23,6.35,0.68,0.00,0.00,0.00,0.07,-0.29,0.31,0.90
145,2.87,-1.62,-0.56,0.23,6.35,0.68,0.00,0.00,0.00,0.07,-0.29,0.31,0.90
146,2.87,-1.62,-0.56,1.89,7.77,-0.13,0.00,0.00,0.00,0.07,-0.29,0.31,0.90
147,2.87,-1.62,-0.56,1.89,7.77,-0.13,0.00,0.00,0.00,0.01,-0.02,0.35,0.94
148,2.87,-1.62,-0.56,1.91,5.45,0.26,0.00,0.00,0.00,0.01,-0.02,0.35,0.94
149,4.87,-1.62,2.50,1.91,5.45,0.26,0.00,0.00,0.00,0.01,-0.02,0.35,0.94
150,4.87,-1.62,2.50,0.32,0.76,0.02,0.00,0.00,0.00,0.01,-0.02,0.35,0.94
151,4.87,-1.62,2.50,0.32,0.76,0.02,0.00,0.00,0.00,-0.00,0.24,0.34,0.91
152,4.87,-1.62,2.50,-1.17,-2.91,-0.61,0.00,0.00,0.00,-0.00,0.24,0.34,0.91
153,5.25,-0.56,4.87,-1.17,-2.91,-0.61,0.00,0.00,0.00,-0.00,0.24,0.34,0.91
154,5.25,-0.56,4.87,-1.94,-7.26,-0.27,0.00,0.00,0.00,-0.00,0.24,0.34,0.91
155,5.25,-0.56,4.87,-1.94,-7.26,-0.27,0.00,0.00,0.00,0.00,0.07,0.34,0.94
156,5.25,-0.56,4.87,-0.55,-6.50,-0.21,0.00,0.00,0.00,0.00,0.07,0.34,0.94
157,3.62,1.06,-0.06,-0.55,-6.50,-0.21,0.00,0.00,0.00,0.00,0.07,0.34,0.94
158,3.62,1.06,-0.06,0.93,-1.13,0.15,0.00,0.00,0.00,0.00,0.07,0.34,0.94
159,3.62,1.06,-0.06,0.93,-1.13,0.15,0.00,0.00,0.00,0.07,-0.21,0.32,0.92
160,3.62,1.06,-0.06,0.16,6.52,0.57,0.00,0.00,0.00,0.07,-0.21,0.32,0.92
161,3.69,0.00,-0.56,0.16,6.52,0.57,0.00,0.00,0.00,0.07,-0.21,0.32,0.92
162,3.69,0.00,-0.56,2.23,8.00,-0.26,0.00,0.00,0.00,0.07,-0.21,0.32,0.92
163,3.69,0.00,-0.56,2.23,8.00,-0.26,0.00,0.00,0.00,0.01,0.05,0.35,0.94
164,3.69,0.00,-0.56,1.81,4.79,0.20,0.00,0.00,0.00,0.01,0.05,0.35,0.94
165,4.37,-0.25,3.31,1.81,4.79,0.20,0.00,0.00,0.00,0.01,0.05,0.35,0.94
166,4.37,-0.25,3.31,0.20,0.70,0.26,0.00,0.00,0.00,0.01,0.05,0.35,0.94
167,4.37,-0.25,3.31,0.20,0.70,0.26,0.00,0.00,0.00,0.01,0.29,0.34,0.89
168,4.37,-0.25,3.31,-1.66,-4.14,-0.35,0.00,0.00,0.00,0.01,0.29,0.34,0.89
169,3.56,1.12,3.75,-1.66,-4.14,-0.35,0.00,0.00,0.00,0.01,0.29,0.34,0.89
170,3.56,1.12,3.75,-2.32,-7.83,-0.75,0.00,0.00,0.00,0.01,0.29,0.34,0.89
171,3.56,1.12,3.75,-2.32,-7.83,-0.75,0.00,0.00,0.00,0.01,0.09,0.34,0.93
172,3.56,1.12,3.75,-1.56,-8.12,-0.25,0.00,0.00,0.00,0.01,0.09,0.34,0.93
173,2.00,-0.62,0.69,-1.56,-8.12,-0.25,0.00,0.00,0.00,0.01,0.09,0.34,0.93
174,2.00,-0.62,0.69,0.35,-2.08,0.11,0.00,0.00,0.00,0.01,0.09,0.34,0.93
175,2.00,-0.62,0.69,0.35,-2.08,0.11,0.00,0.00,0.00,0.06,-0.26,0.32,0.91
176,2.00,-0.62,0.69,0.47,4.42,0.87,0.00,0.00,0.00,0.06,-0.26,0.32,0.91
177,1.12,0.44,0.25,0.47,4.42,0.87,0.00,0.00,0.00,0.06,-0.26,0.32,0.91
178,1.12,0.44,0.25,2.09,7.34,-0.41,0.00,0.00,0.00,0.06,-0.26,0.32,0.91
179,1.12,0.44,0.25,2.09,7.34,-0.41,0.00,0.00,0.00,0.03,-0.07,0.35,0.93
180,1.12,0.44,0.25,2.17,6.70,-0.18,0.00,0.00,0.00,0.03,-0.07,0.35,0.93
181,3.62,0.44,1.44,2.17,6.70,-0.18,0.00,0.00,0.00,0.03,-0.07,0.35,0.93
182,3.62,0.44,1.44,0.62,2.47,-0.09,0.00,0.00,0.00,0.03,-0.07,0.35,0.93
183,3.62,0.44,1.44,0.62,2.47,-0.09,0.00,0.00,0.00,0.01,0.24,0.34,0.91
184,3.62,0.44,1.44,-1.39,-3.89,-0.27,0.00,0.00,0.00,0.01,0.24,0.34,0.91
185,4.75,1.44,3.69,-1.39,-3.89,-0.27,0.00,0.00,0.00,0.01,0.24,0.34,0.91
186,4.75,1.44,3.69,-2.04,-8.02,-0.54,0.00,0.00,0.00,0.01,0.24,0.34,0.91
187,4.75,1.44,3.69,-2.04,-8.02,-0.54,0.00,0.00,0.00,0.01,0.06,0.33,0.94
188,4.75,1.44,3.69,-1.22,-6.70,0.31,0.00,0.00,0.00,0.01,0.06,0.33,0.94
189,3.25,1.06,-0.06,-1.22,-6.70,0.31,0.00,0.00,0.00,0.01,0.06,0.33,0.94
190,3.25,1.06,-0.06,0.20,-0.92,0.31,0.00,0.00,0.00,0.01,0.06,0.33,0.94
191,3.25,1.06,-0.06,0.20,-0.92,0.31,0.00,0.00,0.00,0.05,-0.23,0.32,0.92
192,3.25,1.06,-0.06,0.71,5.51,0.61,0.00,0.00,0.00,0.05,-0.23,0.32,0.92
193,1.94,2.44,-0.06,0.71,5.51,0.61,0.00,0.00,0.00,0.05,-0.23,0.32,0.92
194,1.94,2.44,-0.06,2.01,8.17,-0.08,0.00,0.00,0.00,0.05,-0.23,0.32,0.92
195,1.94,2.44,-0.06,2.01,8.17,-0.08,0.00,0.00,0.00,0.01,0.01,0.34,0.94
196,1.94,2.44,-0.06,1.85,6.49,0.09,0.00,0.00,0.00,0.01,0.01,0.34,0.94
197,4.37,-0.25,2.56,1.85,6.49,0.09,0.00,0.00,0.00,0.01,0.01,0.34,0.94
198,4.37,-0.25,2.56,0.33,1.39,0.08,0.00,0.00,0.00,0.01,0.01,0.34,0.94
199,4.37,-0.25,2.56,0.33,1.39,0.08,0.00,0.00,0.00,-0.01,0.31,0.33,0.89
200,4.37,-0.25,2.56,-1.88,-5.97,-0.10,0.00,0.00,0.00,-0.01,0.31,0.33,0.89
201,4.37,0.13,4.87,-1.88,-5.97,-0.10,0.00,0.00,0.00,-0.01,0.31,0.33,0.89
202,4.37,0.13,4.87,-1.75,-8.26,-0.50,0.00,0.00,0.00,-0.01,0.31,0.33,0.89
203,4.37,0.13,4.87,-1.75,-8.26,-0.50,0.00,0.00,0.00,0.00,0.06,0.34,0.94
204,4.37,0.13,4.87,-1.08,-6.63,0.40,0.00,0.00,0.00,0.00,0.06,0.34,0.94
205,2.87,-1.31,-0.13,-1.08,-6.63,0.40,0.00,0.00,0.00,0.00,0.06,0.34,0.94
206,2.87,-1.31,-0.13,0.34,-0.39,0.08,0.00,0.00,0.00,0.00,0.06,0.34,0.94
207,2.87,-1.31,-0.13,0.34,-0.39,0.08,0.00,0.00,0.00,0.05,-0.23,0.33,0.92
208,2.87,-1.31,-0.13,0.66,5.71,0.48,0.00,0.00,0.00,0.05,-0.23,0.33,0.92
209,2.81,-0.31,0.69,0.66,5.71,0.48,0.00,0.00,0.00,0.05,-0.23,0.33,0.92
210,2.81,-0.31,0.69,2.03,7.39,-0.12,0.00,0.00,0.00,0.05,-0.23,0.33,0.92
211,2.81,-0.31,0.69,2.03,7.39,-0.12,0.00,0.00,0.00,0.02,0.02,0.35,0.94
212,2.81,-0.31,0.69,1.84,5.56,0.17,0.00,0.00,0.00,0.02,0.02,0.35,0.94
213,3.94,2.06,1.81,1.84,5.56,0.17,0.00,0.00,0.00,0.02,0.02,0.35,0.94
214,3.94,2.06,1.81,-0.15,-0.21,-0.16,0.00,0.00,0.00,0.02,0.02,0.35,0.94
215,3.94,2.06,1.81,-0.15,-0.21,-0.16,0.00,0.00,0.00,0.01,0.27,0.34,0.90
216,3.94,2.06,1.81,-2.08,-5.61,-0.39,0.00,0.00,0.00,0.01,0.27,0.34,0.90
217,4.81,-0.62,3.69,-2.08,-5.61,-0.39,0.00,0.00,0.00,0.01,0.27,0.34,0.90
218,4.81,-0.62,3.69,-1.89,-7.68,-0.69,0.00,0.00,0.00,0.01,0.27,0.34,0.90
219,4.81,-0.62,3.69,-1.89,-7.68,-0.69,0.00,0.00,0.00,0.01,-0.00,0.33,0.94
220,4.81,-0.62,3.69,-0.82,-4.83,0.27,0.00,0.00,0.00,0.01,-0.00,0.33,0.94
221,2.37,0.37,0.25,-0.82,-4.83,0.27,0.00,0.00,0.00,0.01,-0.00,0.33,0.94
222,2.37,0.37,0.25,0.62,-0.39,-0.05,0.00,0.00,0.00,0.01,-0.00,0.33,0.94
223,2.37,0.37,0.25,0.62,-0.39,-0.05,0.00,0.00,0.00,0.05,-0.23,0.33,0.92
224,2.37,0.37,0.25,0.50,5.36,0.44,0.00,0.00,0.00,0.05,-0.23,0.33,0.92
225,2.37,1.69,-0.81,0.50,5.36,0.44,0.00,0.00,0.00,0.05,-0.23,0.33,0.92
226,2.37,1.69,-0.81,2.06,7.67,-0.36,0.00,0.00,0.00,0.05,-0.23,0.33,0.92
227,2.37,1.69,-0.81,2.06,7.67,-0.36,0.00,0.00,0.00,0.02,0.00,0.34,0.94
228,2.37,1.69,-0.81,2.02,6.56,-0.05,0.00,0.00,0.00,0.02,0.00,0.34,0.94
229,3.94,2.12,4.12,2.02,6.56,-0.05,0.00,0.00,0.00,0.02,0.00,0.34,0.94
230,3.94,2.12,4.12,0.29,1.31,-0.12,0.00,0.00,0.00,0.02,0.00,0.34,0.94
231,3.94,2.12,4.12,0.29,1.31,-0.12,0.00,0.00,0.00,0.00,0.30,0.32,0.90
232,3.94,2.12,4.12,-1.81,-4.77,-0.25,0.00,0.00,0.00,0.00,0.30,0.32,0.90
233,3.62,-0.94,3.31,-1.81,-4.77,-0.25,0.00,0.00,0.00,0.00,0.30,0.32,0.90
234,3.62,-0.94,3.31,-2.32,-8.12,-0.19,0.00,0.00,0.00,0.00,0.30,0.32,0.90
235,3.62,-0.94,3.31,-2.32,-8.12,-0.19,0.00,0.00,0.00,-0.00,0.08,0.33,0.94
236,3.62,-0.94,3.31,-1.60,-8.33,0.50,0.00,0.00,0.00,-0.00,0.08,0.33,0.94
237,4.00,1.37,-0.06,-1.60,-8.33,0.50,0.00,0.00,0.00,-0.00,0.08,0.33,0.94
238,4.00,1.37,-0.06,-0.12,-1.89,0.24,0.00,0.00,0.00,-0.00,0.08,0.33,0.94
239,4.00,1.37,-0.06,-0.12,-1.89,0.24,0.00,0.00,0.00,0.05,-0.27,0.32,0.91
240,4.00,1.37,-0.06,0.61,5.36,0.99,0.00,0.00,0.00,0.05,-0.27,0.32,0.91
241,2.87,-0.31,-1.31,0.61,5.36,0.99,0.00,0.00,0.00,0.05,-0.27,0.32,0.91
242,2.87,-0.31,-1.31,2.04,7.98,-0.34,0.00,0.00,0.00,0.05,-0.27,0.32,0.91
