,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction
20,2.44,1.06,-1.62,1.17,6.92,0.11,0.00,0.00,0.00,0.08,-0.27,0.30,0.91
21,2.44,1.06,-1.62,1.17,6.92,0.11,0.00,0.00,0.00,0.03,-0.05,0.32,0.95
22,2.44,1.06,-1.62,1.28,5.89,0.05,0.00,0.00,0.00,0.03,-0.05,0.32,0.95
23,5.25,0.37,1.75,1.28,5.89,0.05,0.00,0.00,0.00,0.03,-0.05,0.32,0.95
24,5.25,0.37,1.75,0.94,3.73,0.08,0.00,0.00,0.00,0.03,-0.05,0.32,0.95
25,5.25,0.37,1.75,0.94,3.73,0.08,0.00,0.00,0.00,-0.00,0.23,0.32,0.92
26,5.25,0.37,1.75,-0.18,-0.42,0.14,0.00,0.00,0.00,-0.00,0.23,0.32,0.92
27,3.94,0.81,5.62,-0.18,-0.42,0.14,0.00,0.00,0.00,-0.00,0.23,0.32,0.92
28,3.94,0.81,5.62,-1.45,-4.93,-0.03,0.00,0.00,0.00,-0.00,0.23,0.32,0.92
29,3.94,0.81,5.62,-1.45,-4.93,-0.03,0.00,0.00,0.00,-0.00,0.21,0.33,0.92
30,3.94,0.81,5.62,-1.61,-6.83,-0.15,0.00,0.00,0.00,-0.00,0.21,0.33,0.92
31,4.81,2.44,1.81,-1.61,-6.83,-0.15,0.00,0.00,0.00,-0.00,0.21,0.33,0.92
32,4.81,2.44,1.81,-1.08,-5.35,-0.01,0.00,0.00,0.00,-0.00,0.21,0.33,0.92
33,4.81,2.44,1.81,-1.08,-5.35,-0.01,0.00,0.00,0.00,0.03,-0.11,0.32,0.94
34,4.81,2.44,1.81,-0.38,-2.18,-0.01,0.00,0.00,0.00,0.03,-0.11,0.32,0.94
35,2.44,0.75,-1.25,-0.38,-2.18,-0.01,0.00,0.00,0.00,0.03,-0.11,0.32,0.94
36,2.44,0.75,-1.25,0.13,-0.47,-0.17,0.00,0.00,0.00,0.03,-0.11,0.32,0.94
37,2.44,0.75,-1.25,0.13,-0.47,-0.17,0.00,0.00,0.00,0.05,-0.24,0.31,0.92
38,2.44,0.75,-1.25,1.02,3.58,-0.11,0.00,0.00,0.00,0.05,-0.24,0.31,0.92
39,1.56,0.06,-0.88,1.02,3.58,-0.11,0.00,0.00,0.00,0.05,-0.24,0.31,0.92
40,1.56,0.06,-0.88,1.58,6.60,-0.09,0.00,0.00,0.00,0.05,-0.24,0.31,0.92
41,1.56,0.06,-0.88,1.58,6.60,-0.09,0.00,0.00,0.00,0.04,-0.06,0.32,0.94
42,1.56,0.06,-0.88,1.42,5.37,-0.09,0.00,0.00,0.00,0.04,-0.06,0.32,0.94
43,4.81,2.44,1.81,1.42,5.37,-0.09,0.00,0.00,0.00,0.04,-0.06,0.32,0.94
44,4.81,2.44,1.81,0.94,4.07,0.09,0.00,0.00,0.00,0.04,-0.06,0.32,0.94
45,4.81,2.44,1.81,0.94,4.07,0.09,0.00,0.00,0.00,0.02,0.22,0.32,0.92
46,4.81,2.44,1.81,-0.11,0.93,0.04,0.00,0.00,0.00,0.02,0.22,0.32,0.92
47,4.81,0.44,4.81,-0.11,0.93,0.04,0.00,0.00,0.00,0.02,0.22,0.32,0.92
48,4.81,0.44,4.81,-1.32,-3.29,-0.20,0.00,0.00,0.00,0.02,0.22,0.32,0.92
49,4.81,0.44,4.81,-1.32,-3.29,-0.20,0.00,0.00,0.00,-0.00,0.24,0.33,0.91
50,4.81,0.44,4.81,-1.83,-6.87,-0.11,0.00,0.00,0.00,-0.00,0.24,0.33,0.91
51,5.25,-0.62,2.56,-1.83,-6.87,-0.11,0.00,0.00,0.00,-0.00,0.24,0.33,0.91
52,5.25,-0.62,2.56,-1.31,-6.29,-0.08,0.00,0.00,0.00,-0.00,0.24,0.33,0.91
53,5.25,-0.62,2.56,-1.31,-6.29,-0.08,0.00,0.00,0.00,0.02,-0.07,0.32,0.95
54,5.25,-0.62,2.56,-0.51,-3.02,0.06,0.00,0.00,0.00,0.02,-0.07,0.32,0.95
55,2.37,1.37,-1.62,-0.51,-3.02,0.06,0.00,0.00,0.00,0.02,-0.07,0.32,0.95
56,2.37,1.37,-1.62,0.06,0.04,0.15,0.00,0.00,0.00,0.02,-0.07,0.32,0.95
57,2.37,1.37,-1.62,0.06,0.04,0.15,0.00,0.00,0.00,0.04,-0.22,0.31,0.92
58,2.37,1.37,-1.62,0.86,4.03,0.11,0.00,0.00,0.00,0.04,-0.22,0.31,0.92
59,3.25,0.37,-0.88,0.86,4.03,0.11,0.00,0.00,0.00,0.04,-0.22,0.31,0.92
60,3.25,0.37,-0.88,1.84,6.88,-0.06,0.00,0.00,0.00,0.04,-0.22,0.31,0.92
61,3.25,0.37,-0.88,1.84,6.88,-0.06,0.00,0.00,0.00,0.02,-0.02,0.33,0.94
62,3.25,0.37,-0.88,2.00,6.49,-0.05,0.00,0.00,0.00,0.02,-0.02,0.33,0.94
63,4.00,-0.62,2.12,2.00,6.49,-0.05,0.00,0.00,0.00,0.02,-0.02,0.33,0.94
64,4.00,-0.62,2.12,0.97,3.54,0.19,0.00,0.00,0.00,0.02,-0.02,0.33,0.94
65,4.00,-0.62,2.12,0.97,3.54,0.19,0.00,0.00,0.00,0.01,0.29,0.32,0.90
66,4.00,-0.62,2.12,-0.08,0.01,0.19,0.00,0.00,0.00,0.01,0.29,0.32,0.90
67,5.19,0.13,4.81,-0.08,0.01,0.19,0.00,0.00,0.00,0.01,0.29,0.32,0.90
68,5.19,0.13,4.81,-1.38,-4.11,0.16,0.00,0.00,0.00,0.01,0.29,0.32,0.90
69,5.19,0.13,4.81,-1.38,-4.11,0.16,0.00,0.00,0.00,0.01,0.28,0.33,0.90
70,5.19,0.13,4.81,-2.14,-7.75,0.19,0.00,0.00,0.00,0.01,0.28,0.33,0.90
71,4.00,0.44,1.81,-2.14,-7.75,0.19,0.00,0.00,0.00,0.01,0.28,0.33,0.90
72,4.00,0.44,1.81,-1.69,-6.33,-0.57,0.00,0.00,0.00,0.01,0.28,0.33,0.90
73,4.00,0.44,1.81,-1.69,-6.33,-0.57,0.00,0.00,0.00,0.04,-0.06,0.34,0.94
74,4.00,0.44,1.81,-0.90,-4.39,-0.16,0.00,0.00,0.00,0.04,-0.06,0.34,0.94
75,2.00,0.75,-0.50,-0.90,-4.39,-0.16,0.00,0.00,0.00,0.04,-0.06,0.34,0.94
76,2.00,0.75,-0.50,0.20,0.09,-0.21,0.00,0.00,0.00,0.04,-0.06,0.34,0.94
77,2.00,0.75,-0.50,0.20,0.09,-0.21,0.00,0.00,0.00,0.06,-0.25,0.31,0.91
78,2.00,0.75,-0.50,1.22,5.11,-0.03,0.00,0.00,0.00,0.06,-0.25,0.31,0.91
79,3.75,-2.00,-1.37,1.22,5.11,-0.03,0.00,0.00,0.00,0.06,-0.25,0.31,0.91
80,3.75,-2.00,-1.37,1.97,8.11,-0.02,0.00,0.00,0.00,0.06,-0.25,0.31,0.91
81,3.75,-2.00,-1.37,1.97,8.11,-0.02,0.00,0.00,0.00,0.04,-0.01,0.33,0.94
82,3.75,-2.00,-1.37,2.13,7.24,0.06,0.00,0.00,0.00,0.04,-0.01,0.33,0.94
83,4.81,0.44,2.94,2.13,7.24,0.06,0.00,0.00,0.00,0.04,-0.01,0.33,0.94
84,4.81,0.44,2.94,0.97,3.71,0.27,0.00,0.00,0.00,0.04,-0.01,0.33,0.94
85,4.81,0.44,2.94,0.97,3.71,0.27,0.00,0.00,0.00,0.02,0.33,0.33,0.88
86,4.81,0.44,2.94,-0.25,-0.25,-0.16,0.00,0.00,0.00,0.02,0.33,0.33,0.88
87,3.19,-0.56,5.62,-0.25,-0.25,-0.16,0.00,0.00,0.00,0.02,0.33,0.33,0.88
88,3.19,-0.56,5.62,-1.84,-4.75,0.08,0.00,0.00,0.00,0.02,0.33,0.33,0.88
89,3.19,-0.56,5.62,-1.84,-4.75,0.08,0.00,0.00,0.00,0.01,0.31,0.34,0.89
90,3.19,-0.56,5.62,-2.32,-7.87,0.23,0.00,0.00,0.00,0.01,0.31,0.34,0.89
91,5.69,-0.31,2.56,-2.32,-7.87,0.23,0.00,0.00,0.00,0.01,0.31,0.34,0.89
92,5.69,-0.31,2.56,-1.62,-6.94,-0.56,0.00,0.00,0.00,0.01,0.31,0.34,0.89
93,5.69,-0.31,2.56,-1.62,-6.94,-0.56,0.00,0.00,0.00,0.04,-0.05,0.34,0.94
94,5.69,-0.31,2.56,-0.51,-3.05,0.04,0.00,0.00,0.00,0.04,-0.05,0.34,0.94
95,3.69,-0.69,-0.56,-0.51,-3.05,0.04,0.00,0.00,0.00,0.04,-0.05,0.34,0.94
96,3.69,-0.69,-0.56,0.25,1.24,0.02,0.00,0.00,0.00,0.04,-0.05,0.34,0.94
97,3.69,-0.69,-0.56,0.25,1.24,0.02,0.00,0.00,0.00,0.06,-0.21,0.33,0.92
98,3.69,-0.69,-0.56,1.50,4.96,-0.16,0.00,0.00,0.00,0.06,-0.21,0.33,0.92
99,2.81,0.69,-1.31,1.50,4.96,-0.16,0.00,0.00,0.00,0.06,-0.21,0.33,0.92
100,2.81,0.69,-1.31,2.03,7.20,-0.12,0.00,0.00,0.00,0.06,-0.21,0.33,0.92
101,2.81,0.69,-1.31,2.03,7.20,-0.12,0.00,0.00,0.00,0.03,0.03,0.34,0.94
102,2.81,0.69,-1.31,1.63,5.32,0.10,0.00,0.00,0.00,0.03,0.03,0.34,0.94
103,3.94,0.44,3.31,1.63,5.32,0.10,0.00,0.00,0.00,0.03,0.03,0.34,0.94
104,3.94,0.44,3.31,0.83,3.00,0.03,0.00,0.00,0.00,0.03,0.03,0.34,0.94
105,3.94,0.44,3.31,0.83,3.00,0.03,0.00,0.00,0.00,0.02,0.31,0.33,0.89
106,3.94,0.44,3.31,-0.44,-0.72,-0.25,0.00,0.00,0.00,0.02,0.31,0.33,0.89
107,4.81,0.13,4.44,-0.44,-0.72,-0.25,0.00,0.00,0.00,0.02,0.31,0.33,0.89
108,4.81,0.13,4.44,-1.74,-6.01,0.04,0.00,0.00,0.00,0.02,0.31,0.33,0.89
109,4.81,0.13,4.44,-1.74,-6.01,0.04,0.00,0.00,0.00,0.01,0.25,0.34,0.91
110,4.81,0.13,4.44,-2.17,-9.43,-0.06,0.00,0.00,0.00,0.01,0.25,0.34,0.91
111,4.81,1.06,1.37,-2.17,-9.43,-0.06,0.00,0.00,0.00,0.01,0.25,0.34,0.91
112,4.81,1.06,1.37,-1.51,-6.61,0.40,0.00,0.00,0.00,0.01,0.25,0.34,0.91
113,4.81,1.06,1.37,-1.51,-6.61,0.40,0.00,0.00,0.00,0.06,-0.17,0.33,0.93
114,4.81,1.06,1.37,-0.27,-1.58,0.12,0.00,0.00,0.00,0.06,-0.17,0.33,0.93
115,2.44,1.31,-2.06,-0.27,-1.58,0.12,0.00,0.00,0.00,0.06,-0.17,0.33,0.93
116,2.44,1.31,-2.06,0.66,3.44,0.28,0.00,0.00,0.00,0.06,-0.17,0.33,0.93
117,2.44,1.31,-2.06,0.66,3.44,0.28,0.00,0.00,0.00,0.06,-0.25,0.33,0.91
118,2.44,1.31,-2.06,1.96,7.75,-0.21,0.00,0.00,0.00,0.06,-0.25,0.33,0.91
119,3.25,1.31,-1.25,1.96,7.75,-0.21,0.00,0.00,0.00,0.06,-0.25,0.33,0.91
120,3.25,1.31,-1.25,2.31,7.38,-0.17,0.00,0.00,0.00,0.06,-0.25,0.33,0.91
121,3.25,1.31,-1.25,2.31,7.38,-0.17,0.00,0.00,0.00,0.03,0.11,0.34,0.93
122,3.25,1.31,-1.25,1.21,3.67,0.06,0.00,0.00,0.00,0.03,0.11,0.34,0.93
123,4.75,1.12,4.50,1.21,3.67,0.06,0.00,0.00,0.00,0.03,0.11,0.34,0.93
124,4.75,1.12,4.50,-0.22,0.07,-0.15,0.00,0.00,0.00,0.03,0.11,0.34,0.93
125,4.75,1.12,4.50,-0.22,0.07,-0.15,0.00,0.00,0.00,0.02,0.30,0.33,0.89
126,4.75,1.12,4.50,-1.34,-4.00,-0.07,0.00,0.00,0.00,0.02,0.30,0.33,0.89
127,4.75,1.75,3.75,-1.34,-4.00,-0.07,0.00,0.00,0.00,0.02,0.30,0.33,0.89
128,4.75,1.75,3.75,-1.72,-7.42,0.19,0.00,0.00,0.00,0.02,0.30,0.33,0.89
129,4.75,1.75,3.75,-1.72,-7.42,0.19,0.00,0.00,0.00,0.03,0.10,0.34,0.93
130,4.75,1.75,3.75,-1.47,-6.79,-0.45,0.00,0.00,0.00,0.03,0.10,0.34,0.93
131,4.00,0.69,-1.31,-1.47,-6.79,-0.45,0.00,0.00,0.00,0.03,0.10,0.34,0.93
132,4.00,0.69,-1.31,-0.29,-2.87,0.02,0.00,0.00,0.00,0.03,0.10,0.34,0.93
133,4.00,0.69,-1.31,-0.29,-2.87,0.02,0.00,0.00,0.00,0.08,-0.21,0.32,0.92
134,4.00,0.69,-1.31,-0.00,1.94,0.58,0.00,0.00,0.00,0.08,-0.21,0.32,0.92
135,2.44,-1.00,-2.06,-0.00,1.94,0.58,0.00,0.00,0.00,0.08,-0.21,0.32,0.92
136,2.44,-1.00,-2.06,2.43,7.70,-0.19,0.00,0.00,0.00,0.08,-0.21,0.32,0.92
137,2.44,-1.00,-2.06,2.43,7.70,-0.19,0.00,0.00,0.00,0.07,-0.10,0.34,0.93
138,2.44,-1.00,-2.06,3.12,9.27,-0.13,0.00,0.00,0.00,0.07,-0.10,0.34,0.93
139,4.37,0.75,2.12,3.12,9.27,-0.13,0.00,0.00,0.00,0.07,-0.10,0.34,0.93
140,4.37,0.75,2.12,1.22,3.66,0.20,0.00,0.00,0.00,0.07,-0.10,0.34,0.93
141,4.37,0.75,2.12,1.22,3.66,0.20,0.00,0.00,0.00,0.05,0.30,0.35,0.89
142,4.37,0.75,2.12,-0.35,-0.14,-0.26,0.00,0.00,0.00,0.05,0.30,0.35,0.89
143,4.37,-0.25,5.25,-0.35,-0.14,-0.26,0.00,0.00,0.00,0.05,0.30,0.35,0.89
144,4.37,-0.25,5.25,-1.56,-3.70,-0.11,0.00,0.00,0.00,0.05,0.30,0.35,0.89
145,4.37,-0.25,5.25,-1.56,-3.70,-0.11,0.00,0.00,0.00,0.04,0.29,0.35,0.89
146,4.37,-0.25,5.25,-2.21,-8.14,0.22,0.00,0.00,0.00,0.04,0.29,0.35,0.89
147,4.81,0.75,2.94,-2.21,-8.14,0.22,0.00,0.00,0.00,0.04,0.29,0.35,0.89
148,4.81,0.75,2.94,-2.11,-7.89,-0.54,0.00,0.00,0.00,0.04,0.29,0.35,0.89
149,4.81,0.75,2.94,-2.11,-7.89,-0.54,0.00,0.00,0.00,0.07,-0.08,0.34,0.94
150,4.81,0.75,2.94,-0.92,-3.62,-0.04,0.00,0.00,0.00,0.07,-0.08,0.34,0.94
151,2.44,-1.37,-2.12,-0.92,-3.62,-0.04,0.00,0.00,0.00,0.07,-0.08,0.34,0.94
152,2.44,-1.37,-2.12,-0.16,-0.96,-0.08,0.00,0.00,0.00,0.07,-0.08,0.34,0.94
153,2.44,-1.37,-2.12,-0.16,-0.96,-0.08,0.00,0.00,0.00,0.09,-0.28,0.31,0.90
154,2.44,-1.37,-2.12,0.80,3.68,-0.12,0.00,0.00,0.00,0.09,-0.28,0.31,0.90
155,2.44,0.37,-1.62,0.80,3.68,-0.12,0.00,0.00,0.00,0.09,-0.28,0.31,0.90
156,2.44,0.37,-1.62,1.79,7.59,-0.24,0.00,0.00,0.00,0.09,-0.28,0.31,0.90
157,2.44,0.37,-1.62,1.79,7.59,-0.24,0.00,0.00,0.00,0.08,-0.10,0.32,0.94
158,2.44,0.37,-1.62,1.97,7.03,-0.21,0.00,0.00,0.00,0.08,-0.10,0.32,0.94
159,5.31,-2.69,2.06,1.97,7.03,-0.21,0.00,0.00,0.00,0.08,-0.10,0.32,0.94
160,5.31,-2.69,2.06,0.95,4.07,-0.01,0.00,0.00,0.00,0.08,-0.10,0.32,0.94
161,5.31,-2.69,2.06,0.95,4.07,-0.01,0.00,0.00,0.00,0.05,0.24,0.33,0.91
162,5.31,-2.69,2.06,-0.26,0.54,-0.17,0.00,0.00,0.00,0.05,0.24,0.33,0.91
163,5.62,1.12,4.81,-0.26,0.54,-0.17,0.00,0.00,0.00,0.05,0.24,0.33,0.91
164,5.62,1.12,4.81,-1.43,-3.90,0.00,0.00,0.00,0.00,0.05,0.24,0.33,0.91
165,5.62,1.12,4.81,-1.43,-3.90,0.00,0.00,0.00,0.00,0.03,0.25,0.33,0.91
166,5.62,1.12,4.81,-2.15,-7.44,0.39,0.00,0.00,0.00,0.03,0.25,0.33,0.91
167,4.37,-0.25,2.56,-2.15,-7.44,0.39,0.00,0.00,0.00,0.03,0.25,0.33,0.91
168,4.37,-0.25,2.56,-0.98,-7.18,-0.39,0.00,0.00,0.00,0.03,0.25,0.33,0.91
169,4.37,-0.25,2.56,-0.98,-7.18,-0.39,0.00,0.00,0.00,0.06,-0.10,0.33,0.94
170,4.37,-0.25,2.56,-0.34,-3.21,0.08,0.00,0.00,0.00,0.06,-0.10,0.33,0.94
171,2.44,-0.31,-1.31,-0.34,-3.21,0.08,0.00,0.00,0.00,0.06,-0.10,0.33,0.94
172,2.44,-0.31,-1.31,-0.18,1.42,0.41,0.00,0.00,0.00,0.06,-0.10,0.33,0.94
173,2.44,-0.31,-1.31,-0.18,1.42,0.41,0.00,0.00,0.00,0.09,-0.25,0.32,0.91
174,2.44,-0.31,-1.31,0.49,6.08,0.54,0.00,0.00,0.00,0.09,-0.25,0.32,0.91
175,3.69,0.00,-0.56,0.49,6.08,0.54,0.00,0.00,0.00,0.09,-0.25,0.32,0.91
176,3.69,0.00,-0.56,2.36,7.95,0.26,0.00,0.00,0.00,0.09,-0.25,0.32,0.91
177,3.69,0.00,-0.56,2.36,7.95,0.26,0.00,0.00,0.00,0.03,0.02,0.36,0.93
178,3.69,0.00,-0.56,2.20,5.85,0.19,0.00,0.00,0.00,0.03,0.02,0.36,0.93
179,5.69,-1.69,3.25,2.20,5.85,0.19,0.00,0.00,0.00,0.03,0.02,0.36,0.93
180,5.69,-1.69,3.25,0.53,1.39,0.11,0.00,0.00,0.00,0.03,0.02,0.36,0.93
181,5.69,-1.69,3.25,0.53,1.39,0.11,0.00,0.00,0.00,0.02,0.30,0.35,0.88
182,5.69,-1.69,3.25,-0.94,-3.37,-0.26,0.00,0.00,0.00,0.02,0.30,0.35,0.88
183,4.44,-1.31,3.69,-0.94,-3.37,-0.26,0.00,0.00,0.00,0.02,0.30,0.35,0.88
184,4.44,-1.31,3.69,-2.30,-8.13,0.15,0.00,0.00,0.00,0.02,0.30,0.35,0.88
185,4.44,-1.31,3.69,-2.30,-8.13,0.15,0.00,0.00,0.00,0.04,0.13,0.36,0.92
186,4.44,-1.31,3.69,-2.13,-7.73,-0.64,0.00,0.00,0.00,0.04,0.13,0.36,0.92
187,4.06,-1.00,-0.94,-2.13,-7.73,-0.64,0.00,0.00,0.00,0.04,0.13,0.36,0.92
188,4.06,-1.00,-0.94,-0.65,-3.21,0.05,0.00,0.00,0.00,0.04,0.13,0.36,0.92
189,4.06,-1.00,-0.94,-0.65,-3.21,0.05,0.00,0.00,0.00,0.07,-0.23,0.32,0.91
190,4.06,-1.00,-0.94,0.32,1.21,0.21,0.00,0.00,0.00,0.07,-0.23,0.32,0.91
191,2.00,0.00,-2.06,0.32,1.21,0.21,0.00,0.00,0.00,0.07,-0.23,0.32,0.91
192,2.00,0.00,-2.06,0.68,5.49,0.26,0.00,0.00,0.00,0.07,-0.23,0.32,0.91
193,2.00,0.00,-2.06,0.68,5.49,0.26,0.00,0.00,0.00,0.06,-0.17,0.34,0.92
194,2.00,0.00,-2.06,1.89,6.70,-0.29,0.00,0.00,0.00,0.06,-0.17,0.34,0.92
195,4.81,0.37,1.37,1.89,6.70,-0.29,0.00,0.00,0.00,0.06,-0.17,0.34,0.92
196,4.81,0.37,1.37,1.65,5.24,-0.08,0.00,0.00,0.00,0.06,-0.17,0.34,0.92
197,4.81,0.37,1.37,1.65,5.24,-0.08,0.00,0.00,0.00,0.03,0.15,0.35,0.93
198,4.81,0.37,1.37,0.60,2.30,-0.14,0.00,0.00,0.00,0.03,0.15,0.35,0.93
199,5.19,1.75,4.06,0.60,2.30,-0.14,0.00,0.00,0.00,0.03,0.15,0.35,0.93
200,5.19,1.75,4.06,-0.81,-1.76,-0.05,0.00,0.00,0.00,0.03,0.15,0.35,0.93
201,5.19,1.75,4.06,-0.81,-1.76,-0.05,0.00,0.00,0.00,0.02,0.26,0.34,0.90
202,5.19,1.75,4.06,-1.89,-6.79,0.17,0.00,0.00,0.00,0.02,0.26,0.34,0.90
203,4.81,-0.62,2.12,-1.89,-6.79,0.17,0.00,0.00,0.00,0.02,0.26,0.34,0.90
204,4.81,-0.62,2.12,-1.87,-8.53,-0.50,0.00,0.00,0.00,0.02,0.26,0.34,0.90
205,4.81,-0.62,2.12,-1.87,-8.53,-0.50,0.00,0.00,0.00,0.05,-0.06,0.34,0.94
206,4.81,-0.62,2.12,-0.75,-4.64,-0.19,0.00,0.00,0.00,0.05,-0.06,0.34,0.94
207,3.75,-3.37,-1.37,-0.75,-4.64,-0.19,0.00,0.00,0.00,0.05,-0.06,0.34,0.94
208,3.75,-3.37,-1.37,-0.13,1.18,0.40,0.00,0.00,0.00,0.05,-0.06,0.34,0.94
209,3.75,-3.37,-1.37,-0.13,1.18,0.40,0.00,0.00,0.00,0.08,-0.28,0.31,0.91
210,3.75,-3.37,-1.37,2.13,7.53,-0.31,0.00,0.00,0.00,0.08,-0.28,0.31,0.91
211,3.69,0.37,-0.50,2.13,7.53,-0.31,0.00,0.00,0.00,0.08,-0.28,0.31,0.91
212,3.69,0.37,-0.50,2.66,9.55,-0.44,0.00,0.00,0.00,0.08,-0.28,0.31,0.91
213,3.69,0.37,-0.50,2.66,9.55,-0.44,0.00,0.00,0.00,0.06,0.06,0.33,0.94
214,3.69,0.37,-0.50,1.20,4.10,0.08,0.00,0.00,0.00,0.06,0.06,0.33,0.94
215,4.81,-0.25,4.44,1.20,4.10,0.08,0.00,0.00,0.00,0.06,0.06,0.33,0.94
216,4.81,-0.25,4.44,-0.75,-1.37,-0.14,0.00,0.00,0.00,0.06,0.06,0.33,0.94
217,4.81,-0.25,4.44,-0.75,-1.37,-0.14,0.00,0.00,0.00,0.04,0.28,0.33,0.90
218,4.81,-0.25,4.44,-2.06,-5.72,0.23,0.00,0.00,0.00,0.04,0.28,0.33,0.90
219,5.19,1.12,3.69,-2.06,-5.72,0.23,0.00,0.00,0.00,0.04,0.28,0.33,0.90
220,5.19,1.12,3.69,-2.13,-8.39,-0.03,0.00,0.00,0.00,0.04,0.28,0.33,0.90
221,5.19,1.12,3.69,-2.13,-8.39,-0.03,0.00,0.00,0.00,0.05,-0.01,0.34,0.94
222,5.19,1.12,3.69,-1.01,-5.55,0.23,0.00,0.00,0.00,0.05,-0.01,0.34,0.94
223,3.25,0.37,-1.31,-1.01,-5.55,0.23,0.00,0.00,0.00,0.05,-0.01,0.34,0.94
224,3.25,0.37,-1.31,-0.28,-1.18,0.10,0.00,0.00,0.00,0.05,-0.01,0.34,0.94
225,3.25,0.37,-1.31,-0.28,-1.18,0.10,0.00,0.00,0.00,0.09,-0.27,0.31,0.91
226,3.25,0.37,-1.31,0.51,3.86,0.07,0.00,0.00,0.00,0.09,-0.27,0.31,0.91
227,2.00,-0.31,-2.06,0.51,3.86,0.07,0.00,0.00,0.00,0.09,-0.27,0.31,0.91
228,2.00,-0.31,-2.06,1.96,8.36,-0.32,0.00,0.00,0.00,0.09,-0.27,0.31,0.91
229,2.00,-0.31,-2.06,1.96,8.36,-0.32,0.00,0.00,0.00,0.06,-0.08,0.33,0.94
230,2.00,-0.31,-2.06,2.16,7.49,-0.04,0.00,0.00,0.00,0.06,-0.08,0.33,0.94
231,4.37,0.13,3.69,2.16,7.49,-0.04,0.00,0.00,0.00,0.06,-0.08,0.33,0.94
232,4.37,0.13,3.69,1.01,3.12,0.19,0.00,0.00,0.00,0.06,-0.08,0.33,0.94
233,4.37,0.13,3.69,1.01,3.12,0.19,0.00,0.00,0.00,0.04,0.27,0.33,0.90
234,4.37,0.13,3.69,-0.40,-0.88,-0.06,0.00,0.00,0.00,0.04,0.27,0.33,0.90
235,4.37,0.44,4.50,-0.40,-0.88,-0.06,0.00,0.00,0.00,0.04,0.27,0.33,0.90
236,4.37,0.44,4.50,-1.71,-5.17,0.11,0.00,0.00,0.00,0.04,0.27,0.33,0.90
237,4.37,0.44,4.50,-1.71,-5.17,0.11,0.00,0.00,0.00,0.04,0.22,0.34,0.91
238,4.37,0.44,4.50,-2.25,-8.51,0.05,0.00,0.00,0.00,0.04,0.22,0.34,0.91
239,3.69,-2.31,0.19,-2.25,-8.51,0.05,0.00,0.00,0.00,0.04,0.22,0.34,0.91
240,3.69,-2.31,0.19,-1.23,-7.03,0.16,0.00,0.00,0.00,0.04,0.22,0.34,0.91
241,3.69,-2.31,0.19,-1.23,-7.03,0.16,0.00,0.00,0.00,0.07,-0.17,0.32,0.93
242,3.69,-2.31,0.19,-0.13,-0.99,0.36,0.00,0.00,0.00,0.07,-0.17,0.32,0.93
243,2.37,2.06,-0.50,-0.13,-0.99,0.36,0.00,0.00,0.00,0.07,-0.17,0.32,0.93
