,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,Time,Label,,,0
23,0.01,-0.01,-0.01,-4.06,3,11.44,3.22,9.3,1.29,0.16,-0.31,0.14,0.93,617163,883,W,,,
24,0.01,-0.01,-0.01,-4.06,3,11.44,3.18,9.38,1.29,0.16,-0.31,0.14,0.93,617201,921,W,,,
25,0.01,-0.01,-0.01,-4.06,3,11.44,3.14,9.38,1.26,0.16,-0.31,0.14,0.93,617242,962,W,,,
26,0.01,-0.01,-0.01,-4.06,3,11.44,3.22,9.34,1.29,0.16,-0.31,0.14,0.93,617280,1000,W,,,
27,0,-0.02,0,-4.06,3,11.44,3.22,9.34,1.29,0.16,-0.31,0.14,0.93,617318,1038,W,,,
28,0,-0.02,0,-4.06,3,11.44,3.18,9.38,1.29,0.16,-0.31,0.14,0.93,617357,1077,W,,,
29,0,-0.02,0,-4.06,3,11.44,3.22,9.34,1.29,0.16,-0.31,0.14,0.93,617395,1115,W,,,
30,0,-0.02,0,-4.06,3,11.44,3.22,9.34,1.29,0.16,-0.31,0.14,0.93,617433,1153,W,,,
31,0.01,-0.01,-0.01,-4.06,3,11.44,3.22,9.34,1.29,0.16,-0.31,0.14,0.93,617472,1192,W,,,
32,0.01,-0.02,-0.01,-4.06,3,11.44,3.22,9.34,1.29,0.16,-0.31,0.14,0.93,617510,1230,W,,,
33,0.01,-0.02,-0.01,-4.06,3,11.44,3.22,9.34,1.26,0.16,-0.31,0.14,0.93,617549,1269,W,,,
34,0.01,-0.02,-0.01,-4.06,3,11.44,3.14,9.3,1.22,0.16,-0.31,0.14,0.93,617589,1309,W,,,
35,0.01,-0.02,-0.01,-4.06,3,11.44,3.18,9.38,1.22,0.16,-0.31,0.14,0.93,617626,1346,W,,,
36,0.01,-0.05,-0.01,-4.06,3,11.44,3.18,9.38,1.22,0.16,-0.31,0.14,0.93,617665,1385,W,,,
37,0.01,-0.05,-0.01,-4.06,3,11.44,3.26,9.3,1.29,0.16,-0.31,0.14,0.93,617704,1424,W,,,
38,0.01,-0.05,-0.01,-4.06,3,11.44,3.26,9.38,1.29,0.16,-0.31,0.14,0.93,617745,1465,W,,,
39,0.01,-0.05,-0.01,-4.06,3,11.44,3.34,9.38,1.29,0.16,-0.31,0.14,0.93,617782,1502,W,,,
40,0.01,0.01,0.01,-4.06,3,11.44,3.34,9.38,1.29,0.16,-0.31,0.14,0.93,617822,1542,W,,,
41,0.01,0.01,0.01,-4.06,3,11.44,3.22,9.38,1.22,0.16,-0.31,0.14,0.93,617859,1579,W,,,
42,0.01,0.01,0.01,-4.06,3,11.44,3.18,9.38,1.22,0.16,-0.31,0.14,0.93,617897,1617,W,,,
43,0.01,0.01,0.01,-4.06,3,11.44,3.22,9.38,1.22,0.16,-0.31,0.14,0.93,617935,1655,W,,,
44,0.01,0.01,0.01,-4.38,3.38,13.06,3.22,9.38,1.22,0.16,-0.31,0.14,0.93,617972,1692,W,,,
45,0.01,-0.02,-0.01,-4.38,3.38,13.06,3.22,9.38,1.22,0.16,-0.31,0.14,0.93,618011,1731,W,,,
46,0.01,-0.02,-0.01,-4.38,3.38,13.06,3.26,9.38,1.22,0.16,-0.31,0.14,0.93,618049,1769,W,,,
47,0.01,-0.02,-0.01,-4.38,3.38,13.06,3.22,9.34,1.26,0.16,-0.31,0.14,0.93,618088,1808,W,,,
48,0.01,-0.02,-0.01,-4.38,3.38,13.06,3.18,9.38,1.18,0.16,-0.31,0.14,0.93,618125,1845,W,,,
49,0.01,-0.01,-0.01,-4.38,3.38,13.06,3.18,9.38,1.18,0.16,-0.31,0.14,0.93,618165,1885,W,,,
50,0.01,-0.01,-0.01,-4.38,3.38,13.06,3.22,9.38,1.22,0.16,-0.31,0.14,0.93,618204,1924,W,,,
51,0.01,-0.01,-0.01,-4.38,3.38,13.06,3.18,9.38,1.22,0.16,-0.31,0.14,0.93,618245,1965,W,,,
52,0.01,-0.01,-0.01,-4.38,3.38,13.06,3.22,9.34,1.26,0.16,-0.31,0.14,0.93,618281,2001,W,,,
53,0.01,0,-0.02,-4.38,3.38,13.06,3.22,9.34,1.26,0.16,-0.31,0.14,0.93,618321,2041,W,,,
54,0,0.01,-0.01,-4.38,3.38,13.06,3.22,9.34,1.26,0.16,-0.31,0.14,0.93,618359,2079,W,,,
55,0,0.01,-0.01,-4.38,3.38,13.06,3.18,9.46,1.1,0.16,-0.31,0.14,0.93,618398,2118,W,,,
56,0,0.01,-0.01,-4.38,3.38,13.06,3.18,9.34,1.14,0.16,-0.31,0.14,0.93,618436,2156,W,,,
57,0,0.01,-0.01,-5.31,3.69,13.44,3.18,9.34,1.14,0.16,-0.31,0.14,0.93,618474,2194,W,,,
58,-0.01,-0.04,-0.04,-5.31,3.69,13.44,3.18,9.34,1.14,0.16,-0.31,0.14,0.93,618513,2233,W,,,
59,-0.01,-0.04,-0.04,-5.31,3.69,13.44,3.3,9.42,1.22,0.16,-0.31,0.14,0.93,618553,2273,W,,,
60,-0.01,-0.04,-0.04,-5.31,3.69,13.44,3.34,9.42,1.22,0.16,-0.31,0.14,0.93,618594,2314,W,,,
61,-0.01,-0.04,-0.04,-5.31,3.69,13.44,3.26,9.5,1.22,0.16,-0.31,0.14,0.93,618632,2352,W,,,
62,-0.02,0.02,-0.07,-5.31,3.69,13.44,3.26,9.5,1.22,0.16,-0.31,0.14,0.93,618672,2392,W,,,
63,-0.02,0.02,-0.07,-5.31,3.69,13.44,3.34,9.5,1.26,0.16,-0.31,0.14,0.93,618712,2432,W,,,
64,-0.2,-0.25,0.01,-5.31,3.69,13.44,3.34,9.5,1.26,0.16,-0.31,0.14,0.93,618752,2472,W,,,
65,-0.2,-0.25,0.01,-5.31,3.69,13.44,3.18,9.54,1.18,0.16,-0.31,0.14,0.93,618790,2510,W,,,
66,-0.2,-0.25,0.01,-5.31,3.69,13.44,3.14,9.38,1.37,0.16,-0.31,0.14,0.93,618827,2547,W,,,
67,-0.29,-0.3,-0.06,-5.31,3.69,13.44,3.14,9.38,1.37,0.16,-0.31,0.14,0.93,618866,2586,W,,,
68,-0.29,-0.3,-0.06,-5.31,3.69,13.44,3.07,9.23,1.68,0.16,-0.31,0.14,0.93,618906,2626,W,,,
69,-0.29,-0.3,-0.06,-5.31,3.69,13.44,3.18,9.3,2.37,0.16,-0.31,0.14,0.93,618946,2666,W,,,
70,-0.29,-0.3,-0.06,-5.31,3.69,13.44,3.22,9.46,2.52,0.16,-0.31,0.14,0.93,618984,2704,W,,,
71,-0.45,-0.51,-0.15,-5.31,3.69,13.44,3.22,9.46,2.52,0.16,-0.31,0.14,0.93,619024,2744,W,,,
72,-0.45,-0.51,-0.15,-5.31,3.69,13.44,3.6,9.5,2.64,0.16,-0.31,0.14,0.93,619064,2784,W,,,
73,-0.32,-0.1,0.2,-5.31,3.69,13.44,3.6,9.5,2.64,0.16,-0.31,0.14,0.93,619104,2824,W,,,
74,-0.32,-0.1,0.2,-5.31,3.69,13.44,3.26,7.96,2.86,0.16,-0.31,0.14,0.93,619144,2864,W,,,
75,-0.32,-0.1,0.2,-5.31,3.69,13.44,3.18,7.93,2.9,0.16,-0.31,0.14,0.93,619182,2902,W,,,
76,-0.29,-0.21,0.11,-5.31,3.69,13.44,3.18,7.93,2.9,0.16,-0.31,0.14,0.93,619220,2940,W,,,
77,-0.27,-0.15,0.12,-5.31,3.69,13.44,3.18,7.93,2.9,0.16,-0.31,0.14,0.93,619260,2980,W,,,
78,-0.27,-0.15,0.12,-5.31,3.69,13.44,4.1,8.38,3.48,0.16,-0.31,0.14,0.93,619298,3018,W,,,
79,-0.27,-0.15,0.12,-5.31,3.69,13.44,3.98,8.38,3.55,0.16,-0.31,0.14,0.93,619337,3057,W,,,
80,-0.27,-0.15,0.12,-5.31,3.69,13.44,3.95,8.61,3.59,0.16,-0.31,0.14,0.93,619375,3095,W,,,
81,-0.09,0.07,0.36,-5.31,3.69,13.44,3.95,8.61,3.59,0.16,-0.31,0.14,0.93,619414,3134,W,,,
82,-0.09,0.07,0.36,-5.31,3.69,13.44,3.91,8.42,3.29,0.16,-0.31,0.14,0.93,619452,3172,W,,,
83,-0.09,0.07,0.36,-5.31,3.69,13.44,3.45,8.19,3.29,0.16,-0.31,0.14,0.93,619492,3212,W,,,
84,-0.09,0.07,0.36,-5.31,3.69,13.44,3.68,8.35,3.52,0.16,-0.31,0.14,0.93,619529,3249,W,,,
85,0.06,0.43,0.24,-5.31,3.69,13.44,3.68,8.35,3.52,0.16,-0.31,0.14,0.93,619567,3287,W,,,
86,-0.04,0.05,0.29,-5.31,3.69,13.44,3.68,8.35,3.52,0.16,-0.31,0.14,0.93,619606,3326,W,,,
87,-0.04,0.05,0.29,-5.31,3.69,13.44,4.64,8.57,2.79,0.16,-0.31,0.14,0.93,619644,3364,W,,,
88,-0.04,0.05,0.29,-5.31,3.69,13.44,4.64,9.07,2.33,0.16,-0.31,0.14,0.93,619682,3402,W,,,
89,-0.09,0.02,0.43,-5.31,3.69,13.44,4.64,9.07,2.33,0.16,-0.31,0.14,0.93,619721,3441,W,,,
90,0.04,0.01,0.46,-5.31,3.69,13.44,4.64,9.07,2.33,0.16,-0.31,0.14,0.93,619760,3480,W,,,
91,0.04,0.01,0.46,-5.31,3.69,13.44,4.02,8.73,1.29,0.16,-0.31,0.14,0.93,619798,3518,W,,,
92,0.04,0.01,0.46,-5.31,3.69,13.44,3.76,8.84,1.18,0.16,-0.31,0.14,0.93,619836,3556,W,,,
93,0.04,0.01,0.46,1.56,-3.06,17.75,3.76,8.84,1.18,0.16,-0.31,0.14,0.93,619874,3594,W,,,
94,0.3,-0.17,-0.03,1.56,-3.06,17.75,3.76,8.84,1.18,0.16,-0.31,0.14,0.93,619913,3633,W,,,
95,0.3,-0.17,-0.03,1.56,-3.06,17.75,3.3,8.57,1.03,0.16,-0.31,0.14,0.93,619952,3672,W,,,
96,0.3,-0.17,-0.03,1.56,-3.06,17.75,3.3,8.61,1.14,0.16,-0.31,0.14,0.93,619992,3712,W,,,
97,0.3,-0.17,-0.03,1.56,-3.06,17.75,3.37,8.84,1.29,0.16,-0.31,0.14,0.93,620029,3749,W,,,
98,0.39,-0.52,-0.82,1.56,-3.06,17.75,3.37,8.84,1.29,0.16,-0.31,0.14,0.93,620068,3788,W,,,
99,0.3,-0.76,-0.86,1.56,-3.06,17.75,3.37,8.84,1.29,0.16,-0.31,0.14,0.93,620106,3826,W,,,
100,0.3,-0.76,-0.86,1.56,-3.06,17.75,3.95,9.46,1.48,0.16,-0.31,0.14,0.93,620146,3866,W,,,
101,0.3,-0.76,-0.86,1.56,-3.06,17.75,4.52,9.42,1.64,0.16,-0.31,0.14,0.93,620184,3904,W,,,
102,0.24,-0.5,-0.81,1.56,-3.06,17.75,4.52,9.42,1.64,0.16,-0.31,0.14,0.93,620223,3943,W,,,
103,0.17,-0.42,-0.81,1.56,-3.06,17.75,4.52,9.42,1.64,0.16,-0.31,0.14,0.93,620263,3983,W,,,
104,0.17,-0.42,-0.81,1.56,-3.06,17.75,4.91,9.3,1.68,0.16,-0.31,0.14,0.93,620302,4022,W,,,
105,0.17,-0.42,-0.81,1.56,-3.06,17.75,5.14,9.23,1.6,0.16,-0.31,0.14,0.93,620343,4063,W,,,
106,0.17,-0.42,-0.81,1.56,-3.06,17.75,5.33,9.23,1.6,0.16,-0.31,0.14,0.93,620380,4100,W,,,
107,-0.02,-0.32,-0.56,1.56,-3.06,17.75,5.33,9.23,1.6,0.16,-0.31,0.14,0.93,620419,4139,W,,,
108,-0.02,-0.32,-0.56,1.56,-3.06,17.75,4.87,9.54,1.52,0.16,-0.31,0.14,0.93,620459,4179,W,,,
109,-0.02,-0.32,-0.56,1.56,-3.06,17.75,4.71,10.38,1.52,0.16,-0.31,0.14,0.93,620497,4217,W,,,
110,-0.02,-0.32,-0.56,1.56,-3.06,17.75,3.68,9.23,1.48,0.16,-0.31,0.14,0.93,620536,4256,W,,,
111,-0.02,-0.32,-0.56,3.31,-1.19,16.88,3.68,9.23,1.48,0.16,-0.31,0.14,0.93,620574,4294,W,,,
112,-0.22,0.25,0.34,3.31,-1.19,16.88,3.68,9.23,1.48,0.16,-0.31,0.14,0.93,620614,4334,W,,,
113,-0.22,0.25,0.34,3.31,-1.19,16.88,2.53,8.69,1.87,0.16,-0.31,0.14,0.93,620652,4372,W,,,
114,-0.22,0.25,0.34,3.31,-1.19,16.88,2.95,9.84,1.98,0.16,-0.31,0.14,0.93,620691,4411,W,,,
115,-0.22,0.25,0.34,3.31,-1.19,16.88,3.41,9.61,2.56,0.16,-0.31,0.14,0.93,620729,4449,W,,,
116,-0.55,-0.38,0.65,3.31,-1.19,16.88,3.41,9.61,2.56,0.16,-0.31,0.14,0.93,620767,4487,W,,,
117,-0.55,-0.38,0.65,3.31,-1.19,16.88,3.56,8.5,2.83,0.16,-0.31,0.14,0.93,620806,4526,W,,,
118,-0.55,-0.38,0.65,3.31,-1.19,16.88,3.53,8.57,3.4,0.16,-0.31,0.14,0.93,620845,4565,W,,,
119,-0.55,-0.38,0.65,3.31,-1.19,16.88,4.1,8.5,2.52,0.16,-0.31,0.14,0.93,620882,4602,W,,,
120,-0.48,-0.17,0.78,3.31,-1.19,16.88,4.1,8.5,2.52,0.16,-0.31,0.14,0.93,620921,4641,W,,,
121,-0.48,-0.17,0.78,3.31,-1.19,16.88,4.06,8.42,2.33,0.16,-0.31,0.14,0.93,620961,4681,W,,,
122,-0.48,-0.17,0.78,3.31,-1.19,16.88,4.02,8.42,2.37,0.16,-0.31,0.14,0.93,621001,4721,W,,,
123,-0.48,-0.17,0.78,3.31,-1.19,16.88,4.37,8.08,2.18,0.16,-0.31,0.14,0.93,621040,4760,W,,,
124,-0.48,-0.17,0.78,3.31,-1.19,16.88,4.56,8.38,2.56,0.16,-0.31,0.14,0.93,621078,4798,W,,,
125,0.19,0.45,0.72,3.31,-1.19,16.88,4.56,8.38,2.56,0.16,-0.31,0.14,0.93,621116,4836,W,,,
126,0.19,0.45,0.72,3.31,-1.19,16.88,4.29,8.38,2.06,0.16,-0.31,0.14,0.93,621155,4875,W,,,
127,0.19,0.45,0.72,3.31,-1.19,16.88,4.75,9.84,1.95,0.16,-0.31,0.14,0.93,621194,4914,W,,,
128,0.19,0.45,0.72,3.31,-1.19,16.88,5.14,10.3,1.56,0.16,-0.31,0.14,0.93,621231,4951,W,,,
129,0.59,0.79,-0.02,3.31,-1.19,16.88,5.14,10.3,1.56,0.16,-0.31,0.14,0.93,621270,4990,W,,,
130,0.59,0.79,-0.02,3.31,-1.19,16.88,4.48,9.88,1.14,0.16,-0.31,0.14,0.93,621309,5029,W,,,
131,0.49,0.27,-0.04,3.31,-1.19,16.88,4.48,9.88,1.14,0.16,-0.31,0.14,0.93,621347,5067,W,,,
132,0.49,0.27,-0.04,3.31,-1.19,16.88,4.02,7.77,1.1,0.16,-0.31,0.14,0.93,621385,5105,W,,,
133,0.49,0.27,-0.04,3.31,-1.19,16.88,3.79,7.93,0.99,0.16,-0.31,0.14,0.93,621423,5143,W,,,
134,0.49,0.27,-0.04,3.31,-1.19,16.88,3.79,8.61,0.64,0.16,-0.31,0.14,0.93,621462,5182,W,,,
135,0.49,0.27,-0.04,3.31,-1.19,16.88,3.91,9.11,0.61,0.16,-0.31,0.14,0.93,621502,5222,W,,,
136,0.49,0.27,-0.04,3.31,-1.19,16.88,3.34,9.54,0.49,0.16,-0.31,0.14,0.93,621541,5261,W,,,
137,0.49,0.27,-0.04,3.31,-1.19,16.88,3.37,9.27,0.87,0.16,-0.31,0.14,0.93,621578,5298,W,,,
138,0.46,-0.25,-0.75,3.31,-1.19,16.88,3.37,9.27,0.87,0.16,-0.31,0.14,0.93,621617,5337,W,,,
139,0.46,-0.25,-0.75,3.31,-1.19,16.88,3.53,9.42,0.72,0.16,-0.31,0.14,0.93,621656,5376,W,,,
140,0.46,-0.25,-0.75,3.31,-1.19,16.88,3.91,9.46,0.76,0.16,-0.31,0.14,0.93,621694,5414,W,,,
141,0.46,-0.25,-0.75,3.31,-1.19,16.88,4.14,9.42,0.91,0.16,-0.31,0.14,0.93,621731,5451,W,,,
142,0.42,-0.1,-0.87,3.31,-1.19,16.88,4.14,9.42,0.91,0.16,-0.31,0.14,0.93,621771,5491,W,,,
143,0.42,-0.1,-0.87,3.31,-1.19,16.88,4.29,9.84,0.76,0.16,-0.31,0.14,0.93,621811,5531,W,,,
144,0.32,0.11,-0.71,3.31,-1.19,16.88,4.29,9.84,0.76,0.16,-0.31,0.14,0.93,621851,5571,W,,,
145,0.32,0.11,-0.71,3.31,-1.19,16.88,3.91,9.54,0.8,0.16,-0.31,0.14,0.93,621890,5610,W,,,
146,0.32,0.11,-0.71,3.31,-1.19,16.88,3.49,9.3,1.03,0.16,-0.31,0.14,0.93,621927,5647,W,,,
147,0.32,0.11,-0.71,3.31,-1.19,16.88,3.03,9.76,0.76,0.16,-0.31,0.14,0.93,621966,5686,W,,,
148,-0.52,-1.72,-0.51,3.31,-1.19,16.88,3.03,9.76,0.76,0.16,-0.31,0.14,0.93,622004,5724,W,,,
149,-0.52,-1.72,-0.51,3.31,-1.19,16.88,3.56,9.19,1.22,0.16,-0.31,0.14,0.93,622044,5764,W,,,
150,-0.52,-1.72,-0.51,3.31,-1.19,16.88,3.34,8.73,1.79,0.16,-0.31,0.14,0.93,622082,5802,W,,,
151,-0.13,0.29,0.21,3.31,-1.19,16.88,3.34,8.73,1.79,0.16,-0.31,0.14,0.93,622123,5843,W,,,
152,-0.25,-0.21,0.23,3.31,-1.19,16.88,3.34,8.73,1.79,0.16,-0.31,0.14,0.93,622161,5881,W,,,
153,-0.25,-0.21,0.23,3.31,-1.19,16.88,2.3,8.73,1.91,0.16,-0.31,0.14,0.93,622201,5921,W,,,
154,-0.25,-0.21,0.23,3.31,-1.19,16.88,2.41,8.84,1.95,0.16,-0.31,0.14,0.93,622240,5960,W,,,
155,-0.25,-0.21,0.23,3.31,-1.19,16.88,2.8,8.69,2.25,0.16,-0.31,0.14,0.93,622278,5998,W,,,
156,-0.39,0.06,0.52,3.31,-1.19,16.88,2.8,8.69,2.25,0.16,-0.31,0.14,0.93,622316,6036,W,,,
157,-0.44,0.03,0.67,3.31,-1.19,16.88,2.8,8.69,2.25,0.16,-0.31,0.14,0.93,622355,6075,W,,,
158,-0.44,0.03,0.67,3.31,-1.19,16.88,3.83,9.11,2.67,0.16,-0.31,0.14,0.93,622394,6114,W,,,
159,-0.44,0.03,0.67,3.31,-1.19,16.88,3.98,9.27,2.75,0.16,-0.31,0.14,0.93,622431,6151,W,,,
160,-0.38,0.29,0.88,3.31,-1.19,16.88,3.98,9.27,2.75,0.16,-0.31,0.14,0.93,622471,6191,W,,,
161,-0.32,0.51,0.98,3.31,-1.19,16.88,3.98,9.27,2.75,0.16,-0.31,0.14,0.93,622509,6229,W,,,
162,-0.32,0.51,0.98,3.31,-1.19,16.88,4.6,10.18,2.25,0.16,-0.31,0.14,0.93,622585,6305,W,,,
163,-0.32,0.51,0.98,3.31,-1.19,16.88,4.83,10.91,2.37,0.16,-0.31,0.14,0.93,622623,6343,W,,,
164,-0.23,0.4,0.79,3.31,-1.19,16.88,4.83,10.91,2.37,0.16,-0.31,0.14,0.93,622662,6382,W,,,
165,-0.23,0.4,0.79,3.31,-1.19,16.88,4.41,8.92,1.37,0.16,-0.31,0.14,0.93,622701,6421,W,,,
166,-0.23,0.4,0.79,3.31,-1.19,16.88,4.21,8.23,1.26,0.16,-0.31,0.14,0.93,622740,6460,W,,,
167,-0.23,0.4,0.79,3.31,-1.19,16.88,4.18,8.38,1.22,0.16,-0.31,0.14,0.93,622777,6497,W,,,
168,0.12,0.73,0.64,3.31,-1.19,16.88,4.18,8.38,1.22,0.16,-0.31,0.14,0.93,622816,6536,T,,,
169,0.15,0.53,0.36,3.31,-1.19,16.88,4.18,8.38,1.22,0.16,-0.31,0.14,0.93,622855,6575,T,,,
170,0.15,0.53,0.36,3.31,-1.19,16.88,3.76,8.57,0.87,0.16,-0.31,0.14,0.93,622894,6614,T,,,
171,0.15,0.53,0.36,3.31,-1.19,16.88,3.64,8.8,0.87,0.16,-0.31,0.14,0.93,622930,6650,T,,,
172,0.12,-0.09,-0.07,3.31,-1.19,16.88,3.64,8.8,0.87,0.16,-0.31,0.14,0.93,622970,6690,T,,,
173,0.21,-0.16,-0.26,3.31,-1.19,16.88,3.64,8.8,0.87,0.16,-0.31,0.14,0.93,623009,6729,T,,,
174,0.21,-0.16,-0.26,3.31,-1.19,16.88,3.72,8.73,1.33,0.16,-0.31,0.14,0.93,623048,6768,T,,,
175,0.21,-0.16,-0.26,3.31,-1.19,16.88,3.76,8.73,1.45,0.16,-0.31,0.14,0.93,623087,6807,T,,,
176,0.21,-0.16,-0.26,3.31,-1.19,16.88,3.76,8.69,1.52,0.16,-0.31,0.14,0.93,623125,6845,T,,,
177,0.34,-0.35,-0.95,3.31,-1.19,16.88,3.76,8.69,1.52,0.16,-0.31,0.14,0.93,623164,6884,T,,,
178,0.34,-0.35,-0.95,3.31,-1.19,16.88,4.02,8.96,1.18,0.16,-0.31,0.14,0.93,623203,6923,T,,,
179,0.34,-0.35,-0.95,3.31,-1.19,16.88,4.18,9.11,1.37,0.16,-0.31,0.14,0.93,623243,6963,T,,,
180,0.34,-0.35,-0.95,3.31,-1.19,16.88,4.06,9.19,1.41,0.16,-0.31,0.14,0.93,623281,7001,T,,,
181,0.7,0.16,-1.18,3.31,-1.19,16.88,4.06,9.19,1.41,0.16,-0.31,0.14,0.93,623320,7040,T,,,
182,0.56,-0.21,-1.55,3.31,-1.19,16.88,4.06,9.19,1.41,0.16,-0.31,0.14,0.93,623358,7078,T,,,
183,0.56,-0.21,-1.55,3.31,-1.19,16.88,3.76,9.46,1.06,0.16,-0.31,0.14,0.93,623397,7117,T,,,
184,0.56,-0.21,-1.55,3.31,-1.19,16.88,4.64,9.38,1.95,0.16,-0.31,0.14,0.93,623435,7155,T,,,
185,0.56,-0.21,-1.55,3.31,-1.19,16.88,4.37,9.38,2.18,0.16,-0.31,0.14,0.93,623473,7193,T,,,
186,0.17,-0.59,-0.31,3.31,-1.19,16.88,4.37,9.38,2.18,0.16,-0.31,0.14,0.93,623513,7233,T,,,
187,0.17,-0.59,-0.31,3.31,-1.19,16.88,3.26,8.77,2.02,0.16,-0.31,0.14,0.93,623551,7271,T,,,
188,0.17,-0.59,-0.31,3.31,-1.19,16.88,2.91,8.31,1.83,0.16,-0.31,0.14,0.93,623591,7311,T,,,
189,0.17,-0.59,-0.31,3.31,-1.19,16.88,2.61,8.23,1.56,0.16,-0.31,0.14,0.93,623629,7349,T,,,
190,-0.06,-0.61,-0.02,3.31,-1.19,16.88,2.61,8.23,1.56,0.16,-0.31,0.14,0.93,623668,7388,T,,,
191,-0.09,-0.6,0.22,3.31,-1.19,16.88,2.61,8.23,1.56,0.16,-0.31,0.14,0.93,623707,7427,T,,,
192,-0.09,-0.6,0.22,3.31,-1.19,16.88,1.69,9.11,1.6,0.16,-0.31,0.14,0.93,623746,7466,T,,,
193,-0.09,-0.6,0.22,3.31,-1.19,16.88,1.77,9.27,1.95,0.16,-0.31,0.14,0.93,623784,7504,T,,,
194,-0.09,-0.6,0.22,0,-25.81,19,1.77,9.27,1.95,0.16,-0.31,0.14,0.93,623821,7541,T,,,
195,-0.38,-0.96,0.65,0,-25.81,19,1.77,9.27,1.95,0.16,-0.31,0.14,0.93,623861,7581,T,,,
196,-0.38,-0.96,0.65,0,-25.81,19,2.64,8.8,1.71,0.16,-0.31,0.14,0.93,623901,7621,T,,,
197,-0.38,-0.96,0.65,0,-25.81,19,2.41,9.8,1.45,0.16,-0.31,0.14,0.93,623942,7662,T,,,
198,-0.38,-0.96,0.65,0,-25.81,19,3.11,12.37,0.49,0.16,-0.31,0.14,0.93,623980,7700,T,,,
199,-0.38,-0.65,0.43,0,-25.81,19,3.11,12.37,0.49,0.16,-0.31,0.14,0.93,624021,7741,T,,,
200,-0.38,-0.65,0.43,0,-25.81,19,2.64,8.88,0.34,0.16,-0.31,0.14,0.93,624062,7782,T,,,
201,-0.26,-0.79,0.3,0,-25.81,19,2.64,8.88,0.34,0.16,-0.31,0.14,0.93,624102,7822,T,,,
202,-0.26,-0.79,0.3,0,-25.81,19,3.22,9.07,-0.09,0.16,-0.31,0.14,0.93,624142,7862,T,,,
203,-0.26,-0.79,0.3,0,-25.81,19,3.45,9.3,0.11,0.16,-0.31,0.14,0.93,624181,7901,T,,,
