,Xg,Yg,Zg,Xm,Ym,Zm
262,-1.03,-0.68,-2.37,10.06,-2.25,11.75
263,-1.03,-0.68,-2.37,10.44,-1.06,7.62
264,-0.30,-1.95,-2.40,10.44,-1.06,7.62
265,-0.30,-1.95,-2.40,11.06,3.62,6.25
266,-0.24,-2.30,-2.31,11.06,3.62,6.25
267,-0.24,-2.30,-2.31,10.44,4.69,4.50
268,0.41,-2.07,-2.40,10.44,4.69,4.50
269,0.41,-2.07,-2.40,9.69,5.69,0.06
270,0.13,-0.68,-2.86,9.69,5.69,0.06
271,0.13,-0.68,-2.86,8.81,8.50,-1.69
272,-0.08,0.11,-3.36,8.81,8.50,-1.69
273,-0.08,0.11,-3.36,8.88,9.69,-2.56
274,-0.85,0.43,-3.12,8.88,9.69,-2.56
275,-0.85,0.43,-3.12,8.38,12.06,-3.12
276,-0.82,0.04,-2.23,8.38,12.06,-3.12
277,-0.82,0.04,-2.23,8.13,16.31,-3.12
278,-1.60,0.35,-1.69,8.13,16.31,-3.12
279,-1.60,0.35,-1.69,7.81,16.50,-2.56
280,-1.67,1.03,-1.58,7.81,16.50,-2.56
281,-1.67,1.03,-1.58,7.69,17.06,-0.50
282,-0.60,0.07,0.50,7.69,17.06,-0.50
283,-0.60,0.07,0.50,7.62,19.00,0.06
284,0.11,-0.40,2.35,7.62,19.00,0.06
285,0.11,-0.40,2.35,7.87,19.62,-0.69
286,1.16,-0.34,2.68,7.87,19.62,-0.69
287,1.16,-0.34,2.68,8.56,15.75,0.75
288,0.61,-1.32,2.99,8.56,15.75,0.75
289,0.61,-1.32,2.99,8.69,15.31,-0.19
290,0.78,-1.57,3.00,8.69,15.31,-0.19
291,0.78,-1.57,3.00,8.50,12.13,-1.50
292,1.18,-0.90,2.74,8.50,12.13,-1.50
293,1.18,-0.90,2.74,8.31,9.31,-1.81
294,1.69,-0.33,2.47,8.31,9.31,-1.81
295,1.69,-0.33,2.47,7.44,7.19,-0.56
296,1.80,0.81,1.33,7.44,7.19,-0.56
297,1.80,0.81,1.33,6.94,2.75,2.31
298,1.71,0.98,1.32,6.94,2.75,2.31
299,1.71,0.98,1.32,7.87,-0.69,3.06
300,1.05,1.00,1.03,7.87,-0.69,3.06
301,1.05,1.00,1.03,7.94,-1.62,5.44
302,0.40,0.87,1.13,7.94,-1.62,5.44
303,0.40,0.87,1.13,6.87,-1.69,6.19
304,0.24,1.50,0.22,6.87,-1.69,6.19
305,0.24,1.50,0.22,7.81,-3.31,7.56
306,-0.28,1.29,0.81,7.81,-3.31,7.56
307,-0.28,1.29,0.81,8.25,-5.75,8.69
308,-0.62,1.41,0.62,8.25,-5.75,8.69
309,-0.62,1.41,0.62,7.75,-4.75,11.25
310,-0.20,1.86,-1.19,7.75,-4.75,11.25
311,-0.20,1.86,-1.19,9.00,-5.06,11.69
312,-0.66,0.54,-2.01,9.00,-5.06,11.69
313,-0.66,0.54,-2.01,10.50,-1.81,12.75
314,-0.55,-1.19,-2.63,10.50,-1.81,12.75
315,-0.55,-1.19,-2.63,11.88,0.62,9.19
316,-0.35,-2.69,-1.96,11.88,0.62,9.19
317,-0.35,-2.69,-1.96,12.88,2.37,6.87
318,-0.64,-2.95,-1.77,12.88,2.37,6.87
319,-0.64,-2.95,-1.77,10.56,3.50,3.19
320,0.15,-1.75,-2.10,10.56,3.50,3.19
321,0.15,-1.75,-2.10,9.13,6.37,1.00
322,0.04,-0.50,-2.77,9.13,6.37,1.00
323,0.04,-0.50,-2.77,9.13,8.56,-2.31
324,0.08,0.07,-2.44,9.13,8.56,-2.31
325,0.08,0.07,-2.44,8.69,11.31,-3.44
326,-0.59,1.42,-2.98,8.69,11.31,-3.44
327,-0.59,1.42,-2.98,8.63,12.31,-2.69
328,-0.95,1.13,-0.96,8.63,12.31,-2.69
329,-0.95,1.13,-0.96,9.06,13.81,-1.50
330,-0.87,1.92,-1.80,9.06,13.81,-1.50
331,-0.87,1.92,-1.80,10.31,15.44,-1.12
332,-0.68,0.83,-0.76,10.31,15.44,-1.12
333,-0.68,0.83,-0.76,10.38,17.06,1.25
334,-0.56,-0.16,0.05,10.38,17.06,1.25
335,-0.56,-0.16,0.05,9.31,16.69,2.00
336,-0.09,-0.61,0.62,9.31,16.69,2.00
337,-0.09,-0.61,0.62,10.06,17.56,1.62
338,-0.03,-1.26,1.71,10.06,17.56,1.62
339,-0.03,-1.26,1.71,10.44,16.62,0.75
340,0.22,-1.55,2.34,10.44,16.62,0.75
341,0.22,-1.55,2.34,9.81,15.50,-1.56
342,0.06,-1.46,2.74,9.81,15.50,-1.56
343,0.06,-1.46,2.74,9.00,12.38,-1.12
344,0.64,-1.21,2.90,9.00,12.38,-1.12
345,0.64,-1.21,2.90,9.25,12.88,-0.75
346,0.89,-0.30,2.01,9.25,12.88,-0.75
347,0.89,-0.30,2.01,8.75,8.06,-1.06
348,1.52,-0.36,2.24,8.75,8.06,-1.06
349,1.52,-0.36,2.24,7.81,8.56,-2.06
350,1.35,-0.29,1.69,7.81,8.56,-2.06
351,1.35,-0.29,1.69,8.38,4.50,0.56
352,1.37,-0.38,1.80,8.38,4.50,0.56
353,1.37,-0.38,1.80,6.94,2.75,2.31
354,1.21,0.53,0.89,6.94,2.75,2.31
355,1.21,0.53,0.89,5.62,-0.31,4.44
356,1.05,1.07,0.61,5.62,-0.31,4.44
357,1.05,1.07,0.61,5.69,-2.25,4.37
358,0.86,1.23,1.03,5.69,-2.25,4.37
359,0.86,1.23,1.03,6.81,-3.19,6.69
360,0.59,2.63,-0.27,6.81,-3.19,6.69
361,0.59,2.63,-0.27,6.81,-4.81,9.81
362,-0.02,2.63,0.26,6.81,-4.81,9.81
363,-0.02,2.63,0.26,7.06,-4.69,12.94
364,-1.01,2.18,-1.17,7.06,-4.69,12.94
365,-1.01,2.18,-1.17,9.75,-3.81,12.88
366,-1.08,-0.31,-1.35,9.75,-3.81,12.88
367,-1.08,-0.31,-1.35,10.50,-2.75,12.94
368,-1.71,-1.99,-1.44,10.50,-2.75,12.94
369,-1.71,-1.99,-1.44,11.31,-1.37,9.81
370,-0.65,-2.02,-2.20,11.31,-1.37,9.81
371,-0.65,-2.02,-2.20,10.56,3.06,5.94
372,-0.27,-2.31,-2.00,10.56,3.06,5.94
373,-0.27,-2.31,-2.00,9.94,5.06,3.87
374,0.45,-2.88,-1.57,9.94,5.06,3.87
375,0.45,-2.88,-1.57,8.69,5.75,-0.44
376,0.46,-1.45,-1.57,8.69,5.75,-0.44
377,0.46,-1.45,-1.57,7.62,6.75,-3.19
378,0.08,0.90,-2.40,7.62,6.75,-3.19
379,0.08,0.90,-2.40,8.13,6.94,-2.81
380,-0.49,1.62,-3.08,8.13,6.94,-2.81
381,-0.49,1.62,-3.08,8.63,9.69,-2.50
382,-1.17,1.12,-2.87,8.63,9.69,-2.50
383,-1.17,1.12,-2.87,8.63,9.69,-2.50
384,-1.13,0.41,-1.85,8.63,9.69,-2.50
385,-1.13,0.41,-1.85,9.31,13.81,-1.56
386,-1.19,0.44,-0.77,9.31,13.81,-1.56
387,-1.19,0.44,-0.77,8.94,16.44,0.00
388,-0.47,0.23,0.16,8.94,16.44,0.00
389,-0.47,0.23,0.16,9.13,16.00,1.12
390,0.03,-0.45,0.43,9.13,16.00,1.12
391,0.03,-0.45,0.43,9.63,16.00,1.06
392,-0.18,-1.36,1.50,9.63,16.00,1.06
393,-0.18,-1.36,1.50,8.94,15.00,-0.19
394,0.91,-1.14,2.31,8.94,15.00,-0.19
395,0.91,-1.14,2.31,9.38,14.69,-1.81
396,0.90,-0.93,3.03,9.38,14.69,-1.81
397,0.90,-0.93,3.03,9.31,13.19,-1.37
398,0.47,-0.58,2.92,9.31,13.19,-1.37
399,0.47,-0.58,2.92,8.44,10.88,-0.62
400,0.76,-0.30,2.35,8.44,10.88,-0.62
401,0.76,-0.30,2.35,8.31,6.87,-2.25
402,0.84,-0.04,2.02,8.31,6.87,-2.25
403,0.84,-0.04,2.02,7.75,6.87,-2.12
404,1.21,0.47,1.36,7.75,6.87,-2.12
405,1.21,0.47,1.36,7.37,3.75,-0.19
406,0.59,0.49,1.46,7.37,3.75,-0.19
407,0.59,0.49,1.46,7.37,1.87,3.00
408,0.94,0.81,0.88,7.37,1.87,3.00
409,0.94,0.81,0.88,7.31,0.31,3.37
410,0.93,0.71,0.70,7.31,0.31,3.37
411,0.93,0.71,0.70,7.50,0.75,4.37
412,0.87,0.91,0.42,7.50,0.75,4.37
413,0.87,0.91,0.42,8.63,-0.50,4.00
414,0.73,0.78,0.64,8.63,-0.50,4.00
415,0.73,0.78,0.64,7.56,-4.25,10.06
416,-0.26,0.98,0.19,7.56,-4.25,10.06
417,-0.26,0.98,0.19,7.81,-5.44,10.31
418,-0.11,1.30,-1.38,7.81,-5.44,10.31
419,-0.11,1.30,-1.38,8.38,-2.25,9.88
420,-0.86,-0.06,-1.71,8.38,-2.25,9.88
421,-0.86,-0.06,-1.71,10.13,-1.75,8.44
422,-1.12,-1.14,-2.02,10.13,-1.75,8.44
423,-1.12,-1.14,-2.02,10.50,0.44,6.69
424,-0.88,-1.32,-2.10,10.50,0.44,6.69
425,-0.88,-1.32,-2.10,10.94,4.12,4.56
426,-0.47,-1.30,-2.52,10.94,4.12,4.56
427,-0.47,-1.30,-2.52,10.25,6.31,3.00
428,-0.15,-1.88,-2.12,10.25,6.31,3.00
429,-0.15,-1.88,-2.12,9.88,8.63,1.37
430,-0.36,-1.21,-1.99,9.88,8.63,1.37
431,-0.36,-1.21,-1.99,9.38,7.69,-2.06
432,-0.13,0.16,-1.91,9.38,7.69,-2.06
433,-0.13,0.16,-1.91,8.88,12.19,-2.19
434,-1.28,1.34,-2.48,8.88,12.19,-2.19
435,-1.28,1.34,-2.48,9.06,11.25,-1.31
436,-0.69,1.31,-1.97,9.06,11.25,-1.31
437,-0.69,1.31,-1.97,9.38,17.06,-2.44
438,-0.70,1.04,-1.45,9.38,17.06,-2.44
439,-0.70,1.04,-1.45,9.25,15.31,-0.31
440,-0.34,0.68,-0.38,9.25,15.31,-0.31
441,-0.34,0.68,-0.38,9.19,15.81,0.13
442,-0.19,1.23,-0.64,9.19,15.81,0.13
443,-0.19,1.23,-0.64,9.44,16.81,3.12
444,0.98,-0.91,2.12,9.44,16.81,3.12
445,0.98,-0.91,2.12,10.19,18.87,0.75
446,0.50,-0.95,1.18,10.19,18.87,0.75
447,0.50,-0.95,1.18,10.25,15.06,-0.37
448,0.41,-1.30,2.63,10.25,15.06,-0.37
449,0.41,-1.30,2.63,10.00,14.75,-0.25
450,-0.42,-0.95,2.87,10.00,14.75,-0.25
451,-0.42,-0.95,2.87,10.56,11.13,-0.50
452,0.27,-0.81,2.67,10.56,11.13,-0.50
453,0.27,-0.81,2.67,9.25,10.56,-0.69
454,0.30,-0.84,1.85,9.25,10.56,-0.69
455,0.30,-0.84,1.85,9.69,9.63,-2.12
456,1.37,-1.26,2.41,9.69,9.63,-2.12
457,1.37,-1.26,2.41,8.25,7.06,-1.75
458,1.66,-0.39,1.72,8.25,7.06,-1.75
459,1.66,-0.39,1.72,7.31,3.06,0.50
460,1.44,0.28,1.39,7.31,3.06,0.50
461,1.44,0.28,1.39,5.75,1.12,0.25
462,1.76,0.60,1.14,5.75,1.12,0.25
463,1.76,0.60,1.14,5.44,-0.75,3.44
464,1.81,1.55,0.52,5.44,-0.75,3.44
465,1.81,1.55,0.52,5.44,-4.12,7.06
466,1.33,2.22,0.17,5.44,-4.12,7.06
467,1.33,2.22,0.17,7.25,-5.62,7.75
468,0.19,2.26,0.58,7.25,-5.62,7.75
469,0.19,2.26,0.58,7.44,-3.94,11.63
470,-0.38,2.51,-0.58,7.44,-3.94,11.63
471,-0.38,2.51,-0.58,8.13,-5.06,13.44
472,-1.14,1.46,-2.00,8.13,-5.06,13.44
473,-1.14,1.46,-2.00,10.25,-4.50,15.63
474,-1.67,-0.88,-2.74,10.25,-4.50,15.63
475,-1.67,-0.88,-2.74,11.63,-1.81,12.56
476,-1.98,-2.94,-2.13,11.63,-1.81,12.56
477,-1.98,-2.94,-2.13,12.44,0.62,9.06
478,-1.28,-2.96,-2.17,12.44,0.62,9.06
479,-1.28,-2.96,-2.17,10.44,6.37,4.56
480,-0.10,-2.84,-1.95,10.44,6.37,4.56
481,-0.10,-2.84,-1.95,9.00,8.63,-0.62
482,0.12,-2.42,-1.53,9.00,8.63,-0.62
483,0.12,-2.42,-1.53,7.56,10.31,-2.50
484,0.40,-0.28,-2.24,7.56,10.31,-2.50
485,0.40,-0.28,-2.24,6.31,10.50,-4.00
486,0.03,0.54,-2.50,6.31,10.50,-4.00
487,0.03,0.54,-2.50,6.31,12.81,-4.06
488,-0.71,0.82,-2.07,6.31,12.81,-4.06
489,-0.71,0.82,-2.07,8.00,12.94,-4.87
490,-1.90,1.85,-1.08,8.00,12.94,-4.87
491,-1.90,1.85,-1.08,7.12,13.31,-3.75
492,-1.40,2.42,-1.00,7.12,13.31,-3.75
493,-1.40,2.42,-1.00,8.88,15.63,-2.50
