,Xg,Yg,Zg,Xm,Ym,Zm
158,0.89,0.49,-1.05,5.06,-16.62,46.13
159,0.89,0.49,-1.05,5.94,-16.19,48.56
160,0.41,0.65,-0.05,5.94,-16.19,48.56
161,0.41,0.65,-0.05,5.94,-16.19,48.56
162,0.99,0.67,-1.56,5.94,-16.19,48.56
163,0.99,0.67,-1.56,6.25,-16.00,51.19
164,1.44,-0.25,0.51,6.25,-16.00,51.19
165,1.44,-0.25,0.51,6.56,-14.75,54.00
166,-1.96,0.38,5.59,6.56,-14.75,54.00
167,-1.96,0.38,5.59,5.19,-14.75,54.25
168,1.70,-0.23,-4.34,5.19,-14.75,54.25
169,1.70,-0.23,-4.34,4.81,-17.44,55.00
170,-1.75,0.45,4.56,4.81,-17.44,55.00
171,-1.75,0.45,4.56,6.56,-16.62,53.50
172,1.02,0.05,-2.76,6.56,-16.62,53.50
173,1.02,0.05,-2.76,4.12,-16.50,54.38
174,-1.10,0.27,2.54,4.12,-16.50,54.38
175,-1.10,0.27,2.54,5.19,-16.44,54.19
176,0.08,0.45,-0.84,5.19,-16.44,54.19
177,0.08,0.45,-0.84,2.81,-16.19,54.50
178,-0.33,0.79,0.11,2.81,-16.19,54.50
179,-0.33,0.79,0.11,4.37,-19.62,54.63
180,-0.62,1.28,1.02,4.37,-19.62,54.63
181,-0.62,1.28,1.02,2.62,-18.81,53.06
182,-1.68,1.28,1.40,2.62,-18.81,53.06
183,-1.68,1.28,1.40,1.94,-17.25,52.25
184,-1.98,1.81,0.83,1.94,-17.25,52.25
185,-1.98,1.81,0.83,-0.19,-21.50,52.06
186,-2.75,1.39,2.08,-0.19,-21.50,52.06
187,-2.75,1.39,2.08,-1.25,-20.25,49.25
188,-1.86,0.76,0.48,-1.25,-20.25,49.25
189,-1.86,0.76,0.48,-2.81,-21.94,45.63
190,-0.67,0.20,-0.26,-2.81,-21.94,45.63
191,-0.67,0.20,-0.26,-1.75,-18.31,42.31
192,-1.45,0.72,1.80,-1.75,-18.31,42.31
193,-1.45,0.72,1.80,-3.50,-17.87,41.38
194,0.20,0.67,-1.61,-3.50,-17.87,41.38
195,0.20,0.67,-1.61,-2.81,-19.37,39.44
196,-0.87,0.37,1.34,-2.81,-19.37,39.44
197,-0.87,0.37,1.34,-3.12,-20.25,39.75
198,0.85,-0.05,-1.90,-3.12,-20.25,39.75
199,0.85,-0.05,-1.90,-2.75,-18.37,38.69
200,-0.18,-0.54,0.26,-2.75,-18.37,38.69
201,-0.18,-0.54,0.26,-2.75,-20.37,38.69
202,0.04,-0.71,-0.46,-2.75,-20.37,38.69
203,0.04,-0.71,-0.46,-1.75,-20.50,39.56
204,0.73,-0.79,-1.24,-1.75,-20.50,39.56
205,0.73,-0.79,-1.24,-1.06,-17.56,37.06
206,0.30,-0.76,0.05,-1.06,-17.56,37.06
207,0.30,-0.76,0.05,-1.25,-19.87,39.31
208,0.93,-1.04,-1.21,-1.25,-19.87,39.31
209,0.93,-1.04,-1.21,-0.13,-16.69,38.81
210,0.39,-0.92,0.55,-0.13,-16.69,38.81
211,0.39,-0.92,0.55,-0.62,-16.37,38.31
212,1.64,-1.28,-2.98,-0.62,-16.37,38.31
213,1.64,-1.28,-2.98,1.19,-18.87,42.00
214,0.46,-0.74,1.48,1.19,-18.87,42.00
215,0.46,-0.74,1.48,1.00,-17.87,41.13
216,2.24,-0.93,-3.44,1.00,-17.87,41.13
217,2.24,-0.93,-3.44,1.44,-20.25,45.50
218,1.65,-0.51,-0.56,1.44,-20.25,45.50
219,1.65,-0.51,-0.56,3.50,-16.69,46.38
220,1.39,-0.38,-0.77,3.50,-16.69,46.38
221,1.39,-0.38,-0.77,3.75,-17.94,48.81
222,1.84,-0.84,-1.85,3.75,-17.94,48.81
223,1.84,-0.84,-1.85,5.06,-16.62,49.38
224,0.11,-0.95,1.20,5.06,-16.62,49.38
225,0.11,-0.95,1.20,6.12,-16.81,49.31
226,0.82,-0.13,-0.98,6.12,-16.81,49.31
227,0.82,-0.13,-0.98,4.94,-15.94,50.81
228,0.02,-0.17,0.61,4.94,-15.94,50.81
229,0.02,-0.17,0.61,6.75,-16.62,51.25
230,0.14,0.42,0.53,6.75,-16.62,51.25
231,0.14,0.42,0.53,5.06,-17.25,52.25
232,0.56,1.15,-0.66,5.06,-17.25,52.25
233,0.56,1.15,-0.66,6.12,-16.25,52.88
234,0.74,0.58,-0.72,6.12,-16.25,52.88
235,0.74,0.58,-0.72,5.75,-16.12,54.00
236,1.00,0.40,-2.64,5.75,-16.12,54.00
237,1.00,0.40,-2.64,6.56,-14.56,56.69
238,-1.82,0.37,4.96,6.56,-14.56,56.69
239,-1.82,0.37,4.96,5.25,-17.06,56.50
240,0.37,0.17,-1.41,5.25,-17.06,56.50
241,0.37,0.17,-1.41,4.69,-16.50,56.44
242,-0.41,0.53,1.75,4.69,-16.50,56.44
243,-0.41,0.53,1.75,5.00,-17.37,56.63
244,0.32,0.17,-1.85,5.00,-17.37,56.63
245,0.32,0.17,-1.85,4.69,-15.44,56.69
246,-1.88,0.77,3.70,4.69,-15.44,56.69
247,-1.88,0.77,3.70,3.12,-17.50,53.69
248,-0.16,0.52,-1.79,3.12,-17.50,53.69
249,-0.16,0.52,-1.79,2.69,-16.37,55.63
250,-2.12,1.19,3.32,2.69,-16.37,55.63
251,-2.12,1.19,3.32,1.12,-18.50,52.69
252,-0.09,0.52,-2.28,1.12,-18.50,52.69
253,-0.09,0.52,-2.28,0.69,-21.00,54.50
254,-2.09,1.61,2.87,0.69,-21.00,54.50
255,-2.09,1.61,2.87,-0.50,-20.12,52.25
256,-0.84,0.43,-0.89,-0.50,-20.12,52.25
257,-0.84,0.43,-0.89,-1.62,-20.12,50.31
258,-1.89,0.88,1.50,-1.62,-20.12,50.31
259,-1.89,0.88,1.50,-0.69,-21.00,48.75
260,-1.00,0.70,0.27,-0.69,-21.00,48.75
261,-1.00,0.70,0.27,-2.06,-20.12,46.56
262,-0.86,0.78,-0.18,-2.06,-20.12,46.56
263,-0.86,0.78,-0.18,-1.69,-20.06,44.31
264,-0.98,0.81,1.45,-1.69,-20.06,44.31
265,-0.98,0.81,1.45,-1.69,-20.06,44.31
266,0.50,0.76,-0.48,-1.69,-20.06,44.31
267,0.50,0.76,-0.48,-2.81,-19.75,42.25
268,0.06,-0.05,-0.35,-2.81,-19.75,42.25
269,0.06,-0.05,-0.35,-2.31,-19.62,43.25
270,0.70,-0.61,-0.75,-2.31,-19.62,43.25
271,0.70,-0.61,-0.75,-2.12,-19.62,41.06
272,0.87,-0.78,-1.09,-2.12,-19.62,41.06
273,0.87,-0.78,-1.09,-0.81,-20.06,44.19
274,0.68,-0.97,-0.59,-0.81,-20.06,44.19
275,0.68,-0.97,-0.59,-0.31,-17.62,41.25
276,1.58,-1.21,-2.33,-0.31,-17.62,41.25
277,1.58,-1.21,-2.33,0.25,-19.56,46.63
278,1.06,-1.15,-1.11,0.25,-19.56,46.63
279,1.06,-1.15,-1.11,3.12,-19.75,44.06
280,1.08,-1.63,-0.14,3.12,-19.75,44.06
281,1.08,-1.63,-0.14,2.69,-18.12,46.38
282,0.74,-1.77,0.11,2.69,-18.12,46.38
283,0.74,-1.77,0.11,2.81,-17.50,47.81
284,0.26,-1.56,-0.14,2.81,-17.50,47.81
285,0.26,-1.56,-0.14,3.50,-18.69,46.38
286,1.04,-0.08,-0.18,3.50,-18.69,46.38
287,1.04,-0.08,-0.18,3.37,-18.81,47.50
288,1.87,0.33,-2.16,3.37,-18.81,47.50
289,1.87,0.33,-2.16,4.50,-18.69,50.06
290,1.00,-0.32,-0.33,4.50,-18.69,50.06
291,1.00,-0.32,-0.33,5.00,-16.87,53.19
292,0.54,-0.16,-0.56,5.00,-16.87,53.19
293,0.54,-0.16,-0.56,4.56,-15.63,52.44
294,0.66,0.40,-1.11,4.56,-15.63,52.44
295,0.66,0.40,-1.11,5.19,-17.50,53.94
296,-1.06,0.10,2.42,5.19,-17.50,53.94
297,-1.06,0.10,2.42,5.94,-15.81,51.75
298,0.87,-0.10,-2.68,5.94,-15.81,51.75
299,0.87,-0.10,-2.68,5.37,-13.81,51.81
300,-0.21,0.59,0.50,5.37,-13.81,51.81
301,-0.21,0.59,0.50,7.31,-13.88,54.19
302,-0.44,0.71,1.00,7.31,-13.88,54.19
303,-0.44,0.71,1.00,5.25,-15.44,53.31
304,0.76,0.83,-1.83,5.25,-15.44,53.31
305,0.76,0.83,-1.83,6.94,-14.88,55.13
306,-2.55,1.22,7.26,6.94,-14.88,55.13
307,-2.55,1.22,7.26,2.69,-16.94,55.75
308,0.82,0.17,-3.01,2.69,-16.94,55.75
309,0.82,0.17,-3.01,1.56,-19.62,56.69
310,-2.10,0.49,4.40,1.56,-19.62,56.69
311,-2.10,0.49,4.40,0.81,-19.56,56.25
312,-0.30,1.09,-1.14,0.81,-19.56,56.25
313,-0.30,1.09,-1.14,-1.44,-21.31,54.38
314,-2.42,1.21,1.71,-1.44,-21.31,54.38
315,-2.42,1.21,1.71,-0.88,-21.50,54.38
316,-0.76,1.05,-0.41,-0.88,-21.50,54.38
317,-0.76,1.05,-0.41,-2.94,-22.94,50.19
318,-1.68,1.95,0.72,-2.94,-22.94,50.19
319,-1.68,1.95,0.72,-1.75,-20.94,48.38
320,-1.97,1.47,1.73,-1.75,-20.94,48.38
321,-1.97,1.47,1.73,-4.75,-19.44,44.13
322,-0.50,0.84,-1.63,-4.75,-19.44,44.13
323,-0.50,0.84,-1.63,-3.50,-20.62,44.25
324,-1.95,1.10,2.75,-3.50,-20.62,44.25
325,-1.95,1.10,2.75,-3.37,-19.69,40.19
326,0.18,0.54,-1.17,-3.37,-19.69,40.19
327,0.18,0.54,-1.17,-3.00,-21.44,38.38
328,0.63,0.65,-1.22,-3.00,-21.44,38.38
329,0.63,0.65,-1.22,-2.31,-20.19,39.63
330,0.52,-0.07,-0.00,-2.31,-20.19,39.63
331,0.52,-0.07,-0.00,-3.44,-18.94,40.56
332,0.50,-1.17,-2.76,-3.44,-18.94,40.56
333,0.50,-1.17,-2.76,-1.37,-17.44,38.19
334,0.49,-1.17,-1.26,-1.37,-17.44,38.19
335,0.49,-1.17,-1.26,1.12,-17.31,39.38
336,0.87,-1.19,-2.67,1.12,-17.31,39.38
337,0.87,-1.19,-2.67,1.75,-18.06,38.38
338,-0.35,-0.46,-0.08,1.75,-18.06,38.38
339,-0.35,-0.46,-0.08,3.44,-16.56,37.69
340,0.74,-0.79,-0.80,3.44,-16.56,37.69
341,0.74,-0.79,-0.80,2.62,-15.56,37.06
342,1.39,-1.54,-1.23,2.62,-15.56,37.06
343,1.39,-1.54,-1.23,5.12,-17.06,39.19
344,0.60,-0.95,1.45,5.12,-17.06,39.19
345,0.60,-0.95,1.45,3.87,-17.50,38.38
346,1.60,-1.85,-2.43,3.87,-17.50,38.38
347,1.60,-1.85,-2.43,5.00,-16.75,40.81
348,1.21,-0.17,1.17,5.00,-16.75,40.81
349,1.21,-0.17,1.17,4.81,-19.31,43.06
350,1.61,-1.12,-1.80,4.81,-19.31,43.06
351,1.61,-1.12,-1.80,5.81,-14.81,43.38
352,-0.13,0.24,2.23,5.81,-14.81,43.38
353,-0.13,0.24,2.23,5.19,-15.63,44.69
354,0.65,-0.73,0.67,5.19,-15.63,44.69
355,0.65,-0.73,0.67,4.56,-16.87,45.75
356,2.45,0.42,-3.48,4.56,-16.87,45.75
357,2.45,0.42,-3.48,4.37,-18.12,48.25
358,-0.87,-0.01,2.75,4.37,-18.12,48.25
359,-0.87,-0.01,2.75,6.12,-17.44,49.44
360,0.27,0.13,-0.74,6.12,-17.44,49.44
361,0.27,0.13,-0.74,4.19,-17.62,47.06
362,0.26,0.52,-0.10,4.19,-17.62,47.06
363,0.26,0.52,-0.10,6.12,-18.62,49.75
364,-0.24,0.52,0.60,6.12,-18.62,49.75
365,-0.24,0.52,0.60,3.81,-18.00,51.56
366,-0.08,0.20,0.37,3.81,-18.00,51.56
367,-0.08,0.20,0.37,4.81,-18.56,49.38
368,0.18,0.33,-0.22,4.81,-18.56,49.38
369,0.18,0.33,-0.22,5.00,-17.31,50.63
370,0.33,0.23,-0.16,5.00,-17.31,50.63
371,0.33,0.23,-0.16,3.94,-19.94,53.13
372,0.46,0.39,-0.34,3.94,-19.94,53.13
373,0.46,0.39,-0.34,5.00,-19.31,52.81
374,-0.26,0.13,1.07,5.00,-19.31,52.81
375,-0.26,0.13,1.07,4.62,-18.94,51.63
376,0.04,0.77,-0.24,4.62,-18.94,51.63
377,0.04,0.77,-0.24,3.94,-19.44,53.56
378,0.02,1.07,-0.04,3.94,-19.44,53.56
379,0.02,1.07,-0.04,3.00,-21.06,54.63
380,-1.17,1.46,1.81,3.00,-21.06,54.63
381,-1.17,1.46,1.81,2.00,-18.37,54.06
382,-0.54,0.81,-1.12,2.00,-18.37,54.06
383,-0.54,0.81,-1.12,1.12,-17.25,52.31
384,-2.50,1.07,2.68,1.12,-17.25,52.31
385,-2.50,1.07,2.68,1.44,-19.69,51.31
386,-1.91,1.07,0.50,1.44,-19.69,51.31
387,-1.91,1.07,0.50,-1.75,-22.75,48.88
388,-1.78,1.60,0.07,-1.75,-22.75,48.88
389,-1.78,1.60,0.07,-0.75,-21.19,46.13
390,0.63,4.17,-3.50,-0.75,-21.19,46.13
391,0.63,4.17,-3.50,-2.75,-20.75,41.44
392,-0.64,-0.84,1.42,-2.75,-20.75,41.44
393,-0.64,-0.84,1.42,-0.62,-19.87,41.44
394,-2.42,0.12,2.30,-0.62,-19.87,41.44
395,-2.42,0.12,2.30,-1.75,-19.19,36.56
396,0.62,-0.32,-1.16,-1.75,-19.19,36.56
397,0.62,-0.32,-1.16,-1.25,-19.44,36.56
398,0.71,0.00,-0.16,-1.25,-19.44,36.56
399,0.71,0.00,-0.16,-1.56,-19.00,37.00
400,0.52,-0.10,-0.51,-1.56,-19.00,37.00
401,0.52,-0.10,-0.51,-1.19,-18.31,38.38
402,1.09,-0.01,-1.41,-1.19,-18.31,38.38
403,1.09,-0.01,-1.41,0.25,-15.94,37.56
404,0.53,-0.01,0.40,0.25,-15.94,37.56
405,0.53,-0.01,0.40,0.31,-18.94,40.50
406,1.11,-0.39,-1.72,0.31,-18.94,40.50
407,1.11,-0.39,-1.72,0.13,-17.75,42.38
408,0.02,-0.40,0.56,0.13,-17.75,42.38
409,0.02,-0.40,0.56,0.88,-18.56,39.75
410,1.13,-0.69,-1.12,0.88,-18.56,39.75
411,1.13,-0.69,-1.12,1.12,-19.56,42.69
412,0.29,-0.69,-0.25,1.12,-19.56,42.69
413,0.29,-0.69,-0.25,0.37,-18.56,42.00
414,1.25,-0.28,-0.45,0.37,-18.56,42.00
415,1.25,-0.28,-0.45,1.69,-19.56,42.56
416,1.20,-0.56,-2.69,1.69,-19.56,42.56
417,1.20,-0.56,-2.69,3.06,-18.81,45.38
418,0.28,0.04,0.92,3.06,-18.81,45.38
419,0.28,0.04,0.92,2.75,-17.94,45.19
420,0.91,-0.52,-2.05,2.75,-17.94,45.19
421,0.91,-0.52,-2.05,2.75,-17.94,45.19
422,0.79,-0.62,0.40,2.75,-17.94,45.19
423,0.79,-0.62,0.40,4.37,-18.69,48.44
424,-0.14,-0.37,1.05,4.37,-18.69,48.44
425,-0.14,-0.37,1.05,3.81,-17.31,48.69
426,0.80,-0.17,-0.69,3.81,-17.31,48.69
427,0.80,-0.17,-0.69,4.06,-17.94,48.81
428,-0.54,-0.16,1.90,4.06,-17.94,48.81
429,-0.54,-0.16,1.90,3.94,-20.12,50.44
430,0.86,-0.55,-1.52,3.94,-20.12,50.44
431,0.86,-0.55,-1.52,3.00,-18.69,48.63
432,-1.27,-0.88,3.47,3.00,-18.69,48.63
433,-1.27,-0.88,3.47,4.12,-18.31,47.75
434,1.09,0.65,-1.42,4.12,-18.31,47.75
435,1.09,0.65,-1.42,2.50,-18.44,48.69
436,0.90,0.59,-0.14,2.50,-18.44,48.69
437,0.90,0.59,-0.14,3.69,-18.69,50.19
438,-0.75,0.20,1.92,3.69,-18.69,50.19
439,-0.75,0.20,1.92,2.94,-19.62,52.69
440,0.57,0.47,0.07,2.94,-19.62,52.69
441,0.57,0.47,0.07,1.00,-20.75,50.56
442,-0.13,0.29,0.27,1.00,-20.75,50.56
443,-0.13,0.29,0.27,2.44,-17.31,52.69
444,0.03,0.30,0.00,2.44,-17.31,52.69
445,0.03,0.30,0.00,1.19,-19.75,51.94
446,-0.90,0.02,1.08,1.19,-19.75,51.94
447,-0.90,0.02,1.08,1.37,-19.75,51.88
448,0.26,0.44,-0.04,1.37,-19.75,51.88
449,0.26,0.44,-0.04,-1.44,-22.94,54.19
450,-0.69,0.34,1.12,-1.44,-22.94,54.19
451,-0.69,0.34,1.12,-0.81,-19.69,53.25
452,0.29,0.20,-1.72,-0.81,-19.69,53.25
453,0.29,0.20,-1.72,-1.06,-21.62,53.31
454,-1.69,0.74,2.18,-1.06,-21.62,53.31
455,-1.69,0.74,2.18,-2.00,-20.25,51.44
456,1.24,0.33,-0.78,-2.00,-20.25,51.44
457,1.24,0.33,-0.78,-2.25,-21.37,51.25
458,-1.14,0.27,1.30,-2.25,-21.37,51.25
459,-1.14,0.27,1.30,-2.75,-21.94,51.50
460,-1.50,0.61,0.88,-2.75,-21.94,51.50
461,-1.50,0.61,0.88,-3.19,-21.44,49.75
462,-1.13,0.12,0.13,-3.19,-21.44,49.75
463,-1.13,0.12,0.13,-3.25,-23.06,47.50
464,-0.58,0.06,-1.06,-3.25,-23.06,47.50
465,-0.58,0.06,-1.06,-2.37,-20.50,43.50
466,-0.46,0.27,-0.21,-2.37,-20.50,43.50
467,-0.46,0.27,-0.21,-1.87,-22.25,43.88
468,0.37,0.19,-0.23,-1.87,-22.25,43.88
469,0.37,0.19,-0.23,-2.25,-20.00,42.25
470,0.91,-0.46,-1.54,-2.25,-20.00,42.25
471,0.91,-0.46,-1.54,-1.25,-17.81,42.63
472,0.27,-0.42,-0.26,-1.25,-17.81,42.63
473,0.27,-0.42,-0.26,-0.37,-20.69,44.88
474,0.52,-0.71,-1.88,-0.37,-20.69,44.88
475,0.52,-0.71,-1.88,0.94,-17.19,42.06
476,-0.06,-0.68,0.35,0.94,-17.19,42.06
477,-0.06,-0.68,0.35,1.50,-17.62,41.50
478,-0.08,-0.83,-0.65,1.50,-17.62,41.50
479,-0.08,-0.83,-0.65,1.19,-19.75,42.19
480,0.27,-0.63,-0.86,1.19,-19.75,42.19
481,0.27,-0.63,-0.86,1.25,-16.50,41.31
482,0.33,-0.20,-0.42,1.25,-16.50,41.31
483,0.33,-0.20,-0.42,2.56,-18.25,41.56
