,Xg,Yg,Zg,Xm,Ym,Zm
171,1.94,1.65,-0.90,0.56,-18.50,58.88
172,-0.11,0.49,-0.04,0.56,-18.50,58.88
173,-0.11,0.49,-0.04,-0.06,-16.75,60.13
174,-0.09,-0.41,-0.25,-0.06,-16.75,60.13
175,-0.09,-0.41,-0.25,-0.50,-17.69,58.81
176,-2.25,-1.47,1.81,-0.50,-17.69,58.81
177,-2.25,-1.47,1.81,-0.37,-17.44,57.06
178,-1.98,-1.76,1.56,-0.37,-17.44,57.06
179,-1.98,-1.76,1.56,-1.31,-19.25,56.06
180,-1.57,-2.10,1.25,-1.31,-19.25,56.06
181,-1.57,-2.10,1.25,-0.25,-20.87,49.88
182,-1.92,-1.74,2.09,-0.25,-20.87,49.88
183,-1.92,-1.74,2.09,-0.25,-19.56,46.81
184,-0.43,-0.92,0.46,-0.25,-19.56,46.81
185,-0.43,-0.92,0.46,-2.12,-19.31,47.06
186,-0.25,-0.29,0.14,-2.12,-19.31,47.06
187,-0.25,-0.29,0.14,-1.81,-19.12,45.81
188,-0.16,-0.32,1.09,-1.81,-19.12,45.81
189,-0.16,-0.32,1.09,-2.12,-19.62,47.13
190,-0.06,0.00,-0.38,-2.12,-19.62,47.13
191,-0.06,0.00,-0.38,-1.69,-19.56,44.88
192,0.58,0.69,-0.52,-1.69,-19.56,44.88
193,0.58,0.69,-0.52,-1.87,-20.75,46.75
194,0.27,0.56,-1.22,-1.87,-20.75,46.75
195,0.27,0.56,-1.22,-1.81,-19.75,46.00
196,0.32,0.78,-0.53,-1.81,-19.75,46.00
197,0.32,0.78,-0.53,-1.56,-20.44,46.63
198,0.63,1.18,-1.18,-1.56,-20.44,46.63
199,0.63,1.18,-1.18,-0.13,-18.06,47.94
200,2.17,2.09,-2.17,-0.13,-18.06,47.94
201,2.17,2.09,-2.17,1.12,-18.31,49.44
202,1.29,1.72,-1.16,1.12,-18.31,49.44
203,1.29,1.72,-1.16,1.25,-19.56,54.19
204,1.04,1.34,-0.69,1.25,-19.56,54.19
205,1.04,1.34,-0.69,1.00,-17.19,57.31
206,0.51,0.56,-0.21,1.00,-17.19,57.31
207,0.51,0.56,-0.21,1.00,-17.19,57.38
208,0.30,-0.07,-0.41,1.00,-17.19,57.38
209,0.30,-0.07,-0.41,0.94,-18.12,57.63
210,-1.95,-1.58,2.64,0.94,-18.12,57.63
211,-1.95,-1.58,2.64,0.37,-17.37,54.75
212,-1.07,-1.23,1.31,0.37,-17.37,54.75
213,-1.07,-1.23,1.31,0.75,-17.19,53.56
214,-1.23,-1.67,1.93,0.75,-17.19,53.56
215,-1.23,-1.67,1.93,-0.75,-18.75,52.63
216,-1.00,-1.35,1.14,-0.75,-18.75,52.63
217,-1.00,-1.35,1.14,-0.75,-18.62,49.88
218,-2.12,-1.15,3.96,-0.75,-18.62,49.88
219,-2.12,-1.15,3.96,-2.75,-20.94,48.06
220,0.12,-0.62,-1.52,-2.75,-20.94,48.06
221,0.12,-0.62,-1.52,-4.56,-23.81,48.63
222,-1.42,-0.91,1.65,-4.56,-23.81,48.63
223,-1.42,-0.91,1.65,-2.50,-18.50,45.25
224,-0.78,-0.41,0.90,-2.50,-18.50,45.25
225,-0.78,-0.41,0.90,-4.25,-20.37,44.38
226,0.71,0.54,-2.16,-4.25,-20.37,44.38
227,0.71,0.54,-2.16,-3.44,-20.00,43.63
228,0.49,1.17,-0.32,-3.44,-20.00,43.63
229,0.49,1.17,-0.32,-3.12,-21.75,46.19
230,1.17,1.55,-2.35,-3.12,-21.75,46.19
231,1.17,1.55,-2.35,-1.31,-20.44,46.63
232,1.31,1.77,-1.90,-1.31,-20.44,46.63
233,1.31,1.77,-1.90,-1.00,-19.06,48.94
234,2.52,2.37,-2.36,-1.00,-19.06,48.94
235,2.52,2.37,-2.36,0.19,-19.87,50.63
236,1.98,2.08,-1.43,0.19,-19.87,50.63
237,1.98,2.08,-1.43,1.50,-18.25,57.00
238,1.42,1.72,-1.72,1.50,-18.25,57.00
239,1.42,1.72,-1.72,1.44,-15.81,57.50
240,-0.23,0.36,0.55,1.44,-15.81,57.50
241,-0.23,0.36,0.55,0.75,-15.06,60.06
242,-0.64,-0.58,0.56,0.75,-15.06,60.06
243,-0.64,-0.58,0.56,1.25,-15.88,59.69
244,-1.30,-1.42,1.57,1.25,-15.88,59.69
245,-1.30,-1.42,1.57,0.81,-16.12,56.00
246,-1.02,-1.59,1.42,0.81,-16.12,56.00
247,-1.02,-1.59,1.42,1.06,-17.31,56.31
248,-0.56,-1.59,2.09,1.06,-17.31,56.31
249,-0.56,-1.59,2.09,-0.31,-19.44,53.25
250,-1.05,-1.68,1.98,-0.31,-19.44,53.25
251,-1.05,-1.68,1.98,-0.88,-20.06,54.06
252,-1.32,-1.27,3.26,-0.88,-20.06,54.06
253,-1.32,-1.27,3.26,-1.69,-19.31,50.69
254,-0.78,-1.19,-1.05,-1.69,-19.31,50.69
255,-0.78,-1.19,-1.05,-3.37,-18.81,49.31
256,-1.41,-0.43,2.93,-3.37,-18.81,49.31
257,-1.41,-0.43,2.93,-3.50,-20.25,47.50
258,0.06,-0.28,-0.76,-3.50,-20.25,47.50
259,0.06,-0.28,-0.76,-5.06,-20.31,47.81
260,-0.61,-0.04,0.51,-5.06,-20.31,47.81
261,-0.61,-0.04,0.51,-4.12,-20.37,46.56
262,0.31,0.56,-0.82,-4.12,-20.37,46.56
263,0.31,0.56,-0.82,-3.81,-21.62,45.13
264,0.54,1.02,-2.04,-3.81,-21.62,45.13
265,0.54,1.02,-2.04,-1.87,-19.94,47.19
266,1.19,1.71,-2.03,-1.87,-19.94,47.19
267,1.19,1.71,-2.03,-2.25,-19.25,48.63
268,1.68,1.93,-3.41,-2.25,-19.25,48.63
269,1.68,1.93,-3.41,0.81,-20.06,49.94
270,2.10,2.10,-2.57,0.81,-20.06,49.94
271,2.10,2.10,-2.57,1.19,-18.62,51.69
272,1.11,1.51,-1.08,1.19,-18.62,51.69
273,1.11,1.51,-1.08,1.69,-17.44,55.13
274,0.62,0.71,-0.37,1.69,-17.44,55.13
275,0.62,0.71,-0.37,0.94,-18.94,57.88
276,0.12,0.03,-0.45,0.94,-18.94,57.88
277,0.12,0.03,-0.45,1.19,-17.50,57.38
278,-1.19,-1.08,1.61,1.19,-17.50,57.38
279,-1.19,-1.08,1.61,1.25,-17.12,56.75
280,-1.13,-1.71,1.21,1.25,-17.12,56.75
281,-1.13,-1.71,1.21,1.50,-17.31,54.06
282,-1.82,-2.20,1.95,1.50,-17.31,54.06
283,-1.82,-2.20,1.95,0.81,-18.81,52.94
284,-1.77,-1.88,3.08,0.81,-18.81,52.94
285,-1.77,-1.88,3.08,-0.25,-18.56,49.19
286,0.07,-1.09,0.30,-0.25,-18.56,49.19
287,0.07,-1.09,0.30,-0.37,-20.12,48.56
288,-0.51,-0.59,2.29,-0.37,-20.12,48.56
289,-0.51,-0.59,2.29,-1.19,-19.87,48.63
290,-0.71,-0.57,0.16,-1.19,-19.87,48.63
291,-0.71,-0.57,0.16,-2.81,-21.00,48.63
292,-0.34,-0.12,0.10,-2.81,-21.00,48.63
293,-0.34,-0.12,0.10,-2.75,-20.31,47.94
294,0.18,0.30,-1.07,-2.75,-20.31,47.94
295,0.18,0.30,-1.07,-3.12,-20.06,46.31
296,0.14,0.79,-0.93,-3.12,-20.06,46.31
297,0.14,0.79,-0.93,-1.75,-21.00,48.44
298,0.75,1.16,-1.91,-1.75,-21.00,48.44
299,0.75,1.16,-1.91,-1.62,-21.87,47.06
300,1.24,1.89,-1.50,-1.62,-21.87,47.06
301,1.24,1.89,-1.50,0.56,-18.62,49.63
302,1.37,1.95,-1.65,0.56,-18.62,49.63
303,1.37,1.95,-1.65,1.31,-17.56,50.38
304,1.31,2.10,-1.09,1.31,-17.56,50.38
305,1.31,2.10,-1.09,1.44,-17.69,54.69
306,1.19,1.44,-0.82,1.44,-17.69,54.69
307,1.19,1.44,-0.82,1.50,-18.00,56.94
308,0.60,0.57,-1.26,1.50,-18.00,56.94
309,0.60,0.57,-1.26,2.12,-16.50,56.44
310,-0.83,-0.81,1.59,2.12,-16.50,56.44
311,-0.83,-0.81,1.59,1.50,-17.37,56.75
312,-0.96,-1.44,1.17,1.50,-17.37,56.75
313,-0.96,-1.44,1.17,0.75,-17.44,56.88
314,-0.67,-1.54,1.80,0.75,-17.44,56.88
315,-0.67,-1.54,1.80,0.62,-19.12,55.19
316,-1.61,-1.86,2.76,0.62,-19.12,55.19
317,-1.61,-1.86,2.76,-0.13,-21.56,54.31
318,-2.13,-2.40,2.87,-0.13,-21.56,54.31
319,-2.13,-2.40,2.87,-1.56,-20.00,49.81
320,-1.28,-1.79,0.28,-1.56,-20.00,49.81
321,-1.28,-1.79,0.28,-3.50,-20.87,47.69
322,-0.64,-0.80,1.63,-3.50,-20.87,47.69
323,-0.64,-0.80,1.63,-2.00,-18.62,45.69
324,-0.55,-0.78,-0.01,-2.00,-18.62,45.69
325,-0.55,-0.78,-0.01,-3.87,-20.31,45.94
326,0.22,-0.02,-2.36,-3.87,-20.31,45.94
327,0.22,-0.02,-2.36,-4.31,-17.69,45.31
328,-0.22,0.52,1.04,-4.31,-17.69,45.31
329,-0.22,0.52,1.04,-2.00,-19.69,45.50
330,0.54,1.09,-2.36,-2.00,-19.69,45.50
331,0.54,1.09,-2.36,-2.75,-20.44,44.69
332,0.43,1.38,-1.29,-2.75,-20.44,44.69
333,0.43,1.38,-1.29,-0.69,-19.75,45.81
334,0.81,1.54,-2.17,-0.69,-19.75,45.81
335,0.81,1.54,-2.17,-0.19,-19.62,49.00
336,1.82,2.18,-1.51,-0.19,-19.62,49.00
337,1.82,2.18,-1.51,1.56,-17.12,47.44
338,2.88,2.47,-2.01,1.56,-17.12,47.44
339,2.88,2.47,-2.01,1.37,-18.62,55.44
340,1.67,1.53,-1.33,1.37,-18.62,55.44
341,1.67,1.53,-1.33,0.69,-18.37,57.69
342,0.35,0.42,0.14,0.69,-18.37,57.69
343,0.35,0.42,0.14,1.44,-18.37,61.38
344,-0.99,-0.88,0.39,1.44,-18.37,61.38
345,-0.99,-0.88,0.39,1.81,-17.31,60.00
346,-2.16,-2.04,1.24,1.81,-17.31,60.00
347,-2.16,-2.04,1.24,0.88,-18.62,55.56
348,-1.76,-1.77,1.32,0.88,-18.62,55.56
349,-1.76,-1.77,1.32,1.62,-20.19,52.63
350,-1.61,-1.80,2.38,1.62,-20.19,52.63
351,-1.61,-1.80,2.38,1.00,-19.06,50.81
352,-0.53,-1.49,1.20,1.00,-19.06,50.81
353,-0.53,-1.49,1.20,-0.37,-18.69,48.13
354,-1.36,-1.41,1.89,-0.37,-18.69,48.13
355,-1.36,-1.41,1.89,-1.62,-20.50,47.31
356,-0.87,-0.79,0.01,-1.62,-20.50,47.31
357,-0.87,-0.79,0.01,-2.19,-22.19,45.06
358,-1.57,-0.58,1.26,-2.19,-22.19,45.06
359,-1.57,-0.58,1.26,-1.81,-20.81,43.56
360,0.16,0.27,-1.28,-1.81,-20.81,43.56
361,0.16,0.27,-1.28,-2.62,-19.25,40.50
362,0.21,0.68,-0.72,-2.62,-19.25,40.50
363,0.21,0.68,-0.72,-1.31,-21.87,43.19
364,0.79,1.11,-1.07,-1.31,-21.87,43.19
365,0.79,1.11,-1.07,-0.44,-18.37,42.69
366,1.29,1.67,-1.73,-0.44,-18.37,42.69
367,1.29,1.67,-1.73,0.44,-22.12,44.63
368,1.76,2.13,-0.37,0.44,-22.12,44.63
369,1.76,2.13,-0.37,0.37,-19.37,45.56
370,2.20,1.56,-4.14,0.37,-19.37,45.56
371,2.20,1.56,-4.14,2.75,-17.62,49.00
372,2.35,2.58,-1.15,2.75,-17.62,49.00
373,2.35,2.58,-1.15,2.12,-17.37,52.88
374,2.68,2.19,-1.85,2.12,-17.37,52.88
375,2.68,2.19,-1.85,1.31,-18.06,59.13
376,0.71,1.09,-0.72,1.31,-18.06,59.13
377,0.71,1.09,-0.72,1.12,-15.81,61.31
378,-0.88,-0.70,0.97,1.12,-15.81,61.31
379,-0.88,-0.70,0.97,1.25,-14.75,59.88
380,-2.89,-2.07,2.70,1.25,-14.75,59.88
381,-2.89,-2.07,2.70,1.06,-16.81,58.88
382,-1.81,-2.32,1.33,1.06,-16.81,58.88
383,-1.81,-2.32,1.33,0.44,-18.37,53.88
384,-1.87,-1.87,2.35,0.44,-18.37,53.88
385,-1.87,-1.87,2.35,-0.88,-19.87,50.69
386,-0.61,-1.74,1.06,-0.88,-19.87,50.69
387,-0.61,-1.74,1.06,-1.06,-19.81,50.19
388,0.14,-1.19,-1.07,-1.06,-19.81,50.19
389,0.14,-1.19,-1.07,-1.62,-20.44,50.44
390,-0.15,-0.68,1.04,-1.62,-20.44,50.44
391,-0.15,-0.68,1.04,-0.19,-19.81,48.44
392,-0.55,-0.64,-0.42,-0.19,-19.81,48.44
393,-0.55,-0.64,-0.42,0.13,-20.62,48.06
394,-0.95,-0.36,1.29,0.13,-20.62,48.06
395,-0.95,-0.36,1.29,-0.94,-18.81,45.63
396,-0.04,0.22,-0.67,-0.94,-18.81,45.63
397,-0.04,0.22,-0.67,-0.75,-20.94,46.63
398,0.26,0.56,-0.70,-0.75,-20.94,46.63
399,0.26,0.56,-0.70,-0.19,-17.00,42.81
400,-0.16,0.54,0.00,-0.19,-17.00,42.81
401,-0.16,0.54,0.00,-0.94,-19.62,45.31
402,1.07,1.54,-0.98,-0.94,-19.62,45.31
403,1.07,1.54,-0.98,0.62,-18.00,45.63
404,1.95,1.50,-3.00,0.62,-18.00,45.63
405,1.95,1.50,-3.00,1.44,-19.87,48.75
406,1.29,1.63,-1.16,1.44,-19.87,48.75
407,1.29,1.63,-1.16,2.37,-17.81,50.25
408,1.79,1.63,-0.88,2.37,-17.81,50.25
409,1.79,1.63,-0.88,1.25,-18.62,53.88
410,0.77,0.74,-0.95,1.25,-18.62,53.88
411,0.77,0.74,-0.95,2.44,-16.81,58.63
412,-0.52,-0.63,0.62,2.44,-16.81,58.63
413,-0.52,-0.63,0.62,1.37,-17.50,55.69
414,-2.66,-1.86,1.05,1.37,-17.50,55.69
415,-2.66,-1.86,1.05,1.87,-19.00,56.00
416,-2.05,-2.17,1.74,1.87,-19.00,56.00
417,-2.05,-2.17,1.74,2.75,-19.62,49.00
418,-0.17,-0.79,0.92,2.75,-19.62,49.00
419,-0.17,-0.79,0.92,2.37,-17.62,46.88
420,-0.52,-1.15,1.29,2.37,-17.62,46.88
421,-0.52,-1.15,1.29,0.56,-21.25,46.50
422,0.01,-0.96,0.51,0.56,-21.25,46.50
423,0.01,-0.96,0.51,0.31,-19.75,46.19
424,-0.64,-0.96,1.26,0.31,-19.75,46.19
425,-0.64,-0.96,1.26,0.19,-18.06,44.06
426,0.17,-0.60,0.39,0.19,-18.06,44.06
427,0.17,-0.60,0.39,-1.75,-18.75,43.00
428,-0.58,-0.22,2.03,-1.75,-18.75,43.00
429,-0.58,-0.22,2.03,-2.25,-18.50,45.19
430,-0.28,-0.16,0.71,-2.25,-18.50,45.19
431,-0.28,-0.16,0.71,-3.75,-19.56,44.63
432,0.73,0.76,-1.94,-3.75,-19.56,44.63
433,0.73,0.76,-1.94,-3.37,-21.37,45.63
434,0.03,1.20,-0.54,-3.37,-21.37,45.63
435,0.03,1.20,-0.54,-3.37,-21.37,45.63
436,1.42,2.41,-1.88,-3.37,-21.37,45.63
437,1.42,2.41,-1.88,-1.12,-18.50,47.19
438,2.80,2.79,-4.52,-1.12,-18.50,47.19
439,2.80,2.79,-4.52,0.69,-19.44,51.50
440,2.09,2.65,-1.83,0.69,-19.44,51.50
441,2.09,2.65,-1.83,1.75,-16.75,54.38
442,1.43,1.74,-2.12,1.75,-16.75,54.38
443,1.43,1.74,-2.12,1.12,-17.37,58.44
444,-0.21,0.53,0.29,1.12,-17.37,58.44
445,-0.21,0.53,0.29,0.62,-17.37,58.56
446,0.13,-0.21,0.00,0.62,-17.37,58.56
447,0.13,-0.21,0.00,0.56,-16.37,59.31
448,-1.93,-1.76,2.04,0.56,-16.37,59.31
449,-1.93,-1.76,2.04,0.81,-18.25,58.75
450,-0.22,-0.99,1.64,0.81,-18.25,58.75
451,-0.22,-0.99,1.64,1.12,-19.44,55.19
452,1.09,-0.14,0.67,1.12,-19.44,55.19
453,1.09,-0.14,0.67,-0.19,-19.56,58.13
454,-3.36,-4.45,0.09,-0.19,-19.56,58.13
455,-3.36,-4.45,0.09,0.19,-17.50,53.75
456,-3.13,-3.16,1.63,0.19,-17.50,53.75
457,-3.13,-3.16,1.63,-1.69,-19.87,50.88
458,-1.84,-1.65,0.90,-1.69,-19.87,50.88
459,-1.84,-1.65,0.90,-1.37,-18.12,44.38
460,-0.02,-0.02,0.48,-1.37,-18.12,44.38
461,-0.02,-0.02,0.48,-2.06,-20.25,43.50
462,0.29,0.10,0.28,-2.06,-20.25,43.50
463,0.29,0.10,0.28,-2.75,-21.00,44.81
464,0.12,-0.02,0.75,-2.75,-21.00,44.81
465,0.12,-0.02,0.75,-2.94,-18.06,44.06
466,-0.34,-0.52,0.33,-2.94,-18.06,44.06
467,-0.34,-0.52,0.33,-2.56,-20.19,42.94
468,1.14,0.83,0.62,-2.56,-20.19,42.94
469,1.14,0.83,0.62,-3.69,-19.50,46.19
470,2.20,1.81,-1.47,-3.69,-19.50,46.19
471,2.20,1.81,-1.47,-2.25,-19.87,48.75
472,2.31,2.42,-1.17,-2.25,-19.87,48.75
473,2.31,2.42,-1.17,-1.81,-21.25,52.38
474,1.97,2.65,-1.96,-1.81,-21.25,52.38
475,1.97,2.65,-1.96,-1.75,-19.44,55.13
476,0.63,1.60,-1.01,-1.75,-19.44,55.13
477,0.63,1.60,-1.01,-2.31,-17.37,58.44
478,0.50,0.87,-2.09,-2.31,-17.37,58.44
479,0.50,0.87,-2.09,-1.44,-20.12,58.00
480,0.36,0.56,-0.15,-1.44,-20.12,58.00
